             #Energy(eV)                XX(uV/K)                YY(uV/K)                ZZ(uV/K)           Average(uV/K)
      0.660660660661E-01     -0.558456401987E+03     -0.558660191665E+03     -0.558933694455E+03     -0.558683429369E+03
      0.700700700701E-01     -0.545217248046E+03     -0.545421883237E+03     -0.545692542541E+03     -0.545443891275E+03
      0.740740740741E-01     -0.531995906554E+03     -0.532201521068E+03     -0.532468893197E+03     -0.532222106940E+03
      0.780780780781E-01     -0.518795291805E+03     -0.519002038832E+03     -0.519265617067E+03     -0.519020982568E+03
      0.820820820821E-01     -0.505618780782E+03     -0.505826835145E+03     -0.506086043192E+03     -0.505843886373E+03
      0.860860860861E-01     -0.492470281809E+03     -0.492679842245E+03     -0.492934027922E+03     -0.492694717325E+03
      0.900900900901E-01     -0.479354311570E+03     -0.479565602927E+03     -0.479814032578E+03     -0.479577982358E+03
      0.940940940941E-01     -0.466276080866E+03     -0.466489356057E+03     -0.466731210372E+03     -0.466498882432E+03
      0.980980980981E-01     -0.453241589185E+03     -0.453457130680E+03     -0.453691502869E+03     -0.453463407578E+03
      0.102102102102E+00     -0.440257727735E+03     -0.440475848275E+03     -0.440701745906E+03     -0.440478440639E+03
      0.106106106106E+00     -0.427332390004E+03     -0.427553432114E+03     -0.427769784349E+03     -0.427551868822E+03
      0.110110110110E+00     -0.414474588024E+03     -0.414698921767E+03     -0.414904594264E+03     -0.414692701352E+03
      0.114114114114E+00     -0.401694571375E+03     -0.401922589635E+03     -0.402116409992E+03     -0.401911190334E+03
      0.118118118118E+00     -0.389003944427E+03     -0.389236054816E+03     -0.389416852135E+03     -0.389218950460E+03
      0.122122122122E+00     -0.376415775353E+03     -0.376652387669E+03     -0.376819050488E+03     -0.376629071170E+03
      0.126126126126E+00     -0.363944688000E+03     -0.364186195987E+03     -0.364337753436E+03     -0.364156212474E+03
      0.130130130130E+00     -0.351606924844E+03     -0.351853680886E+03     -0.351989412223E+03     -0.351816672651E+03
      0.134134134134E+00     -0.339420365922E+03     -0.339672647353E+03     -0.339792224783E+03     -0.339628412686E+03
      0.138138138138E+00     -0.327404485243E+03     -0.327662451167E+03     -0.327766119611E+03     -0.327611018673E+03
      0.142142142142E+00     -0.315580222952E+03     -0.315843861099E+03     -0.315932655793E+03     -0.315785579948E+03
      0.146146146146E+00     -0.303969749287E+03     -0.304238813530E+03     -0.304314811373E+03     -0.304174458063E+03
      0.150150150150E+00     -0.292596096021E+03     -0.292870037003E+03     -0.292936629642E+03     -0.292800920889E+03
      0.154154154154E+00     -0.281482634130E+03     -0.281760528059E+03     -0.281822693355E+03     -0.281688618515E+03
      0.158158158158E+00     -0.270652384357E+03     -0.270932868478E+03     -0.270997402126E+03     -0.270860884987E+03
      0.162162162162E+00     -0.260127162088E+03     -0.260408389384E+03     -0.260484041118E+03     -0.260339864197E+03
      0.166166166166E+00     -0.249926580632E+03     -0.250206210318E+03     -0.250303651986E+03     -0.250145480978E+03
      0.170170170170E+00     -0.240066967838E+03     -0.240342211070E+03     -0.240473751866E+03     -0.240294310258E+03
      0.174174174174E+00     -0.230560287889E+03     -0.230828028161E+03     -0.231006992661E+03     -0.230798436237E+03
      0.178178178178E+00     -0.221413197660E+03     -0.221670200712E+03     -0.221909906717E+03     -0.221664435030E+03
      0.182182182182E+00     -0.212626396354E+03     -0.212869613396E+03     -0.213181936377E+03     -0.212892648709E+03
      0.186186186186E+00     -0.204194435916E+03     -0.204421386339E+03     -0.204814977529E+03     -0.204476933261E+03
      0.190190190190E+00     -0.196106135588E+03     -0.196315332972E+03     -0.196793660836E+03     -0.196405043132E+03
      0.194194194194E+00     -0.188345678481E+03     -0.188537041485E+03     -0.189096530418E+03     -0.188659750128E+03
      0.198198198198E+00     -0.180894362724E+03     -0.181069537352E+03     -0.181698151255E+03     -0.181220683777E+03
      0.202202202202E+00     -0.173732850214E+03     -0.173895368909E+03     -0.174571997561E+03     -0.174066738895E+03
      0.206206206206E+00     -0.166843631391E+03     -0.166998851087E+03     -0.167693783858E+03     -0.167178755445E+03
      0.210210210210E+00     -0.160213340635E+03     -0.160368133967E+03     -0.161044754055E+03     -0.160542076219E+03
      0.214214214214E+00     -0.153834544030E+03     -0.153996756849E+03     -0.154614394346E+03     -0.154148565075E+03
      0.218218218218E+00     -0.147706690699E+03     -0.147884413792E+03     -0.148402108643E+03     -0.147997737711E+03
      0.222222222222E+00     -0.141836057241E+03     -0.142036782109E+03     -0.142417574204E+03     -0.142096804518E+03
      0.226226226226E+00     -0.136234686498E+03     -0.136464422968E+03     -0.136679726511E+03     -0.136459611992E+03
      0.230230230230E+00     -0.130918482431E+03     -0.131180916255E+03     -0.131214537634E+03     -0.131104645440E+03
      0.234234234234E+00     -0.125904734151E+03     -0.126200505621E+03     -0.126051896513E+03     -0.126052378762E+03
      0.238238238238E+00     -0.121209384247E+03     -0.121535580824E+03     -0.121221951133E+03     -0.121322305402E+03
      0.242242242242E+00     -0.116844333172E+03     -0.117194307128E+03     -0.116751246903E+03     -0.116929962401E+03
      0.246246246246E+00     -0.112815006282E+03     -0.113178638147E+03     -0.112658933960E+03     -0.112884192796E+03
      0.250250250250E+00     -0.109118338844E+03     -0.109482847842E+03     -0.108953267128E+03     -0.109184817938E+03
      0.254254254254E+00     -0.105741291238E+03     -0.106092626912E+03     -0.105628622727E+03     -0.105820846959E+03
      0.258258258258E+00     -0.102660010975E+03     -0.102984742324E+03     -0.102663315588E+03     -0.102769356296E+03
      0.262262262262E+00     -0.998398019230E+02     -0.100127271236E+03     -0.100018590415E+03     -0.999952211915E+02
      0.266266266266E+00     -0.972361057559E+02     -0.974804763383E+02     -0.976392224265E+02     -0.974519348402E+02
      0.270270270270E+00     -0.947966878898E+02     -0.949984422349E+02     -0.954561137545E+02     -0.950837479597E+02
      0.274274274274E+00     -0.924650995425E+02     -0.926315825650E+02     -0.933910520225E+02     -0.928292447100E+02
      0.278278278278E+00     -0.901852497278E+02     -0.903300140398E+02     -0.913634020443E+02     -0.906262219373E+02
      0.282282282282E+00     -0.879066194536E+02     -0.880475843549E+02     -0.892980148865E+02     -0.884174062316E+02
      0.286286286286E+00     -0.855893910999E+02     -0.857461015239E+02     -0.871332206701E+02     -0.861562377646E+02
      0.290290290290E+00     -0.832086622263E+02     -0.833991420659E+02     -0.848275962501E+02     -0.838118001808E+02
      0.294294294294E+00     -0.807570268403E+02     -0.809947996408E+02     -0.823643653913E+02     -0.813720639575E+02
      0.298298298298E+00     -0.782451127619E+02     -0.785368987028E+02     -0.797527611787E+02     -0.788449242145E+02
      0.302302302302E+00     -0.757000582149E+02     -0.760444884467E+02     -0.770262982068E+02     -0.762569482895E+02
      0.306306306306E+00     -0.731622646257E+02     -0.735497492415E+02     -0.742384606665E+02     -0.736501581779E+02
      0.310310310310E+00     -0.706809784258E+02     -0.710946841462E+02     -0.714566575004E+02     -0.710774400242E+02
      0.314314314314E+00     -0.683093015761E+02     -0.687270722644E+02     -0.687553784207E+02     -0.685972507538E+02
      0.318318318318E+00     -0.660991424749E+02     -0.664961293857E+02     -0.662093546104E+02     -0.662682088236E+02
      0.322322322322E+00     -0.640964674100E+02     -0.644482044931E+02     -0.638872867578E+02     -0.641439862203E+02
      0.326326326326E+00     -0.623370735565E+02     -0.626227095421E+02     -0.618464530454E+02     -0.622687453813E+02
      0.330330330330E+00     -0.608430320029E+02     -0.610483985210E+02     -0.601283238695E+02     -0.606732514645E+02
      0.334334334334E+00     -0.596199619446E+02     -0.597401165363E+02     -0.587552240401E+02     -0.593717675070E+02
      0.338338338338E+00     -0.586553733663E+02     -0.586962285312E+02     -0.577280980085E+02     -0.583598999687E+02
      0.342342342342E+00     -0.579183983656E+02     -0.578970682642E+02     -0.570255191950E+02     -0.576136619416E+02
      0.346346346346E+00     -0.573612449526E+02     -0.573048477847E+02     -0.566041826376E+02     -0.570900917916E+02
      0.350350350350E+00     -0.569225860790E+02     -0.568654520166E+02     -0.564011551245E+02     -0.567297310734E+02
      0.354354354354E+00     -0.565328202875E+02     -0.565123519616E+02     -0.563380594210E+02     -0.564610772234E+02
      0.358358358358E+00     -0.561207577735E+02     -0.561725037891E+02     -0.563271119788E+02     -0.562067911805E+02
      0.362362362362E+00     -0.556209101859E+02     -0.557736411206E+02     -0.562785608296E+02     -0.558910373787E+02
      0.366366366366E+00     -0.549803306740E+02     -0.552519607410E+02     -0.561086975371E+02     -0.554469963174E+02
      0.370370370370E+00     -0.541639609593E+02     -0.545590031498E+02     -0.557473887007E+02     -0.548234509366E+02
      0.374374374374E+00     -0.531577067374E+02     -0.536666295269E+02     -0.551440940442E+02     -0.539894767695E+02
      0.378378378378E+00     -0.519689005839E+02     -0.525693736958E+02     -0.542716194799E+02     -0.529366312532E+02
      0.382382382382E+00     -0.506242874645E+02     -0.512839755614E+02     -0.531273010229E+02     -0.516785213496E+02
      0.386386386386E+00     -0.491660525613E+02     -0.498464135724E+02     -0.517317785457E+02     -0.502480815598E+02
      0.390390390390E+00     -0.476466286802E+02     -0.483071142960E+02     -0.501258610745E+02     -0.486932013502E+02
      0.394394394394E+00     -0.461230623608E+02     -0.467251728134E+02     -0.483661395289E+02     -0.470714582344E+02
      0.398398398398E+00     -0.446516240257E+02     -0.451623907515E+02     -0.465199792362E+02     -0.454446646712E+02
      0.402402402402E+00     -0.432831756678E+02     -0.436777932526E+02     -0.446603872114E+02     -0.438737853773E+02
      0.406406406406E+00     -0.420596104622E+02     -0.423230882050E+02     -0.428610765808E+02     -0.424145917493E+02
      0.410410410410E+00     -0.410114873866E+02     -0.411393267328E+02     -0.411919051144E+02     -0.411142397446E+02
      0.414414414414E+00     -0.401568227580E+02     -0.401548375516E+02     -0.397147793300E+02     -0.400088132132E+02
      0.418418418418E+00     -0.395008850262E+02     -0.393843519670E+02     -0.384800933440E+02     -0.391217767790E+02
      0.422422422422E+00     -0.390367796862E+02     -0.388291224462E+02     -0.375237944133E+02     -0.384632321819E+02
      0.426426426426E+00     -0.387466099211E+02     -0.384777790232E+02     -0.368652056699E+02     -0.380298648714E+02
      0.430430430430E+00     -0.386030446836E+02     -0.383076736026E+02     -0.365057606282E+02     -0.378054929715E+02
      0.434434434434E+00     -0.385711949376E+02     -0.382865283710E+02     -0.364287914335E+02     -0.377621715807E+02
      0.438438438438E+00     -0.386107592377E+02     -0.383743075690E+02     -0.366004559918E+02     -0.378618409328E+02
      0.442442442442E+00     -0.386784250366E+02     -0.385253324960E+02     -0.369717976237E+02     -0.380585183854E+02
      0.446446446446E+00     -0.387304913739E+02     -0.386907155003E+02     -0.374818274476E+02     -0.383010114406E+02
      0.450450450450E+00     -0.387256216088E+02     -0.388211715341E+02     -0.380614300589E+02     -0.385360744006E+02
      0.454454454454E+00     -0.386275667237E+02     -0.388701744730E+02     -0.386378336944E+02     -0.387118582970E+02
      0.458458458458E+00     -0.384076494626E+02     -0.387972887661E+02     -0.391393566536E+02     -0.387814316274E+02
      0.462462462462E+00     -0.380467881052E+02     -0.385713747390E+02     -0.395001287520E+02     -0.387060971987E+02
      0.466466466466E+00     -0.375368716721E+02     -0.381732893418E+02     -0.396644764391E+02     -0.384582124844E+02
      0.470470470470E+00     -0.368813656343E+02     -0.375977152616E+02     -0.395906533177E+02     -0.380232447379E+02
      0.474474474474E+00     -0.360951078109E+02     -0.368538492208E+02     -0.392536115031E+02     -0.374008561783E+02
      0.478478478478E+00     -0.352033247209E+02     -0.359648328047E+02     -0.386465661053E+02     -0.366049078769E+02
      0.482482482482E+00     -0.342399427555E+02     -0.349659689016E+02     -0.377812140833E+02     -0.356623752468E+02
      0.486486486486E+00     -0.332452834978E+02     -0.339018933029E+02     -0.366866139731E+02     -0.346112635913E+02
      0.490490490490E+00     -0.322632313142E+02     -0.328229468884E+02     -0.354068788877E+02     -0.334976856967E+02
      0.494494494494E+00     -0.313379676957E+02     -0.317810281424E+02     -0.339979442833E+02     -0.323723133738E+02
      0.498498498498E+00     -0.305104049535E+02     -0.308252239215E+02     -0.325237233298E+02     -0.312864507349E+02
      0.502502502503E+00     -0.298145341999E+02     -0.299975433945E+02     -0.310519591000E+02     -0.302880122315E+02
      0.506506506507E+00     -0.292740192369E+02     -0.293291243779E+02     -0.296500444285E+02     -0.294177293477E+02
      0.510510510511E+00     -0.288994825730E+02     -0.288373259786E+02     -0.283810310991E+02     -0.287059465502E+02
      0.514514514515E+00     -0.286869849377E+02     -0.285241268096E+02     -0.273000058631E+02     -0.281703725368E+02
      0.518518518519E+00     -0.286181356011E+02     -0.283761671584E+02     -0.264509755187E+02     -0.278150927594E+02
      0.522522522523E+00     -0.286620544010E+02     -0.283665778455E+02     -0.258643731682E+02     -0.276310018049E+02
      0.526526526527E+00     -0.287790595323E+02     -0.284584431395E+02     -0.255552696233E+02     -0.275975907650E+02
      0.530530530531E+00     -0.289255646058E+02     -0.286094180109E+02     -0.255223508645E+02     -0.276857778271E+02
      0.534534534535E+00     -0.290593622801E+02     -0.287767640829E+02     -0.257477125794E+02     -0.278612796475E+02
      0.538538538539E+00     -0.291443661209E+02     -0.289219788631E+02     -0.261975307205E+02     -0.280879585682E+02
      0.542542542543E+00     -0.291540248646E+02     -0.290143099735E+02     -0.268236835159E+02     -0.283306727847E+02
      0.546546546547E+00     -0.290729669536E+02     -0.290327341428E+02     -0.275663987445E+02     -0.285573666136E+02
      0.550550550551E+00     -0.288968581621E+02     -0.289663425225E+02     -0.283579456123E+02     -0.287403820990E+02
      0.554554554555E+00     -0.286308242729E+02     -0.288133951715E+02     -0.291272612849E+02     -0.288571602431E+02
      0.558558558559E+00     -0.282870065318E+02     -0.285795037124E+02     -0.298052101049E+02     -0.288905734497E+02
      0.562562562563E+00     -0.278818510789E+02     -0.282754436339E+02     -0.303299714644E+02     -0.288290887257E+02
      0.566566566567E+00     -0.274336194995E+02     -0.279150126098E+02     -0.306519170353E+02     -0.286668497149E+02
      0.570570570571E+00     -0.269604167127E+02     -0.275131977907E+02     -0.307373364742E+02     -0.284036503259E+02
      0.574574574575E+00     -0.264788384479E+02     -0.270847577932E+02     -0.305705259788E+02     -0.280447074066E+02
      0.578578578579E+00     -0.260031955583E+02     -0.266432109375E+02     -0.301540317369E+02     -0.276001460776E+02
      0.582582582583E+00     -0.255451955926E+02     -0.262001680230E+02     -0.295071616433E+02     -0.270841750863E+02
      0.586586586587E+00     -0.251139431403E+02     -0.257649458452E+02     -0.286631532212E+02     -0.265140140689E+02
      0.590590590591E+00     -0.247161335432E+02     -0.253444206111E+02     -0.276655453226E+02     -0.259086998256E+02
      0.594594594595E+00     -0.243563350036E+02     -0.249431010991E+02     -0.265643204402E+02     -0.252879188476E+02
      0.598598598599E+00     -0.240372706159E+02     -0.245634036566E+02     -0.254122818514E+02     -0.246709853746E+02
      0.602602602603E+00     -0.237600281188E+02     -0.242060945426E+02     -0.242619541214E+02     -0.240760255942E+02
      0.606606606607E+00     -0.235241520136E+02     -0.238708413033E+02     -0.231631056022E+02     -0.235193663064E+02
      0.610610610611E+00     -0.233276163130E+02     -0.235567984834E+02     -0.221608378629E+02     -0.230150842198E+02
      0.614614614615E+00     -0.231667304460E+02     -0.232631529496E+02     -0.212940995359E+02     -0.225746609772E+02
      0.618618618619E+00     -0.230360778904E+02     -0.229895694731E+02     -0.205944672371E+02     -0.222067048669E+02
      0.622622622623E+00     -0.229286057779E+02     -0.227364989833E+02     -0.200850807232E+02     -0.219167284948E+02
      0.626626626627E+00     -0.228359605771E+02     -0.225053292213E+02     -0.197796983826E+02     -0.217069960603E+02
      0.630630630631E+00     -0.227491021240E+02     -0.222983643554E+02     -0.196819244366E+02     -0.215764636387E+02
      0.634634634635E+00     -0.226591439064E+02     -0.221186188234E+02     -0.197847261310E+02     -0.215208296202E+02
      0.638638638639E+00     -0.225582892706E+02     -0.219694108199E+02     -0.200703906256E+02     -0.215326969054E+02
      0.642642642643E+00     -0.224406878499E+02     -0.218537543347E+02     -0.205110604335E+02     -0.216018342060E+02
      0.646646646647E+00     -0.223030402768E+02     -0.217735832763E+02     -0.210699374651E+02     -0.217155203394E+02
      0.650650650651E+00     -0.221448325666E+02     -0.217288954651E+02     -0.217031723349E+02     -0.218589667889E+02
      0.654654654655E+00     -0.219681688076E+02     -0.217169647915E+02     -0.223623742268E+02     -0.220158359420E+02
      0.658658658659E+00     -0.217772647592E+02     -0.217318130400E+02     -0.229976004031E+02     -0.221688927341E+02
      0.662662662663E+00     -0.215777350965E+02     -0.217641317846E+02     -0.235606194643E+02     -0.223008287818E+02
      0.666666666667E+00     -0.213758300347E+02     -0.218017806305E+02     -0.240081905361E+02     -0.223952670671E+02
      0.670670670671E+00     -0.211777465846E+02     -0.218308633129E+02     -0.243050658109E+02     -0.224378919028E+02
      0.674674674675E+00     -0.209890709233E+02     -0.218372282117E+02     -0.244264169475E+02     -0.224175720275E+02
      0.678678678679E+00     -0.208143332771E+02     -0.218081066785E+02     -0.243594205386E+02     -0.223272868314E+02
      0.682682682683E+00     -0.206566106820E+02     -0.217335444975E+02     -0.241038216566E+02     -0.221646589454E+02
      0.686686686687E+00     -0.205171185265E+02     -0.216073280156E+02     -0.236714199194E+02     -0.219319554872E+02
      0.690690690691E+00     -0.203947878470E+02     -0.214272464017E+02     -0.230845661751E+02     -0.216355334746E+02
      0.694694694695E+00     -0.202859076740E+02     -0.211947180921E+02     -0.223738884130E+02     -0.212848380597E+02
      0.698698698699E+00     -0.201839831504E+02     -0.209139796918E+02     -0.215755550364E+02     -0.208911726262E+02
      0.702702702703E+00     -0.200799852993E+02     -0.205911358301E+02     -0.207284165488E+02     -0.204665125594E+02
      0.706706706707E+00     -0.199631265828E+02     -0.202333724788E+02     -0.198713418279E+02     -0.200226136298E+02
      0.710710710711E+00     -0.198221896479E+02     -0.198485499317E+02     -0.190409929551E+02     -0.195705775116E+02
      0.714714714715E+00     -0.196472902330E+02     -0.194452466304E+02     -0.182701805762E+02     -0.191209058132E+02
      0.718718718719E+00     -0.194318112888E+02     -0.190331661119E+02     -0.175868304896E+02     -0.186839359635E+02
      0.722722722723E+00     -0.191741494913E+02     -0.186236905816E+02     -0.170134914560E+02     -0.182704438429E+02
      0.726726726727E+00     -0.188788999704E+02     -0.182302975214E+02     -0.165672399192E+02     -0.178921458037E+02
      0.730730730731E+00     -0.185571778602E+02     -0.178685627877E+02     -0.162597984515E+02     -0.175618463665E+02
      0.734734734735E+00     -0.182259176816E+02     -0.175555486953E+02     -0.160976830335E+02     -0.172930498035E+02
      0.738738738739E+00     -0.179061687288E+02     -0.173085001562E+02     -0.160822266348E+02     -0.170989651732E+02
      0.742742742743E+00     -0.176205795646E+02     -0.171429229963E+02     -0.162093885601E+02     -0.169909637070E+02
      0.746746746747E+00     -0.173904087534E+02     -0.170702729977E+02     -0.164693464979E+02     -0.169766760830E+02
      0.750750750751E+00     -0.172324937051E+02     -0.170956181315E+02     -0.168459742661E+02     -0.170580287009E+02
      0.754754754755E+00     -0.171566428155E+02     -0.172157223154E+02     -0.173164171999E+02     -0.172295941102E+02
      0.758758758759E+00     -0.171638782753E+02     -0.174180062302E+02     -0.178510601739E+02     -0.174776482264E+02
      0.762762762763E+00     -0.172458428519E+02     -0.176807443750E+02     -0.184142021864E+02     -0.177802631377E+02
      0.766766766767E+00     -0.173855012565E+02     -0.179746542648E+02     -0.189656730161E+02     -0.181086095125E+02
      0.770770770771E+00     -0.175590440581E+02     -0.182657559840E+02     -0.194634442209E+02     -0.184294147543E+02
      0.774774774775E+00     -0.177386887889E+02     -0.185190972975E+02     -0.198670330044E+02     -0.187082730303E+02
      0.778778778779E+00     -0.178959250322E+02     -0.187027368411E+02     -0.201412475774E+02     -0.189133031502E+02
      0.782782782783E+00     -0.180047079020E+02     -0.187913226716E+02     -0.202596661051E+02     -0.190185655595E+02
      0.786786786787E+00     -0.180441720952E+02     -0.187687125794E+02     -0.202072435518E+02     -0.190067094088E+02
      0.790790790791E+00     -0.180005829882E+02     -0.186293139441E+02     -0.199816102974E+02     -0.188705024099E+02
      0.794794794795E+00     -0.178684065916E+02     -0.183780937726E+02     -0.195929085947E+02     -0.186131363196E+02
      0.798798798799E+00     -0.176505154142E+02     -0.180294413664E+02     -0.190623142815E+02     -0.182474236874E+02
      0.802802802803E+00     -0.173576263960E+02     -0.176052047715E+02     -0.184196203260E+02     -0.177941504978E+02
      0.806806806807E+00     -0.170070943639E+02     -0.171322585015E+02     -0.177003613315E+02     -0.172799047323E+02
      0.810810810811E+00     -0.166211846267E+02     -0.166399189816E+02     -0.169429295541E+02     -0.167346777208E+02
      0.814814814815E+00     -0.162249497953E+02     -0.161574459419E+02     -0.161860092268E+02     -0.161894683213E+02
      0.818818818819E+00     -0.158438566849E+02     -0.157117898095E+02     -0.154664919069E+02     -0.156740461338E+02
      0.822822822823E+00     -0.155013503187E+02     -0.153256901337E+02     -0.148178834288E+02     -0.152149746270E+02
      0.826826826827E+00     -0.152165888867E+02     -0.150162037919E+02     -0.142691084953E+02     -0.148339670580E+02
      0.830830830831E+00     -0.150026120496E+02     -0.147937343755E+02     -0.138435762339E+02     -0.145466408863E+02
      0.834834834835E+00     -0.148651913612E+02     -0.146616269706E+02     -0.135583845236E+02     -0.143617342851E+02
      0.838838838839E+00     -0.148025420432E+02     -0.146163670335E+02     -0.134235956079E+02     -0.142808348949E+02
      0.842842842843E+00     -0.148059538106E+02     -0.146483695550E+02     -0.134415886677E+02     -0.142986373444E+02
      0.846846846847E+00     -0.148612484199E+02     -0.147432720676E+02     -0.136065660815E+02     -0.144036955230E+02
      0.850850850851E+00     -0.149508299596E+02     -0.148835726924E+02     -0.139043429574E+02     -0.145795818698E+02
      0.854854854855E+00     -0.150559980779E+02     -0.150504067536E+02     -0.143125731307E+02     -0.148063259874E+02
      0.858858858859E+00     -0.151591683882E+02     -0.152252485762E+02     -0.148015523903E+02     -0.150619897849E+02
      0.862862862863E+00     -0.152456903217E+02     -0.153913588035E+02     -0.153356884659E+02     -0.153242458637E+02
      0.866866866867E+00     -0.153050519887E+02     -0.155348569233E+02     -0.158756401130E+02     -0.155718496750E+02
      0.870870870871E+00     -0.153313839822E+02     -0.156453631313E+02     -0.163810157347E+02     -0.157859209494E+02
      0.874874874875E+00     -0.153232901119E+02     -0.157162081187E+02     -0.168134066034E+02     -0.159509682780E+02
      0.878878878879E+00     -0.152831232417E+02     -0.157442500443E+02     -0.171394392136E+02     -0.160556041665E+02
      0.882882882883E+00     -0.152158815636E+02     -0.157293699706E+02     -0.173334928027E+02     -0.160929147790E+02
      0.886886886887E+00     -0.151279268375E+02     -0.156737466882E+02     -0.173797568765E+02     -0.160604768007E+02
      0.890890890891E+00     -0.150257270278E+02     -0.155810392497E+02     -0.172733954451E+02     -0.159600539075E+02
      0.894894894895E+00     -0.149148061262E+02     -0.154556226092E+02     -0.170207163701E+02     -0.157970483685E+02
      0.898898898899E+00     -0.147990460206E+02     -0.153020163567E+02     -0.166383823890E+02     -0.155798149221E+02
      0.902902902903E+00     -0.146804301095E+02     -0.151246100157E+02     -0.161518140993E+02     -0.153189514082E+02
      0.906906906907E+00     -0.145592487605E+02     -0.149277220196E+02     -0.155930059046E+02     -0.150266588949E+02
      0.910910910911E+00     -0.144347097021E+02     -0.147159466468E+02     -0.149980005614E+02     -0.147162189701E+02
      0.914914914915E+00     -0.143058240630E+02     -0.144946657108E+02     -0.144042555835E+02     -0.144015817858E+02
      0.918918918919E+00     -0.141723858517E+02     -0.142705524972E+02     -0.138481000891E+02     -0.140970128127E+02
      0.922922922923E+00     -0.140358424202E+02     -0.140518896683E+02     -0.133624378546E+02     -0.138167233144E+02
      0.926926926927E+00     -0.138998724688E+02     -0.138485627185E+02     -0.129748111941E+02     -0.135744154605E+02
      0.930930930931E+00     -0.137705433138E+02     -0.136716642465E+02     -0.127059050693E+02     -0.133827042099E+02
      0.934934934935E+00     -0.136559979938E+02     -0.135327305847E+02     -0.125685414668E+02     -0.132524233484E+02
      0.938938938939E+00     -0.135657074410E+02     -0.134427083544E+02     -0.125671884871E+02     -0.131918680942E+02
      0.942942942943E+00     -0.135093957441E+02     -0.134107975189E+02     -0.126979853776E+02     -0.132060595468E+02
      0.946946946947E+00     -0.134957952783E+02     -0.134433334852E+02     -0.129492643330E+02     -0.132961310322E+02
      0.950950950951E+00     -0.135314090325E+02     -0.135428586357E+02     -0.133025335195E+02     -0.134589337293E+02
      0.954954954955E+00     -0.136194530703E+02     -0.137075050056E+02     -0.137338729589E+02     -0.136869436782E+02
      0.958958958959E+00     -0.137591300461E+02     -0.139307766823E+02     -0.142156816363E+02     -0.139685294549E+02
      0.962962962963E+00     -0.139453520138E+02     -0.142017895735E+02     -0.147186943437E+02     -0.142886119770E+02
      0.966966966967E+00     -0.141689906004E+02     -0.145059963020E+02     -0.152141565613E+02     -0.146297144879E+02
      0.970970970971E+00     -0.144176835248E+02     -0.148263881354E+02     -0.156760086888E+02     -0.149733601163E+02
      0.974974974975E+00     -0.146771648249E+02     -0.151451166257E+02     -0.160828993064E+02     -0.153017269190E+02
      0.978978978979E+00     -0.149330113106E+02     -0.154454137049E+02     -0.164198371432E+02     -0.155994207196E+02
      0.982982982983E+00     -0.151726169215E+02     -0.157136190990E+02     -0.166793150968E+02     -0.158551837058E+02
      0.986986986987E+00     -0.153871367911E+02     -0.159410661370E+02     -0.168617975587E+02     -0.160633334956E+02
      0.990990990991E+00     -0.155731064618E+02     -0.161255526325E+02     -0.169755419917E+02     -0.162247336953E+02
      0.994994994995E+00     -0.157334579352E+02     -0.162721482407E+02     -0.170358067805E+02     -0.163471376521E+02
      0.998998998999E+00     -0.158777288560E+02     -0.163931663191E+02     -0.170635603043E+02     -0.164448184931E+02
      0.100300300300E+01     -0.160213821185E+02     -0.165072446039E+02     -0.170838399442E+02     -0.165374888888E+02
      0.100700700701E+01     -0.161842945413E+02     -0.166376119076E+02     -0.171239147750E+02     -0.166486070746E+02
      0.101101101101E+01     -0.163886049977E+02     -0.168097417544E+02     -0.172113915110E+02     -0.168032460877E+02
      0.101501501502E+01     -0.166562107892E+02     -0.170486872537E+02     -0.173723826666E+02     -0.170257602365E+02
      0.101901901902E+01     -0.170062537533E+02     -0.173764416988E+02     -0.176298388822E+02     -0.173375114448E+02
      0.102302302302E+01     -0.174529421557E+02     -0.178096712504E+02     -0.180021373555E+02     -0.177549169205E+02
      0.102702702703E+01     -0.180040134860E+02     -0.183581199550E+02     -0.185020118867E+02     -0.182880484426E+02
      0.103103103103E+01     -0.186600608022E+02     -0.190238977018E+02     -0.191358997547E+02     -0.189399527529E+02
      0.103503503504E+01     -0.194148267697E+02     -0.198017376938E+02     -0.199037594633E+02     -0.197067746423E+02
      0.103903903904E+01     -0.202564255532E+02     -0.206801669311E+02     -0.207993784198E+02     -0.205786569680E+02
      0.104304304304E+01     -0.211693022560E+02     -0.216433927105E+02     -0.218111436045E+02     -0.215412795236E+02
      0.104704704705E+01     -0.221366097397E+02     -0.226735953307E+02     -0.229231985765E+02     -0.225778012156E+02
      0.105105105105E+01     -0.231426027093E+02     -0.237532549413E+02     -0.241168658327E+02     -0.236709078278E+02
      0.105505505506E+01     -0.241746410447E+02     -0.248671430401E+02     -0.253721825283E+02     -0.248046555377E+02
      0.105905905906E+01     -0.252244648234E+02     -0.260036774154E+02     -0.266693849883E+02     -0.259658424090E+02
      0.106306306306E+01     -0.262885394504E+02     -0.271554601360E+02     -0.279901854348E+02     -0.271447283404E+02
      0.106706706707E+01     -0.273674424032E+02     -0.283189675358E+02     -0.293187127771E+02     -0.283350409054E+02
      0.107107107107E+01     -0.284644379616E+02     -0.294935104754E+02     -0.306420359884E+02     -0.295333281418E+02
      0.107507507508E+01     -0.295835300618E+02     -0.306797058880E+02     -0.319502488381E+02     -0.307378282626E+02
