             #Energy(eV)           XX(uW/cm/K^2)           YY(uW/cm/K^2)           ZZ(uW/cm/K^2)      Average(uW/cm/K^2)
      0.820820820821E-01      0.212713624979E+00      0.206997456064E+00      0.201089184496E+00      0.206933421846E+00
      0.860860860861E-01      0.235137386429E+00      0.228824594366E+00      0.222298747682E+00      0.228753576159E+00
      0.900900900901E-01      0.259506777053E+00      0.252546871454E+00      0.245350394262E+00      0.252468014257E+00
      0.940940940941E-01      0.285913456465E+00      0.278253897237E+00      0.270331183654E+00      0.278166179119E+00
      0.980980980981E-01      0.314437687543E+00      0.306024278060E+00      0.297317415935E+00      0.305926460513E+00
      0.102102102102E+00      0.345144414289E+00      0.335921816616E+00      0.326370910289E+00      0.335812380398E+00
      0.106106106106E+00      0.378078880172E+00      0.367991266797E+00      0.357534844922E+00      0.367868330630E+00
      0.110110110110E+00      0.413261858642E+00      0.402253712753E+00      0.390829226971E+00      0.402114932789E+00
      0.114114114114E+00      0.450684621928E+00      0.438701693741E+00      0.426246113844E+00      0.438544143171E+00
      0.118118118118E+00      0.490303841800E+00      0.477294261174E+00      0.463744773777E+00      0.477114292250E+00
      0.122122122122E+00      0.532036695237E+00      0.517952229992E+00      0.503247051867E+00      0.517745325699E+00
      0.126126126126E+00      0.575756534157E+00      0.560553968504E+00      0.544633294582E+00      0.560314599081E+00
      0.130130130130E+00      0.621289562755E+00      0.604932150457E+00      0.587739272139E+00      0.604653661783E+00
      0.134134134134E+00      0.668413033674E+00      0.650871956178E+00      0.632354610148E+00      0.650546533333E+00
      0.138138138138E+00      0.716855504324E+00      0.698111235955E+00      0.678223278250E+00      0.697730006176E+00
      0.142142142142E+00      0.766299659834E+00      0.746343112968E+00      0.725046656044E+00      0.745896476282E+00
      0.146146146146E+00      0.816388079440E+00      0.795221377039E+00      0.772489572491E+00      0.794699676323E+00
      0.150150150150E+00      0.866732071387E+00      0.844368780204E+00      0.820189461934E+00      0.843763437842E+00
      0.154154154154E+00      0.916923314663E+00      0.893387980326E+00      0.867768377036E+00      0.892693224008E+00
      0.158158158158E+00      0.966547538569E+00      0.941874406800E+00      0.914847051563E+00      0.941089665644E+00
      0.162162162162E+00      0.101519890151E+01      0.989429800602E+00      0.961059563801E+00      0.988562755305E+00
      0.166166166166E+00      0.106249320985E+01      0.103567471643E+01      0.100606652517E+01      0.103474481715E+01
      0.170170170170E+00      0.110807780918E+01      0.108025801869E+01      0.104956428451E+01      0.107930003746E+01
      0.174174174174E+00      0.115163607295E+01      0.112286152503E+01      0.109128762200E+01      0.112192840666E+01
      0.178178178178E+00      0.119288507017E+01      0.116319858848E+01      0.113100403277E+01      0.116236256381E+01
      0.182182182182E+00      0.123156628005E+01      0.120100660097E+01      0.116849911102E+01      0.120035733068E+01
      0.186186186186E+00      0.126743102245E+01      0.123603502132E+01      0.120355469628E+01      0.123567358002E+01
      0.190190190190E+00      0.130022425465E+01      0.126803225716E+01      0.123592401329E+01      0.126806017503E+01
      0.194194194194E+00      0.132967200283E+01      0.129673607470E+01      0.126531040284E+01      0.129723949346E+01
      0.198198198198E+00      0.135547831671E+01      0.132187262670E+01      0.129135756558E+01      0.132290283633E+01
      0.202202202202E+00      0.137733672639E+01      0.134316824876E+01      0.131365870496E+01      0.134472122670E+01
      0.206206206206E+00      0.139495855718E+01      0.136037576416E+01      0.133178909395E+01      0.136237447176E+01
      0.210210210210E+00      0.140811646941E+01      0.137331349486E+01      0.134536161920E+01      0.137559719449E+01
      0.214214214214E+00      0.141669715020E+01      0.138191130809E+01      0.135409882055E+01      0.138423575961E+01
      0.218218218218E+00      0.142075347355E+01      0.138625493636E+01      0.135790952300E+01      0.138830597764E+01
      0.222222222222E+00      0.142054489755E+01      0.138661856590E+01      0.135695512712E+01      0.138803953019E+01
      0.226226226226E+00      0.141655608541E+01      0.138347692936E+01      0.135169114620E+01      0.138390805366E+01
      0.230230230230E+00      0.140948753384E+01      0.137749174577E+01      0.134287366388E+01      0.137661764783E+01
      0.234234234234E+00      0.140021728083E+01      0.136947238347E+01      0.133152681504E+01      0.136707215978E+01
      0.238238238238E+00      0.138973792396E+01      0.136031558554E+01      0.131887417384E+01      0.135630922778E+01
      0.242242242242E+00      0.137907670508E+01      0.135093248719E+01      0.130624211116E+01      0.134541710114E+01
      0.246246246246E+00      0.136920753622E+01      0.134217206514E+01      0.129494561543E+01      0.133544173893E+01
      0.250250250250E+00      0.136096283859E+01      0.133474867637E+01      0.128616682780E+01      0.132729278092E+01
      0.254254254254E+00      0.135495112760E+01      0.132917852741E+01      0.128083480506E+01      0.132165482002E+01
      0.258258258258E+00      0.135148493431E+01      0.132572735841E+01      0.127951354549E+01      0.131890861274E+01
      0.262262262262E+00      0.135052405169E+01      0.132437075297E+01      0.128230566999E+01      0.131906682488E+01
      0.266266266266E+00      0.135164136127E+01      0.132476988353E+01      0.128878199706E+01      0.132173108062E+01
      0.270270270270E+00      0.135402145642E+01      0.132626851738E+01      0.129795171583E+01      0.132608056321E+01
      0.274274274274E+00      0.135650367753E+01      0.132791991613E+01      0.130829135821E+01      0.133090498395E+01
      0.278278278278E+00      0.135767849610E+01      0.132855246500E+01      0.131784954533E+01      0.133469350214E+01
      0.282282282282E+00      0.135603793075E+01      0.132687855634E+01      0.132443521138E+01      0.133578389949E+01
      0.286286286286E+00      0.135016766195E+01      0.132164215850E+01      0.132587910563E+01      0.133256297536E+01
      0.290290290290E+00      0.133895434831E+01      0.131178872707E+01      0.132033577600E+01      0.132369295046E+01
      0.294294294294E+00      0.132177177580E+01      0.129663077991E+01      0.130657400507E+01      0.130832552026E+01
      0.298298298298E+00      0.129860878523E+01      0.127597811945E+01      0.128419675878E+01      0.128626122116E+01
      0.302302302302E+00      0.127011214429E+01      0.125020610891E+01      0.125374230081E+01      0.125802018467E+01
      0.306306306306E+00      0.123753593282E+01      0.122024791193E+01      0.121664434086E+01      0.122480939520E+01
      0.310310310310E+00      0.120260942436E+01      0.118751309676E+01      0.117506232559E+01      0.118839494890E+01
      0.314314314314E+00      0.116735104446E+01      0.115374981456E+01      0.113162179883E+01      0.115090755262E+01
      0.318318318318E+00      0.113386225057E+01      0.112087621532E+01      0.108911993558E+01      0.111461946716E+01
      0.322322322322E+00      0.110413150221E+01      0.109080705857E+01      0.105024946493E+01      0.108172934190E+01
      0.326326326326E+00      0.107986784664E+01      0.106529497131E+01      0.101737816146E+01      0.105418032647E+01
      0.330330330330E+00      0.106237090010E+01      0.104579594907E+01      0.992398109363E+00      0.103352165284E+01
      0.334334334334E+00      0.105243396374E+01      0.103335946385E+01      0.976637289628E+00      0.102081023907E+01
      0.338338338338E+00      0.105027298954E+01      0.102853820435E+01      0.970812248690E+00      0.101654114753E+01
      0.342342342342E+00      0.105547719026E+01      0.103131293963E+01      0.974997987094E+00      0.102059603900E+01
      0.346346346346E+00      0.106698584722E+01      0.104103444633E+01      0.988599583013E+00      0.103220662552E+01
      0.350350350350E+00      0.108310643226E+01      0.105639492192E+01      0.101032616607E+01      0.104994250675E+01
      0.354354354354E+00      0.110159587486E+01      0.107545148518E+01      0.103818593717E+01      0.107174443240E+01
      0.358358358358E+00      0.111982402930E+01      0.109572816304E+01      0.106953378082E+01      0.109502865772E+01
      0.362362362362E+00      0.113502329004E+01      0.111441460205E+01      0.110120388794E+01      0.111688059335E+01
      0.366366366366E+00      0.114460339758E+01      0.112865801514E+01      0.112974527282E+01      0.113433556185E+01
      0.370370370370E+00      0.114648410668E+01      0.113591465710E+01      0.115175062241E+01      0.114471646206E+01
      0.374374374374E+00      0.113938178277E+01      0.113429964161E+01      0.116423732611E+01      0.114597291683E+01
      0.378378378378E+00      0.112298795861E+01      0.112286185175E+01      0.116501575460E+01      0.113695518832E+01
      0.382382382382E+00      0.109800000106E+01      0.110172156775E+01      0.115297367435E+01      0.111756508105E+01
      0.386386386386E+00      0.106599936148E+01      0.107204013325E+01      0.112822011378E+01      0.108875320284E+01
      0.390390390390E+00      0.102920905101E+01      0.103583247300E+01      0.109206217187E+01      0.105236789862E+01
      0.394394394394E+00      0.990186863787E+00      0.995669915264E+00      0.104682417806E+01      0.101089365237E+01
      0.398398398398E+00      0.951517591873E+00      0.954340890769E+00      0.995549678672E+00      0.967136053771E+00
      0.402402402402E+00      0.915556440652E+00      0.914536314380E+00      0.941645467254E+00      0.923912740762E+00
      0.406406406406E+00      0.884253412512E+00      0.878608252939E+00      0.888530457172E+00      0.883797374208E+00
      0.410410410410E+00      0.859063423269E+00      0.848423396565E+00      0.839341940250E+00      0.848942920028E+00
      0.414414414414E+00      0.840927054483E+00      0.825306496115E+00      0.796731808099E+00      0.820988452899E+00
      0.418418418418E+00      0.830296359134E+00      0.810050470780E+00      0.762761146699E+00      0.801035992204E+00
      0.422422422422E+00      0.827179371987E+00      0.802962298860E+00      0.738879023454E+00      0.789673564767E+00
      0.426426426426E+00      0.831183488091E+00      0.803916128923E+00      0.725955305094E+00      0.787018307369E+00
      0.430430430430E+00      0.841548116409E+00      0.812394038318E+00      0.724331294755E+00      0.792757816494E+00
      0.434434434434E+00      0.857167676045E+00      0.827506846566E+00      0.733856651330E+00      0.806177057980E+00
      0.438438438438E+00      0.876614583710E+00      0.847999427525E+00      0.753894458654E+00      0.826169489963E+00
      0.442442442442E+00      0.898176710855E+00      0.872255009708E+00      0.783294246220E+00      0.851241988928E+00
      0.446446446446E+00      0.919923891736E+00      0.898319356653E+00      0.820350152383E+00      0.879531133590E+00
      0.450450450450E+00      0.939813224361E+00      0.923966801018E+00      0.862773827776E+00      0.908851284385E+00
      0.454454454454E+00      0.955833916336E+00      0.946824395119E+00      0.907716282456E+00      0.936791531304E+00
      0.458458458458E+00      0.966181242663E+00      0.964557627435E+00      0.951868604094E+00      0.960869158064E+00
      0.462462462462E+00      0.969438692807E+00      0.975103232472E+00      0.991658574261E+00      0.978733499847E+00
      0.466466466466E+00      0.964740694407E+00      0.976916279396E+00      0.102354011799E+01      0.988399030599E+00
      0.470470470470E+00      0.951887710539E+00      0.969186262679E+00      0.104434831054E+01      0.988474094587E+00
      0.474474474474E+00      0.931391622384E+00      0.951975802865E+00      0.105166961367E+01      0.978345679641E+00
      0.478478478478E+00      0.904440748296E+00      0.926247792044E+00      0.104416212743E+01      0.958283555922E+00
      0.482482482482E+00      0.872787733412E+00      0.893769601674E+00      0.102176046135E+01      0.929439265480E+00
      0.486486486486E+00      0.838576502161E+00      0.856909604058E+00      0.985717271687E+00      0.893734459302E+00
      0.490490490490E+00      0.804133625782E+00      0.818363681625E+00      0.938465649513E+00      0.853654318973E+00
      0.494494494494E+00      0.771753002481E+00      0.780861139378E+00      0.883324928798E+00      0.811979690219E+00
      0.498498498498E+00      0.743500110315E+00      0.746897702040E+00      0.824106074677E+00      0.771501295677E+00
      0.502502502503E+00      0.721054102533E+00      0.718529649523E+00      0.764692021283E+00      0.734758591113E+00
      0.506506506507E+00      0.705595132092E+00      0.697242960819E+00      0.708668202202E+00      0.703835431705E+00
      0.510510510511E+00      0.697734483174E+00      0.683892001714E+00      0.659059963887E+00      0.680228816258E+00
      0.514514514515E+00      0.697480648872E+00      0.678690731159E+00      0.618202579568E+00      0.664791319867E+00
      0.518518518519E+00      0.704237696329E+00      0.681239169505E+00      0.587735169507E+00      0.657737345114E+00
      0.522522522523E+00      0.716841001268E+00      0.690577086793E+00      0.568681210074E+00      0.658699766045E+00
      0.526526526527E+00      0.733643044870E+00      0.705268525143E+00      0.561562377584E+00      0.666824649199E+00
      0.530530530531E+00      0.752660553190E+00      0.723526174765E+00      0.566492142502E+00      0.680892956819E+00
      0.534534534535E+00      0.771780263922E+00      0.743378606891E+00      0.583209556492E+00      0.699456142435E+00
      0.538538538539E+00      0.788998627301E+00      0.762867966544E+00      0.611037780268E+00      0.720968124704E+00
      0.542542542543E+00      0.802651984673E+00      0.780249408112E+00      0.648780373287E+00      0.743893922024E+00
      0.546546546547E+00      0.811589319832E+00      0.794156029906E+00      0.694595093340E+00      0.766780147693E+00
      0.550550550551E+00      0.815253359340E+00      0.803699219673E+00      0.745903619893E+00      0.788285399635E+00
      0.554554554555E+00      0.813661754527E+00      0.808491500286E+00      0.799399923359E+00      0.807184392724E+00
      0.558558558559E+00      0.807306687863E+00      0.808599138167E+00      0.851205166639E+00      0.822370330890E+00
      0.562562562563E+00      0.797008041087E+00      0.804446600301E+00      0.897182758361E+00      0.832879133250E+00
      0.566566566567E+00      0.783758003594E+00      0.796700038653E+00      0.933380532912E+00      0.837946191720E+00
      0.570570570571E+00      0.768586279504E+00      0.786153120960E+00      0.956522333486E+00      0.837087244650E+00
      0.574574574575E+00      0.752461241914E+00      0.773629889328E+00      0.964445490794E+00      0.830178874012E+00
      0.578578578579E+00      0.736229659594E+00      0.759910575648E+00      0.956385716281E+00      0.817508650508E+00
      0.582582582583E+00      0.720589416034E+00      0.745680376785E+00      0.933047033966E+00      0.799772275595E+00
      0.586586586587E+00      0.706086274526E+00      0.731498664257E+00      0.896449136573E+00      0.778011358452E+00
      0.590590590591E+00      0.693125619396E+00      0.717785854260E+00      0.849598384790E+00      0.753503286149E+00
      0.594594594595E+00      0.681991304784E+00      0.704825597772E+00      0.796063866150E+00      0.727626922902E+00
      0.598598598599E+00      0.672865114996E+00      0.692779967627E+00      0.739548042308E+00      0.701731041644E+00
      0.602602602603E+00      0.665841728250E+00      0.681714681039E+00      0.683525317180E+00      0.677027242156E+00
      0.606606606607E+00      0.660935888185E+00      0.671630524357E+00      0.630991790018E+00      0.654519400853E+00
      0.610610610611E+00      0.658081052209E+00      0.662496654687E+00      0.584337485200E+00      0.634971730699E+00
      0.614614614615E+00      0.657121907598E+00      0.654281711492E+00      0.545326974163E+00      0.618910197751E+00
      0.618618618619E+00      0.657806071125E+00      0.646979609272E+00      0.515158774285E+00      0.606648151560E+00
      0.622622622623E+00      0.659782005950E+00      0.640628064153E+00      0.494567428958E+00      0.598325833020E+00
      0.626626626627E+00      0.662609867317E+00      0.635318808597E+00      0.483932383904E+00      0.593953686606E+00
      0.630630630631E+00      0.665789333889E+00      0.631198770308E+00      0.483362745226E+00      0.593450283141E+00
      0.634634634635E+00      0.668803941844E+00      0.628461336450E+00      0.492735857867E+00      0.596667045387E+00
      0.638638638639E+00      0.671176196784E+00      0.627326648789E+00      0.511679980464E+00      0.603394275345E+00
      0.642642642643E+00      0.672523464526E+00      0.628010260938E+00      0.539506220679E+00      0.613346648714E+00
      0.646646646647E+00      0.672602978338E+00      0.630680872814E+00      0.575110222368E+00      0.626131357840E+00
      0.650650650651E+00      0.671336180695E+00      0.635410344083E+00      0.616876709144E+00      0.641207744641E+00
      0.654654654655E+00      0.668807703928E+00      0.642122464374E+00      0.662626481709E+00      0.657852216671E+00
      0.658658658659E+00      0.665240892684E+00      0.650550254706E+00      0.709643150549E+00      0.675144765980E+00
      0.662662662663E+00      0.660957422550E+00      0.660213661159E+00      0.754804580157E+00      0.691991887955E+00
      0.666666666667E+00      0.656331124805E+00      0.670428847034E+00      0.794822649248E+00      0.707194207029E+00
      0.670670670671E+00      0.651744780270E+00      0.680355614096E+00      0.826568030937E+00      0.719556141768E+00
      0.674674674675E+00      0.647554334889E+00      0.689080725437E+00      0.847430548060E+00      0.728021869462E+00
      0.678678678679E+00      0.644059934405E+00      0.695724093694E+00      0.855648287078E+00      0.731810771726E+00
      0.682682682683E+00      0.641479796114E+00      0.699545950649E+00      0.850537256364E+00      0.730521001042E+00
      0.686686686687E+00      0.639922763411E+00      0.700030584494E+00      0.832570919392E+00      0.724174755766E+00
      0.690690690691E+00      0.639358501638E+00      0.696928219143E+00      0.803291827644E+00      0.713192849475E+00
      0.694694694695E+00      0.639589450612E+00      0.690249463225E+00      0.765076187720E+00      0.698305033852E+00
      0.698698698699E+00      0.640233864709E+00      0.680221465736E+00      0.720804418721E+00      0.680419916389E+00
      0.702702702703E+00      0.640732416837E+00      0.667225614453E+00      0.673506930442E+00      0.660488320577E+00
      0.706706706707E+00      0.640390076836E+00      0.651739442949E+00      0.626050994745E+00      0.639393504844E+00
      0.710710710711E+00      0.638459174076E+00      0.634300037374E+00      0.580915170015E+00      0.617891460488E+00
      0.714714714715E+00      0.634258972866E+00      0.615495468259E+00      0.540070495982E+00      0.596608312369E+00
      0.718718718719E+00      0.627314066703E+00      0.595978981508E+00      0.504961750561E+00      0.576084932924E+00
      0.722722722723E+00      0.617482872219E+00      0.576491999692E+00      0.476564035390E+00      0.556846302434E+00
      0.726726726727E+00      0.605043632432E+00      0.557878988814E+00      0.455482141074E+00      0.539468254107E+00
      0.730730730731E+00      0.590711922015E+00      0.541080282536E+00      0.442060972670E+00      0.524617725740E+00
      0.734734734735E+00      0.575579767738E+00      0.527096143502E+00      0.436481170754E+00      0.513052360665E+00
      0.738738738739E+00      0.560986634147E+00      0.516923333075E+00      0.438821356967E+00      0.505577108063E+00
      0.742742742743E+00      0.548348853012E+00      0.511470909999E+00      0.449075072924E+00      0.502964945312E+00
      0.746746746747E+00      0.538980392946E+00      0.511463262925E+00      0.467116367245E+00      0.505853341039E+00
      0.750750750751E+00      0.533932895608E+00      0.517336728956E+00      0.492614633561E+00      0.514628086042E+00
      0.754754754755E+00      0.533870965252E+00      0.529135250411E+00      0.524908781478E+00      0.529304999047E+00
      0.758758758759E+00      0.538987192841E+00      0.546414271851E+00      0.562864146300E+00      0.549421870331E+00
      0.762762762763E+00      0.548956424026E+00      0.568171299099E+00      0.604750878926E+00      0.573959534017E+00
      0.766766766767E+00      0.562931416077E+00      0.592831770809E+00      0.648194175579E+00      0.601319120821E+00
      0.770770770771E+00      0.579587693661E+00      0.618321577473E+00      0.690246076132E+00      0.629385115755E+00
      0.774774774775E+00      0.597227002543E+00      0.642245120008E+00      0.727608418029E+00      0.655693513526E+00
      0.778778778779E+00      0.613941611540E+00      0.662159826541E+00      0.756996707788E+00      0.677699381956E+00
      0.782782782783E+00      0.627826971163E+00      0.675903943076E+00      0.775585911599E+00      0.693105608613E+00
      0.786786786787E+00      0.637214206283E+00      0.681909466262E+00      0.781440863658E+00      0.700188178734E+00
      0.790790790791E+00      0.640884035273E+00      0.679428905075E+00      0.773825123932E+00      0.698046021427E+00
      0.794794794795E+00      0.638224254409E+00      0.668625693001E+00      0.753310194935E+00      0.686720047449E+00
      0.798798798799E+00      0.629303394644E+00      0.650514839098E+00      0.721662558714E+00      0.667160264152E+00
      0.802802802803E+00      0.614849637532E+00      0.626778192018E+00      0.681546943487E+00      0.641058257679E+00
      0.806806806807E+00      0.596141823066E+00      0.599504584315E+00      0.636127483611E+00      0.610591296997E+00
      0.810810810811E+00      0.574834523042E+00      0.570913085195E+00      0.588661095955E+00      0.578136234731E+00
      0.814814814815E+00      0.552749002426E+00      0.543109115528E+00      0.542160978132E+00      0.546006365362E+00
      0.818818818819E+00      0.531664724634E+00      0.517904591320E+00      0.499174718912E+00      0.516248011622E+00
      0.822822822823E+00      0.513141338900E+00      0.496712089063E+00      0.461685788682E+00      0.490513072215E+00
      0.826826826827E+00      0.498390180592E+00      0.480505358862E+00      0.431119690909E+00      0.470005076788E+00
      0.830830830831E+00      0.488200791093E+00      0.469827881238E+00      0.408420650579E+00      0.455483107637E+00
      0.834834834835E+00      0.482916628927E+00      0.464828513072E+00      0.394159962385E+00      0.447301701462E+00
      0.838838838839E+00      0.482448831600E+00      0.465307359805E+00      0.388639507864E+00      0.445465233089E+00
      0.842842842843E+00      0.486318280246E+00      0.470762989219E+00      0.391960606162E+00      0.449680625209E+00
      0.846846846847E+00      0.493721329165E+00      0.480440321145E+00      0.404038148637E+00      0.459399932983E+00
      0.850850850851E+00      0.503618536958E+00      0.493383743988E+00      0.424552966987E+00      0.473851749311E+00
      0.854854854855E+00      0.514844941414E+00      0.508500596860E+00      0.452851521711E+00      0.492065686662E+00
      0.858858858859E+00      0.526234707303E+00      0.524636654126E+00      0.487819656595E+00      0.512897006008E+00
      0.862862862863E+00      0.536745601346E+00      0.540659826546E+00      0.527772532500E+00      0.535059320131E+00
      0.866866866867E+00      0.545564162952E+00      0.555543479176E+00      0.570410449880E+00      0.557172697336E+00
      0.870870870871E+00      0.552173606110E+00      0.568438311613E+00      0.612884784780E+00      0.577832234167E+00
      0.874874874875E+00      0.556373444369E+00      0.578722251289E+00      0.651997272644E+00      0.595697656101E+00
      0.878878878879E+00      0.558250074985E+00      0.586021023387E+00      0.684522276372E+00      0.609597791582E+00
      0.882882882883E+00      0.558107608375E+00      0.590197282502E+00      0.707604278339E+00      0.618636389739E+00
      0.886886886887E+00      0.556375243344E+00      0.591312398095E+00      0.719154021583E+00      0.622280554340E+00
      0.890890890891E+00      0.553510165313E+00      0.589570788722E+00      0.718157655687E+00      0.620412869907E+00
      0.894894894895E+00      0.549913541136E+00      0.585260498056E+00      0.704828817129E+00      0.613334285440E+00
      0.898898898899E+00      0.545872924500E+00      0.578704176827E+00      0.680569862203E+00      0.601715654510E+00
      0.902902902903E+00      0.541538690275E+00      0.570231318148E+00      0.647754102858E+00      0.586508037094E+00
      0.906906906907E+00      0.536936038362E+00      0.560176200647E+00      0.609381643841E+00      0.568831294283E+00
      0.910910910911E+00      0.532008217597E+00      0.548898274055E+00      0.568685595180E+00      0.549864028944E+00
      0.914914914915E+00      0.526681310178E+00      0.536814965555E+00      0.528767663164E+00      0.530754646299E+00
      0.918918918919E+00      0.520936827509E+00      0.524433225361E+00      0.492324273590E+00      0.512564775486E+00
      0.922922922923E+00      0.514876518625E+00      0.512366800249E+00      0.461493878379E+00      0.496245732418E+00
      0.926926926927E+00      0.508765175258E+00      0.501330978457E+00      0.437822792291E+00      0.482639648669E+00
      0.930930930931E+00      0.503042048668E+00      0.492113569454E+00      0.422319849924E+00      0.472491822682E+00
      0.934934934935E+00      0.498298666055E+00      0.485527406321E+00      0.415555292418E+00      0.466460454931E+00
      0.938938938939E+00      0.495228100698E+00      0.482353202191E+00      0.417758425364E+00      0.465113242751E+00
      0.942942942943E+00      0.494555681791E+00      0.483281152960E+00      0.428879797616E+00      0.468905544123E+00
      0.946946946947E+00      0.496962340239E+00      0.488856223394E+00      0.448602434356E+00      0.478140332663E+00
      0.950950950951E+00      0.503009663612E+00      0.499427987162E+00      0.476307515705E+00      0.492915055493E+00
      0.954954954955E+00      0.513072231042E+00      0.515103827955E+00      0.511017693093E+00      0.513064584030E+00
      0.958958958959E+00      0.527280404472E+00      0.535705830502E+00      0.551352044851E+00      0.538112759942E+00
      0.962962962963E+00      0.545477187001E+00      0.560736634920E+00      0.595528063315E+00      0.567247295079E+00
      0.966966966967E+00      0.567196023467E+00      0.589365962396E+00      0.641437301671E+00      0.599333095845E+00
      0.970970970971E+00      0.591670571430E+00      0.620454281058E+00      0.686803741322E+00      0.632976197936E+00
      0.974974974975E+00      0.617889248794E+00      0.652629752452E+00      0.729411449838E+00      0.666643483695E+00
      0.978978978979E+00      0.644703557289E+00      0.684426860459E+00      0.767366848726E+00      0.698832422158E+00
      0.982982982983E+00      0.670988429507E+00      0.714480210555E+00      0.799347772886E+00      0.728272137649E+00
      0.986986986987E+00      0.695837135596E+00      0.741748601787E+00      0.824791423558E+00      0.754125720314E+00
      0.990990990991E+00      0.718758091213E+00      0.765729249876E+00      0.843986911668E+00      0.776158084253E+00
      0.994994994995E+00      0.739833264802E+00      0.786617098784E+00      0.858061021537E+00      0.794837128374E+00
      0.998998998999E+00      0.759802803013E+00      0.805373507506E+00      0.868870501084E+00      0.811348937201E+00
      0.100300300300E+01      0.780057660405E+00      0.823690312296E+00      0.878832895204E+00      0.827526955968E+00
      0.100700700701E+01      0.802545089931E+00      0.843861484465E+00      0.890735763765E+00      0.845714112720E+00
      0.101101101101E+01      0.829611347207E+00      0.868594951552E+00      0.907560266122E+00      0.868588854960E+00
      0.101501501502E+01      0.863814304503E+00      0.900803927587E+00      0.932342394481E+00      0.898986875524E+00
      0.101901901902E+01      0.907734297904E+00      0.943409324336E+00      0.968078504383E+00      0.939740708874E+00
      0.102302302302E+01      0.963799567163E+00      0.999168665030E+00      0.101766644349E+01      0.993544891896E+00
      0.102702702703E+01      0.103413175110E+01      0.107053224945E+01      0.108386372365E+01      0.106284257473E+01
      0.103103103103E+01      0.112041416997E+01      0.115952219729E+01      0.116924216880E+01      0.114972617869E+01
      0.103503503504E+01      0.122379242484E+01      0.126763630814E+01      0.127612437756E+01      0.125585103685E+01
      0.103903903904E+01      0.134482783096E+01      0.139579116009E+01      0.140649895790E+01      0.138237264965E+01
      0.104304304304E+01      0.148353016357E+01      0.154432810584E+01      0.156192489142E+01      0.152992772028E+01
      0.104704704705E+01      0.163948927811E+01      0.171310350065E+01      0.174344603873E+01      0.169867960583E+01
      0.105105105105E+01      0.181210373283E+01      0.190166805255E+01      0.195154097954E+01      0.188843758831E+01
      0.105505505506E+01      0.200087479180E+01      0.210951437634E+01      0.218612934465E+01      0.209883950427E+01
      0.105905905906E+01      0.220570748719E+01      0.233634645348E+01      0.244664429160E+01      0.232956607743E+01
      0.106306306306E+01      0.242714773042E+01      0.258230987037E+01      0.273216481590E+01      0.258054080556E+01
      0.106706706707E+01      0.266649112344E+01      0.284812336098E+01      0.304158560578E+01      0.285206669673E+01
      0.107107107107E+01      0.292572296102E+01      0.313507001938E+01      0.337379080023E+01      0.314486126021E+01
      0.107507507508E+01      0.320728240007E+01      0.344483515936E+01      0.372779489775E+01      0.345997081906E+01
      0.107907907908E+01      0.351367832630E+01      0.377920971114E+01      0.410282061344E+01      0.379856955029E+01
      0.108308308308E+01      0.384701391664E+01      0.413970663433E+01      0.449829834514E+01      0.416167296537E+01
      0.108708708709E+01      0.420849815041E+01      0.452715850562E+01      0.491379116332E+01      0.454981593978E+01
      0.109109109109E+01      0.459803357776E+01      0.494137410830E+01      0.534886747559E+01      0.496275838722E+01
      0.109509509510E+01      0.501396756556E+01      0.538092796300E+01      0.580295550808E+01      0.539928367888E+01
      0.109909909910E+01      0.545307520528E+01      0.584313751416E+01      0.627521615969E+01      0.585714295971E+01
      0.110310310310E+01      0.591080429964E+01      0.632424884678E+01      0.676446329423E+01      0.633317214688E+01
      0.110710710711E+01      0.638176034020E+01      0.681980852860E+01      0.726914589153E+01      0.682357158678E+01
      0.111111111111E+01      0.686035340438E+01      0.732515625467E+01      0.778738943786E+01      0.732429969897E+01
      0.111511511512E+01      0.734148517848E+01      0.783594215758E+01      0.831707941920E+01      0.783150225175E+01
      0.111911911912E+01      0.782113691255E+01      0.834856311455E+01      0.885596109081E+01      0.834188703930E+01
      0.112312312312E+01      0.829673428783E+01      0.886042695417E+01      0.940172765047E+01      0.885296296416E+01
      0.112712712713E+01      0.876720881841E+01      0.936998775054E+01      0.995207232191E+01      0.936308963029E+01
      0.113113113113E+01      0.923273535296E+01      0.987654016882E+01      0.105046867257E+02      0.987132074917E+01
      0.113513513514E+01      0.969418674340E+01      0.103798059357E+02      0.110571968386E+02      0.103770631726E+02
      0.113913913914E+01      0.101523978548E+02      0.108793830016E+02      0.116070381840E+02      0.108796063468E+02
      0.114314314314E+01      0.106073652664E+02      0.113741531611E+02      0.121512832280E+02      0.113776005519E+02
      0.114714714715E+01      0.110575243407E+02      0.118617546319E+02      0.126864452767E+02      0.118685747497E+02
      0.115115115115E+01      0.114992416913E+02      0.123382213421E+02      0.132082926669E+02      0.123485852334E+02
      0.115515515516E+01      0.119266376744E+02      0.127978699040E+02      0.137117126014E+02      0.128120733933E+02
      0.115915915916E+01      0.123318087916E+02      0.132334789927E+02      0.141906639115E+02      0.132519838986E+02
      0.116316316316E+01      0.127054543468E+02      0.136367572431E+02      0.146382515746E+02      0.136601543882E+02
      0.116716716717E+01      0.130378321003E+02      0.139990419089E+02      0.150469431077E+02      0.140279390390E+02
      0.117117117117E+01      0.133198895157E+02      0.143121222979E+02      0.154089289319E+02      0.143469802485E+02
