             #Energy(eV)             XX(W/K/m/s)             YY(W/K/m/s)             ZZ(W/K/m/s)        Average(W/K/m/s)
      0.130130130130E+00      0.190777542433E+11      0.190777542433E+11      0.190777542433E+11      0.190777542433E+11
      0.134134134134E+00      0.172106463946E+11      0.172106463946E+11      0.172106463947E+11      0.172106463947E+11
      0.138138138138E+00      0.157092345727E+11      0.157092345727E+11      0.157092345727E+11      0.157092345727E+11
      0.142142142142E+00      0.145548116206E+11      0.145548116206E+11      0.145548116206E+11      0.145548116206E+11
      0.146146146146E+00      0.137307819127E+11      0.137307819127E+11      0.137307819127E+11      0.137307819127E+11
      0.150150150150E+00      0.132244524156E+11      0.132244524156E+11      0.132244524156E+11      0.132244524156E+11
      0.154154154154E+00      0.130281684509E+11      0.130281684509E+11      0.130281684509E+11      0.130281684509E+11
      0.158158158158E+00      0.131400655597E+11      0.131400655597E+11      0.131400655597E+11      0.131400655597E+11
      0.162162162162E+00      0.135646266094E+11      0.135646266094E+11      0.135646266094E+11      0.135646266094E+11
      0.166166166166E+00      0.143131735968E+11      0.143131735968E+11      0.143131735968E+11      0.143131735968E+11
      0.170170170170E+00      0.154043828803E+11      0.154043828803E+11      0.154043828804E+11      0.154043828803E+11
      0.174174174174E+00      0.168648863906E+11      0.168648863906E+11      0.168648863906E+11      0.168648863906E+11
      0.178178178178E+00      0.187300054989E+11      0.187300054989E+11      0.187300054989E+11      0.187300054989E+11
      0.182182182182E+00      0.210446556249E+11      0.210446556249E+11      0.210446556249E+11      0.210446556249E+11
      0.186186186186E+00      0.238644559984E+11      0.238644559984E+11      0.238644559984E+11      0.238644559984E+11
      0.190190190190E+00      0.272570788682E+11      0.272570788682E+11      0.272570788682E+11      0.272570788682E+11
      0.194194194194E+00      0.313038747406E+11      0.313038747406E+11      0.313038747406E+11      0.313038747406E+11
      0.198198198198E+00      0.361018144863E+11      0.361018144863E+11      0.361018144862E+11      0.361018144863E+11
      0.202202202202E+00      0.417657949230E+11      0.417657949230E+11      0.417657949230E+11      0.417657949230E+11
      0.206206206206E+00      0.484313616434E+11      0.484313616434E+11      0.484313616434E+11      0.484313616434E+11
      0.210210210210E+00      0.562579112886E+11      0.562579112886E+11      0.562579112888E+11      0.562579112887E+11
      0.214214214214E+00      0.654324452383E+11      0.654324452383E+11      0.654324452384E+11      0.654324452383E+11
      0.218218218218E+00      0.761739577375E+11      0.761739577375E+11      0.761739577374E+11      0.761739577375E+11
      0.222222222222E+00      0.887385539284E+11      0.887385539284E+11      0.887385539284E+11      0.887385539284E+11
      0.226226226226E+00      0.103425407106E+12      0.103425407106E+12      0.103425407106E+12      0.103425407106E+12
      0.230230230230E+00      0.120583679695E+12      0.120583679695E+12      0.120583679695E+12      0.120583679695E+12
      0.234234234234E+00      0.140620548991E+12      0.140620548991E+12      0.140620548990E+12      0.140620548991E+12
      0.238238238238E+00      0.164010496332E+12      0.164010496332E+12      0.164010496333E+12      0.164010496332E+12
      0.242242242242E+00      0.191306036748E+12      0.191306036748E+12      0.191306036748E+12      0.191306036748E+12
      0.246246246246E+00      0.223150084703E+12      0.223150084703E+12      0.223150084703E+12      0.223150084703E+12
      0.250250250250E+00      0.260290169480E+12      0.260290169480E+12      0.260290169480E+12      0.260290169480E+12
      0.254254254254E+00      0.303594729635E+12      0.303594729635E+12      0.303594729635E+12      0.303594729635E+12
      0.258258258258E+00      0.354071728112E+12      0.354071728112E+12      0.354071728112E+12      0.354071728112E+12
      0.262262262262E+00      0.412889835443E+12      0.412889835443E+12      0.412889835443E+12      0.412889835443E+12
      0.266266266266E+00      0.481402424651E+12      0.481402424651E+12      0.481402424651E+12      0.481402424651E+12
      0.270270270270E+00      0.561174603615E+12      0.561174603615E+12      0.561174603614E+12      0.561174603615E+12
      0.274274274274E+00      0.654013473199E+12      0.654013473199E+12      0.654013473199E+12      0.654013473199E+12
      0.278278278278E+00      0.762001735454E+12      0.762001735454E+12      0.762001735454E+12      0.762001735454E+12
      0.282282282282E+00      0.887534677524E+12      0.887534677524E+12      0.887534677523E+12      0.887534677523E+12
      0.286286286286E+00      0.103336041427E+13      0.103336041427E+13      0.103336041427E+13      0.103336041427E+13
      0.290290290290E+00      0.120262307625E+13      0.120262307625E+13      0.120262307625E+13      0.120262307625E+13
      0.294294294294E+00      0.139890837027E+13      0.139890837027E+13      0.139890837027E+13      0.139890837027E+13
      0.298298298298E+00      0.162629061036E+13      0.162629061036E+13      0.162629061036E+13      0.162629061036E+13
      0.302302302302E+00      0.188937991563E+13      0.188937991563E+13      0.188937991563E+13      0.188937991563E+13
      0.306306306306E+00      0.219336780416E+13      0.219336780416E+13      0.219336780416E+13      0.219336780416E+13
      0.310310310310E+00      0.254406889833E+13      0.254406889833E+13      0.254406889833E+13      0.254406889833E+13
      0.314314314314E+00      0.294795593321E+13      0.294795593321E+13      0.294795593321E+13      0.294795593321E+13
      0.318318318318E+00      0.341218478298E+13      0.341218478298E+13      0.341218478298E+13      0.341218478298E+13
      0.322322322322E+00      0.394460587068E+13      0.394460587068E+13      0.394460587068E+13      0.394460587068E+13
      0.326326326326E+00      0.455375820095E+13      0.455375820095E+13      0.455375820095E+13      0.455375820095E+13
      0.330330330330E+00      0.524884245449E+13      0.524884245449E+13      0.524884245449E+13      0.524884245449E+13
      0.334334334334E+00      0.603967019223E+13      0.603967019223E+13      0.603967019223E+13      0.603967019223E+13
      0.338338338338E+00      0.693658727156E+13      0.693658727156E+13      0.693658727156E+13      0.693658727156E+13
      0.342342342342E+00      0.795037103156E+13      0.795037103156E+13      0.795037103156E+13      0.795037103156E+13
      0.346346346346E+00      0.909210251631E+13      0.909210251630E+13      0.909210251630E+13      0.909210251630E+13
      0.350350350350E+00      0.103730167400E+14      0.103730167400E+14      0.103730167400E+14      0.103730167400E+14
      0.354354354354E+00      0.118043354963E+14      0.118043354963E+14      0.118043354963E+14      0.118043354963E+14
      0.358358358358E+00      0.133970882948E+14      0.133970882948E+14      0.133970882948E+14      0.133970882948E+14
      0.362362362362E+00      0.151619276995E+14      0.151619276995E+14      0.151619276995E+14      0.151619276995E+14
      0.366366366366E+00      0.171089459529E+14      0.171089459529E+14      0.171089459529E+14      0.171089459529E+14
      0.370370370370E+00      0.192475008129E+14      0.192475008129E+14      0.192475008129E+14      0.192475008129E+14
      0.374374374374E+00      0.215860604497E+14      0.215860604497E+14      0.215860604497E+14      0.215860604497E+14
      0.378378378378E+00      0.241320799436E+14      0.241320799436E+14      0.241320799436E+14      0.241320799436E+14
      0.382382382382E+00      0.268919243155E+14      0.268919243155E+14      0.268919243155E+14      0.268919243155E+14
      0.386386386386E+00      0.298708529649E+14      0.298708529649E+14      0.298708529649E+14      0.298708529649E+14
      0.390390390390E+00      0.330730752746E+14      0.330730752746E+14      0.330730752746E+14      0.330730752746E+14
      0.394394394394E+00      0.365018752665E+14      0.365018752665E+14      0.365018752665E+14      0.365018752665E+14
      0.398398398398E+00      0.401597854485E+14      0.401597854485E+14      0.401597854485E+14      0.401597854485E+14
      0.402402402402E+00      0.440487710041E+14      0.440487710041E+14      0.440487710041E+14      0.440487710041E+14
      0.406406406406E+00      0.481703730521E+14      0.481703730521E+14      0.481703730521E+14      0.481703730521E+14
      0.410410410410E+00      0.525257621900E+14      0.525257621900E+14      0.525257621900E+14      0.525257621900E+14
      0.414414414414E+00      0.571156756029E+14      0.571156756029E+14      0.571156756029E+14      0.571156756029E+14
      0.418418418418E+00      0.619402498651E+14      0.619402498651E+14      0.619402498651E+14      0.619402498651E+14
      0.422422422422E+00      0.669988057033E+14      0.669988057033E+14      0.669988057033E+14      0.669988057033E+14
      0.426426426426E+00      0.722896731773E+14      0.722896731773E+14      0.722896731773E+14      0.722896731773E+14
      0.430430430430E+00      0.778101493974E+14      0.778101493974E+14      0.778101493974E+14      0.778101493974E+14
      0.434434434434E+00      0.835566478315E+14      0.835566478315E+14      0.835566478315E+14      0.835566478315E+14
      0.438438438438E+00      0.895250341841E+14      0.895250341841E+14      0.895250341841E+14      0.895250341841E+14
      0.442442442442E+00      0.957110689688E+14      0.957110689688E+14      0.957110689688E+14      0.957110689688E+14
      0.446446446446E+00      0.102110820278E+15      0.102110820278E+15      0.102110820278E+15      0.102110820278E+15
      0.450450450450E+00      0.108720898922E+15      0.108720898922E+15      0.108720898922E+15      0.108720898922E+15
      0.454454454454E+00      0.115538414893E+15      0.115538414893E+15      0.115538414893E+15      0.115538414893E+15
      0.458458458458E+00      0.122560649459E+15      0.122560649459E+15      0.122560649459E+15      0.122560649459E+15
      0.462462462462E+00      0.129784549789E+15      0.129784549789E+15      0.129784549789E+15      0.129784549789E+15
      0.466466466466E+00      0.137206239992E+15      0.137206239992E+15      0.137206239992E+15      0.137206239992E+15
      0.470470470470E+00      0.144820766058E+15      0.144820766058E+15      0.144820766058E+15      0.144820766058E+15
      0.474474474474E+00      0.152622234571E+15      0.152622234571E+15      0.152622234571E+15      0.152622234571E+15
      0.478478478478E+00      0.160604377073E+15      0.160604377073E+15      0.160604377073E+15      0.160604377073E+15
      0.482482482482E+00      0.168761410763E+15      0.168761410763E+15      0.168761410763E+15      0.168761410763E+15
      0.486486486486E+00      0.177088926129E+15      0.177088926129E+15      0.177088926129E+15      0.177088926129E+15
      0.490490490490E+00      0.185584468044E+15      0.185584468044E+15      0.185584468044E+15      0.185584468044E+15
      0.494494494494E+00      0.194247526892E+15      0.194247526892E+15      0.194247526892E+15      0.194247526892E+15
      0.498498498498E+00      0.203078824351E+15      0.203078824351E+15      0.203078824351E+15      0.203078824351E+15
      0.502502502503E+00      0.212079026472E+15      0.212079026472E+15      0.212079026472E+15      0.212079026472E+15
      0.506506506507E+00      0.221247269560E+15      0.221247269560E+15      0.221247269560E+15      0.221247269560E+15
      0.510510510511E+00      0.230580050933E+15      0.230580050933E+15      0.230580050933E+15      0.230580050933E+15
      0.514514514515E+00      0.240071040040E+15      0.240071040040E+15      0.240071040040E+15      0.240071040040E+15
      0.518518518519E+00      0.249712171251E+15      0.249712171251E+15      0.249712171251E+15      0.249712171251E+15
      0.522522522523E+00      0.259496014245E+15      0.259496014245E+15      0.259496014245E+15      0.259496014245E+15
      0.526526526527E+00      0.269418969201E+15      0.269418969201E+15      0.269418969201E+15      0.269418969201E+15
      0.530530530531E+00      0.279484435529E+15      0.279484435529E+15      0.279484435529E+15      0.279484435529E+15
      0.534534534535E+00      0.289704899376E+15      0.289704899376E+15      0.289704899376E+15      0.289704899376E+15
      0.538538538539E+00      0.300101984962E+15      0.300101984962E+15      0.300101984962E+15      0.300101984962E+15
      0.542542542543E+00      0.310703941764E+15      0.310703941764E+15      0.310703941764E+15      0.310703941764E+15
      0.546546546547E+00      0.321540706488E+15      0.321540706488E+15      0.321540706488E+15      0.321540706488E+15
      0.550550550551E+00      0.332637402765E+15      0.332637402765E+15      0.332637402765E+15      0.332637402765E+15
      0.554554554555E+00      0.344007700942E+15      0.344007700942E+15      0.344007700942E+15      0.344007700942E+15
      0.558558558559E+00      0.355648672917E+15      0.355648672917E+15      0.355648672917E+15      0.355648672917E+15
      0.562562562563E+00      0.367538562873E+15      0.367538562873E+15      0.367538562873E+15      0.367538562873E+15
      0.566566566567E+00      0.379638300389E+15      0.379638300389E+15      0.379638300389E+15      0.379638300389E+15
      0.570570570571E+00      0.391896760716E+15      0.391896760716E+15      0.391896760716E+15      0.391896760716E+15
      0.574574574575E+00      0.404258937685E+15      0.404258937685E+15      0.404258937685E+15      0.404258937685E+15
      0.578578578579E+00      0.416675543853E+15      0.416675543853E+15      0.416675543853E+15      0.416675543853E+15
      0.582582582583E+00      0.429112237690E+15      0.429112237690E+15      0.429112237690E+15      0.429112237690E+15
      0.586586586587E+00      0.441556752104E+15      0.441556752104E+15      0.441556752104E+15      0.441556752104E+15
      0.590590590591E+00      0.454022615211E+15      0.454022615211E+15      0.454022615211E+15      0.454022615211E+15
      0.594594594595E+00      0.466548792142E+15      0.466548792142E+15      0.466548792142E+15      0.466548792142E+15
      0.598598598599E+00      0.479195288462E+15      0.479195288462E+15      0.479195288462E+15      0.479195288462E+15
      0.602602602603E+00      0.492035412865E+15      0.492035412865E+15      0.492035412865E+15      0.492035412865E+15
      0.606606606607E+00      0.505145911326E+15      0.505145911326E+15      0.505145911326E+15      0.505145911326E+15
      0.610610610611E+00      0.518596505189E+15      0.518596505189E+15      0.518596505189E+15      0.518596505189E+15
      0.614614614615E+00      0.532440461384E+15      0.532440461384E+15      0.532440461384E+15      0.532440461384E+15
      0.618618618619E+00      0.546707676549E+15      0.546707676549E+15      0.546707676549E+15      0.546707676549E+15
      0.622622622623E+00      0.561401371486E+15      0.561401371486E+15      0.561401371486E+15      0.561401371486E+15
      0.626626626627E+00      0.576498904786E+15      0.576498904786E+15      0.576498904786E+15      0.576498904786E+15
      0.630630630631E+00      0.591956503799E+15      0.591956503799E+15      0.591956503799E+15      0.591956503799E+15
      0.634634634635E+00      0.607716993854E+15      0.607716993854E+15      0.607716993854E+15      0.607716993854E+15
      0.638638638639E+00      0.623719021426E+15      0.623719021426E+15      0.623719021426E+15      0.623719021426E+15
      0.642642642643E+00      0.639905948865E+15      0.639905948865E+15      0.639905948865E+15      0.639905948865E+15
      0.646646646647E+00      0.656232645750E+15      0.656232645750E+15      0.656232645750E+15      0.656232645750E+15
      0.650650650651E+00      0.672668839900E+15      0.672668839900E+15      0.672668839900E+15      0.672668839900E+15
      0.654654654655E+00      0.689198445631E+15      0.689198445631E+15      0.689198445631E+15      0.689198445631E+15
      0.658658658659E+00      0.705815190758E+15      0.705815190758E+15      0.705815190758E+15      0.705815190758E+15
      0.662662662663E+00      0.722515700264E+15      0.722515700264E+15      0.722515700264E+15      0.722515700264E+15
      0.666666666667E+00      0.739291766269E+15      0.739291766269E+15      0.739291766269E+15      0.739291766269E+15
      0.670670670671E+00      0.756123723311E+15      0.756123723311E+15      0.756123723311E+15      0.756123723311E+15
      0.674674674675E+00      0.772976640119E+15      0.772976640119E+15      0.772976640119E+15      0.772976640119E+15
      0.678678678679E+00      0.789800503435E+15      0.789800503435E+15      0.789800503435E+15      0.789800503435E+15
      0.682682682683E+00      0.806534820090E+15      0.806534820090E+15      0.806534820090E+15      0.806534820090E+15
      0.686686686687E+00      0.823117228183E+15      0.823117228183E+15      0.823117228183E+15      0.823117228183E+15
      0.690690690691E+00      0.839494915847E+15      0.839494915847E+15      0.839494915847E+15      0.839494915847E+15
      0.694694694695E+00      0.855637026524E+15      0.855637026524E+15      0.855637026524E+15      0.855637026524E+15
      0.698698698699E+00      0.871545902789E+15      0.871545902789E+15      0.871545902789E+15      0.871545902789E+15
      0.702702702703E+00      0.887265069685E+15      0.887265069685E+15      0.887265069685E+15      0.887265069685E+15
      0.706706706707E+00      0.902882294884E+15      0.902882294884E+15      0.902882294884E+15      0.902882294884E+15
      0.710710710711E+00      0.918526810569E+15      0.918526810569E+15      0.918526810569E+15      0.918526810569E+15
      0.714714714715E+00      0.934360691547E+15      0.934360691547E+15      0.934360691547E+15      0.934360691547E+15
      0.718718718719E+00      0.950565278543E+15      0.950565278543E+15      0.950565278543E+15      0.950565278543E+15
      0.722722722723E+00      0.967324259164E+15      0.967324259164E+15      0.967324259164E+15      0.967324259164E+15
      0.726726726727E+00      0.984805471308E+15      0.984805471308E+15      0.984805471308E+15      0.984805471308E+15
      0.730730730731E+00      0.100314363530E+16      0.100314363530E+16      0.100314363530E+16      0.100314363530E+16
      0.734734734735E+00      0.102242605987E+16      0.102242605987E+16      0.102242605987E+16      0.102242605987E+16
      0.738738738739E+00      0.104268294207E+16      0.104268294207E+16      0.104268294207E+16      0.104268294207E+16
      0.742742742743E+00      0.106388325198E+16      0.106388325198E+16      0.106388325198E+16      0.106388325198E+16
      0.746746746747E+00      0.108593644354E+16      0.108593644354E+16      0.108593644354E+16      0.108593644354E+16
      0.750750750751E+00      0.110869947177E+16      0.110869947177E+16      0.110869947177E+16      0.110869947177E+16
      0.754754754755E+00      0.113198795444E+16      0.113198795444E+16      0.113198795444E+16      0.113198795444E+16
      0.758758758759E+00      0.115558991901E+16      0.115558991901E+16      0.115558991901E+16      0.115558991901E+16
      0.762762762763E+00      0.117928050225E+16      0.117928050225E+16      0.117928050225E+16      0.117928050225E+16
      0.766766766767E+00      0.120283621478E+16      0.120283621478E+16      0.120283621478E+16      0.120283621478E+16
      0.770770770771E+00      0.122604783607E+16      0.122604783607E+16      0.122604783607E+16      0.122604783607E+16
      0.774774774775E+00      0.124873148968E+16      0.124873148968E+16      0.124873148968E+16      0.124873148968E+16
      0.778778778779E+00      0.127073779153E+16      0.127073779153E+16      0.127073779153E+16      0.127073779153E+16
      0.782782782783E+00      0.129195907545E+16      0.129195907545E+16      0.129195907545E+16      0.129195907545E+16
      0.786786786787E+00      0.131233461513E+16      0.131233461513E+16      0.131233461513E+16      0.131233461513E+16
      0.790790790791E+00      0.133185360261E+16      0.133185360261E+16      0.133185360261E+16      0.133185360261E+16
      0.794794794795E+00      0.135055554689E+16      0.135055554689E+16      0.135055554689E+16      0.135055554689E+16
      0.798798798799E+00      0.136852780148E+16      0.136852780148E+16      0.136852780148E+16      0.136852780148E+16
      0.802802802803E+00      0.138590010987E+16      0.138590010987E+16      0.138590010987E+16      0.138590010987E+16
      0.806806806807E+00      0.140283632224E+16      0.140283632224E+16      0.140283632224E+16      0.140283632224E+16
      0.810810810811E+00      0.141952372932E+16      0.141952372932E+16      0.141952372932E+16      0.141952372932E+16
      0.814814814815E+00      0.143616074940E+16      0.143616074940E+16      0.143616074940E+16      0.143616074940E+16
      0.818818818819E+00      0.145294397298E+16      0.145294397298E+16      0.145294397298E+16      0.145294397298E+16
      0.822822822823E+00      0.147005578307E+16      0.147005578307E+16      0.147005578307E+16      0.147005578307E+16
      0.826826826827E+00      0.148765386983E+16      0.148765386983E+16      0.148765386983E+16      0.148765386983E+16
      0.830830830831E+00      0.150586387847E+16      0.150586387847E+16      0.150586387847E+16      0.150586387847E+16
      0.834834834835E+00      0.152477611865E+16      0.152477611865E+16      0.152477611865E+16      0.152477611865E+16
      0.838838838839E+00      0.154444671741E+16      0.154444671741E+16      0.154444671741E+16      0.154444671741E+16
      0.842842842843E+00      0.156490287517E+16      0.156490287517E+16      0.156490287517E+16      0.156490287517E+16
      0.846846846847E+00      0.158615110757E+16      0.158615110757E+16      0.158615110757E+16      0.158615110757E+16
      0.850850850851E+00      0.160818670281E+16      0.160818670281E+16      0.160818670281E+16      0.160818670281E+16
      0.854854854855E+00      0.163100228363E+16      0.163100228363E+16      0.163100228363E+16      0.163100228363E+16
      0.858858858859E+00      0.165459348293E+16      0.165459348293E+16      0.165459348293E+16      0.165459348293E+16
      0.862862862863E+00      0.167896035834E+16      0.167896035834E+16      0.167896035834E+16      0.167896035834E+16
      0.866866866867E+00      0.170410417500E+16      0.170410417500E+16      0.170410417500E+16      0.170410417500E+16
      0.870870870871E+00      0.173002032748E+16      0.173002032748E+16      0.173002032748E+16      0.173002032748E+16
      0.874874874875E+00      0.175668913399E+16      0.175668913399E+16      0.175668913399E+16      0.175668913399E+16
      0.878878878879E+00      0.178406673137E+16      0.178406673137E+16      0.178406673137E+16      0.178406673137E+16
      0.882882882883E+00      0.181207817681E+16      0.181207817681E+16      0.181207817681E+16      0.181207817681E+16
      0.886886886887E+00      0.184061416480E+16      0.184061416480E+16      0.184061416480E+16      0.184061416480E+16
      0.890890890891E+00      0.186953173147E+16      0.186953173147E+16      0.186953173147E+16      0.186953173147E+16
      0.894894894895E+00      0.189865830150E+16      0.189865830150E+16      0.189865830150E+16      0.189865830150E+16
      0.898898898899E+00      0.192779779095E+16      0.192779779095E+16      0.192779779095E+16      0.192779779095E+16
      0.902902902903E+00      0.195673743334E+16      0.195673743334E+16      0.195673743334E+16      0.195673743334E+16
      0.906906906907E+00      0.198525452762E+16      0.198525452762E+16      0.198525452762E+16      0.198525452762E+16
      0.910910910911E+00      0.201312315699E+16      0.201312315699E+16      0.201312315699E+16      0.201312315699E+16
      0.914914914915E+00      0.204012169146E+16      0.204012169146E+16      0.204012169146E+16      0.204012169146E+16
      0.918918918919E+00      0.206604218803E+16      0.206604218803E+16      0.206604218803E+16      0.206604218803E+16
      0.922922922923E+00      0.209070245660E+16      0.209070245660E+16      0.209070245660E+16      0.209070245660E+16
      0.926926926927E+00      0.211396065028E+16      0.211396065028E+16      0.211396065028E+16      0.211396065028E+16
      0.930930930931E+00      0.213573107831E+16      0.213573107831E+16      0.213573107831E+16      0.213573107831E+16
      0.934934934935E+00      0.215599893889E+16      0.215599893889E+16      0.215599893889E+16      0.215599893889E+16
      0.938938938939E+00      0.217483118873E+16      0.217483118873E+16      0.217483118873E+16      0.217483118873E+16
      0.942942942943E+00      0.219238100245E+16      0.219238100245E+16      0.219238100245E+16      0.219238100245E+16
      0.946946946947E+00      0.220888420524E+16      0.220888420524E+16      0.220888420524E+16      0.220888420524E+16
      0.950950950951E+00      0.222464745464E+16      0.222464745464E+16      0.222464745464E+16      0.222464745464E+16
      0.954954954955E+00      0.224002942718E+16      0.224002942718E+16      0.224002942718E+16      0.224002942718E+16
      0.958958958959E+00      0.225541743324E+16      0.225541743324E+16      0.225541743324E+16      0.225541743324E+16
      0.962962962963E+00      0.227120244870E+16      0.227120244870E+16      0.227120244870E+16      0.227120244870E+16
      0.966966966967E+00      0.228775543509E+16      0.228775543509E+16      0.228775543509E+16      0.228775543509E+16
      0.970970970971E+00      0.230540716116E+16      0.230540716116E+16      0.230540716116E+16      0.230540716116E+16
      0.974974974975E+00      0.232443282090E+16      0.232443282090E+16      0.232443282090E+16      0.232443282090E+16
      0.978978978979E+00      0.234504185204E+16      0.234504185204E+16      0.234504185204E+16      0.234504185204E+16
      0.982982982983E+00      0.236737268513E+16      0.236737268513E+16      0.236737268513E+16      0.236737268513E+16
      0.986986986987E+00      0.239149175533E+16      0.239149175533E+16      0.239149175533E+16      0.239149175533E+16
      0.990990990991E+00      0.241739595598E+16      0.241739595598E+16      0.241739595598E+16      0.241739595598E+16
      0.994994994995E+00      0.244501774641E+16      0.244501774641E+16      0.244501774641E+16      0.244501774641E+16
      0.998998998999E+00      0.247423228716E+16      0.247423228716E+16      0.247423228716E+16      0.247423228716E+16
      0.100300300300E+01      0.250486620316E+16      0.250486620316E+16      0.250486620316E+16      0.250486620316E+16
      0.100700700701E+01      0.253670778093E+16      0.253670778093E+16      0.253670778093E+16      0.253670778093E+16
      0.101101101101E+01      0.256951848943E+16      0.256951848943E+16      0.256951848943E+16      0.256951848943E+16
      0.101501501502E+01      0.260304560404E+16      0.260304560404E+16      0.260304560404E+16      0.260304560404E+16
      0.101901901902E+01      0.263703542694E+16      0.263703542694E+16      0.263703542694E+16      0.263703542694E+16
      0.102302302302E+01      0.267124624885E+16      0.267124624885E+16      0.267124624885E+16      0.267124624885E+16
      0.102702702703E+01      0.270545995057E+16      0.270545995057E+16      0.270545995057E+16      0.270545995057E+16
      0.103103103103E+01      0.273949111340E+16      0.273949111340E+16      0.273949111340E+16      0.273949111340E+16
      0.103503503504E+01      0.277319270133E+16      0.277319270133E+16      0.277319270133E+16      0.277319270133E+16
      0.103903903904E+01      0.280645769689E+16      0.280645769689E+16      0.280645769689E+16      0.280645769689E+16
      0.104304304304E+01      0.283921640641E+16      0.283921640641E+16      0.283921640641E+16      0.283921640641E+16
      0.104704704705E+01      0.287142946357E+16      0.287142946357E+16      0.287142946357E+16      0.287142946357E+16
      0.105105105105E+01      0.290307692219E+16      0.290307692219E+16      0.290307692219E+16      0.290307692219E+16
      0.105505505506E+01      0.293414434119E+16      0.293414434119E+16      0.293414434119E+16      0.293414434119E+16
      0.105905905906E+01      0.296460744592E+16      0.296460744592E+16      0.296460744592E+16      0.296460744592E+16
      0.106306306306E+01      0.299441767205E+16      0.299441767205E+16      0.299441767205E+16      0.299441767205E+16
      0.106706706707E+01      0.302349140574E+16      0.302349140574E+16      0.302349140574E+16      0.302349140574E+16
      0.107107107107E+01      0.305170576164E+16      0.305170576164E+16      0.305170576164E+16      0.305170576164E+16
      0.107507507508E+01      0.307890312091E+16      0.307890312091E+16      0.307890312091E+16      0.307890312091E+16
      0.107907907908E+01      0.310490538444E+16      0.310490538444E+16      0.310490538444E+16      0.310490538444E+16
      0.108308308308E+01      0.312953714012E+16      0.312953714012E+16      0.312953714012E+16      0.312953714012E+16
      0.108708708709E+01      0.315265498778E+16      0.315265498778E+16      0.315265498778E+16      0.315265498778E+16
      0.109109109109E+01      0.317417850259E+16      0.317417850259E+16      0.317417850259E+16      0.317417850259E+16
      0.109509509510E+01      0.319411720671E+16      0.319411720671E+16      0.319411720671E+16      0.319411720671E+16
      0.109909909910E+01      0.321258790613E+16      0.321258790613E+16      0.321258790613E+16      0.321258790613E+16
      0.110310310310E+01      0.322981810981E+16      0.322981810981E+16      0.322981810981E+16      0.322981810981E+16
      0.110710710711E+01      0.324613390158E+16      0.324613390158E+16      0.324613390158E+16      0.324613390158E+16
      0.111111111111E+01      0.326193403824E+16      0.326193403824E+16      0.326193403824E+16      0.326193403824E+16
      0.111511511512E+01      0.327765527539E+16      0.327765527539E+16      0.327765527539E+16      0.327765527539E+16
      0.111911911912E+01      0.329373595882E+16      0.329373595882E+16      0.329373595882E+16      0.329373595882E+16
      0.112312312312E+01      0.331058504332E+16      0.331058504332E+16      0.331058504332E+16      0.331058504332E+16
      0.112712712713E+01      0.332856179401E+16      0.332856179401E+16      0.332856179401E+16      0.332856179401E+16
      0.113113113113E+01      0.334796804913E+16      0.334796804913E+16      0.334796804913E+16      0.334796804913E+16
      0.113513513514E+01      0.336905113691E+16      0.336905113691E+16      0.336905113691E+16      0.336905113691E+16
      0.113913913914E+01      0.339201253456E+16      0.339201253456E+16      0.339201253456E+16      0.339201253456E+16
      0.114314314314E+01      0.341701606280E+16      0.341701606280E+16      0.341701606280E+16      0.341701606280E+16
      0.114714714715E+01      0.344419018563E+16      0.344419018563E+16      0.344419018563E+16      0.344419018563E+16
      0.115115115115E+01      0.347362152678E+16      0.347362152678E+16      0.347362152678E+16      0.347362152678E+16
      0.115515515516E+01      0.350534017111E+16      0.350534017111E+16      0.350534017111E+16      0.350534017111E+16
      0.115915915916E+01      0.353930060014E+16      0.353930060014E+16      0.353930060014E+16      0.353930060014E+16
      0.116316316316E+01      0.357536424422E+16      0.357536424422E+16      0.357536424422E+16      0.357536424422E+16
      0.116716716717E+01      0.361329005389E+16      0.361329005389E+16      0.361329005389E+16      0.361329005389E+16
      0.117117117117E+01      0.365273815427E+16      0.365273815427E+16      0.365273815427E+16      0.365273815427E+16
      0.117517517518E+01      0.369328895349E+16      0.369328895349E+16      0.369328895349E+16      0.369328895349E+16
      0.117917917918E+01      0.373447670414E+16      0.373447670414E+16      0.373447670414E+16      0.373447670414E+16
      0.118318318318E+01      0.377583320788E+16      0.377583320788E+16      0.377583320788E+16      0.377583320788E+16
      0.118718718719E+01      0.381693476873E+16      0.381693476873E+16      0.381693476873E+16      0.381693476873E+16
      0.119119119119E+01      0.385744414717E+16      0.385744414717E+16      0.385744414717E+16      0.385744414717E+16
      0.119519519520E+01      0.389713946639E+16      0.389713946639E+16      0.389713946639E+16      0.389713946639E+16
      0.119919919920E+01      0.393592387548E+16      0.393592387548E+16      0.393592387548E+16      0.393592387548E+16
      0.120320320320E+01      0.397381310012E+16      0.397381310012E+16      0.397381310012E+16      0.397381310012E+16
      0.120720720721E+01      0.401090228449E+16      0.401090228449E+16      0.401090228449E+16      0.401090228449E+16
      0.121121121121E+01      0.404731789945E+16      0.404731789945E+16      0.404731789945E+16      0.404731789945E+16
      0.121521521522E+01      0.408316394584E+16      0.408316394584E+16      0.408316394584E+16      0.408316394584E+16
      0.121921921922E+01      0.411847331531E+16      0.411847331531E+16      0.411847331531E+16      0.411847331531E+16
