             #Energy(eV)           XX(uW/cm/K^2)           YY(uW/cm/K^2)           ZZ(uW/cm/K^2)      Average(uW/cm/K^2)
      0.122122122122E+00      0.281073898471E-01      0.281073898471E-01      0.281073898471E-01      0.281073898471E-01
      0.126126126126E+00      0.332985613071E-01      0.332985613071E-01      0.332985613071E-01      0.332985613071E-01
      0.130130130130E+00      0.390121548458E-01      0.390121548458E-01      0.390121548458E-01      0.390121548458E-01
      0.134134134134E+00      0.453277472966E-01      0.453277472966E-01      0.453277472966E-01      0.453277472966E-01
      0.138138138138E+00      0.523370697231E-01      0.523370697231E-01      0.523370697231E-01      0.523370697231E-01
      0.142142142142E+00      0.601436507606E-01      0.601436507606E-01      0.601436507606E-01      0.601436507606E-01
      0.146146146146E+00      0.688630923595E-01      0.688630923595E-01      0.688630923595E-01      0.688630923595E-01
      0.150150150150E+00      0.786238268321E-01      0.786238268321E-01      0.786238268321E-01      0.786238268321E-01
      0.154154154154E+00      0.895682403221E-01      0.895682403221E-01      0.895682403221E-01      0.895682403221E-01
      0.158158158158E+00      0.101854082419E+00      0.101854082419E+00      0.101854082419E+00      0.101854082419E+00
      0.162162162162E+00      0.115656109233E+00      0.115656109233E+00      0.115656109233E+00      0.115656109233E+00
      0.166166166166E+00      0.131167927169E+00      0.131167927169E+00      0.131167927169E+00      0.131167927169E+00
      0.170170170170E+00      0.148604017938E+00      0.148604017938E+00      0.148604017938E+00      0.148604017938E+00
      0.174174174174E+00      0.168201933540E+00      0.168201933540E+00      0.168201933540E+00      0.168201933540E+00
      0.178178178178E+00      0.190224654272E+00      0.190224654272E+00      0.190224654272E+00      0.190224654272E+00
      0.182182182182E+00      0.214963104268E+00      0.214963104268E+00      0.214963104268E+00      0.214963104268E+00
      0.186186186186E+00      0.242738818243E+00      0.242738818243E+00      0.242738818243E+00      0.242738818243E+00
      0.190190190190E+00      0.273906750453E+00      0.273906750453E+00      0.273906750453E+00      0.273906750453E+00
      0.194194194194E+00      0.308858212461E+00      0.308858212461E+00      0.308858212461E+00      0.308858212461E+00
      0.198198198198E+00      0.348023920281E+00      0.348023920281E+00      0.348023920281E+00      0.348023920281E+00
      0.202202202202E+00      0.391877123644E+00      0.391877123644E+00      0.391877123644E+00      0.391877123644E+00
      0.206206206206E+00      0.440936780420E+00      0.440936780420E+00      0.440936780420E+00      0.440936780420E+00
      0.210210210210E+00      0.495770727409E+00      0.495770727409E+00      0.495770727409E+00      0.495770727409E+00
      0.214214214214E+00      0.556998784424E+00      0.556998784424E+00      0.556998784424E+00      0.556998784424E+00
      0.218218218218E+00      0.625295711689E+00      0.625295711689E+00      0.625295711689E+00      0.625295711689E+00
      0.222222222222E+00      0.701393920517E+00      0.701393920517E+00      0.701393920517E+00      0.701393920517E+00
      0.226226226226E+00      0.786085813973E+00      0.786085813973E+00      0.786085813973E+00      0.786085813973E+00
      0.230230230230E+00      0.880225607153E+00      0.880225607153E+00      0.880225607153E+00      0.880225607153E+00
      0.234234234234E+00      0.984730445928E+00      0.984730445928E+00      0.984730445928E+00      0.984730445928E+00
      0.238238238238E+00      0.110058060810E+01      0.110058060810E+01      0.110058060810E+01      0.110058060810E+01
      0.242242242242E+00      0.122881853225E+01      0.122881853225E+01      0.122881853225E+01      0.122881853225E+01
      0.246246246246E+00      0.137054637721E+01      0.137054637721E+01      0.137054637721E+01      0.137054637721E+01
      0.250250250250E+00      0.152692177031E+01      0.152692177031E+01      0.152692177031E+01      0.152692177031E+01
      0.254254254254E+00      0.169915135625E+01      0.169915135625E+01      0.169915135625E+01      0.169915135625E+01
      0.258258258258E+00      0.188848171314E+01      0.188848171314E+01      0.188848171314E+01      0.188848171314E+01
      0.262262262262E+00      0.209618716140E+01      0.209618716140E+01      0.209618716140E+01      0.209618716140E+01
      0.266266266266E+00      0.232355395929E+01      0.232355395929E+01      0.232355395929E+01      0.232355395929E+01
      0.270270270270E+00      0.257186036231E+01      0.257186036231E+01      0.257186036231E+01      0.257186036231E+01
      0.274274274274E+00      0.284235203170E+01      0.284235203170E+01      0.284235203170E+01      0.284235203170E+01
      0.278278278278E+00      0.313621231973E+01      0.313621231973E+01      0.313621231973E+01      0.313621231973E+01
      0.282282282282E+00      0.345452705141E+01      0.345452705141E+01      0.345452705141E+01      0.345452705141E+01
      0.286286286286E+00      0.379824357767E+01      0.379824357767E+01      0.379824357767E+01      0.379824357767E+01
      0.290290290290E+00      0.416812411284E+01      0.416812411284E+01      0.416812411284E+01      0.416812411284E+01
      0.294294294294E+00      0.456469370580E+01      0.456469370580E+01      0.456469370580E+01      0.456469370580E+01
      0.298298298298E+00      0.498818364452E+01      0.498818364452E+01      0.498818364452E+01      0.498818364452E+01
      0.302302302302E+00      0.543847166497E+01      0.543847166497E+01      0.543847166497E+01      0.543847166497E+01
      0.306306306306E+00      0.591502102329E+01      0.591502102329E+01      0.591502102329E+01      0.591502102329E+01
      0.310310310310E+00      0.641682126862E+01      0.641682126862E+01      0.641682126862E+01      0.641682126862E+01
      0.314314314314E+00      0.694233437129E+01      0.694233437129E+01      0.694233437129E+01      0.694233437129E+01
      0.318318318318E+00      0.748945062961E+01      0.748945062961E+01      0.748945062961E+01      0.748945062961E+01
      0.322322322322E+00      0.805545937577E+01      0.805545937577E+01      0.805545937577E+01      0.805545937577E+01
      0.326326326326E+00      0.863703977290E+01      0.863703977290E+01      0.863703977290E+01      0.863703977290E+01
      0.330330330330E+00      0.923027677631E+01      0.923027677631E+01      0.923027677631E+01      0.923027677631E+01
      0.334334334334E+00      0.983070647435E+01      0.983070647435E+01      0.983070647435E+01      0.983070647435E+01
      0.338338338338E+00      0.104333934465E+02      0.104333934465E+02      0.104333934465E+02      0.104333934465E+02
      0.342342342342E+00      0.110330405035E+02      0.110330405035E+02      0.110330405035E+02      0.110330405035E+02
      0.346346346346E+00      0.116241283751E+02      0.116241283751E+02      0.116241283751E+02      0.116241283751E+02
      0.350350350350E+00      0.122010798832E+02      0.122010798832E+02      0.122010798832E+02      0.122010798832E+02
      0.354354354354E+00      0.127584402832E+02      0.127584402832E+02      0.127584402832E+02      0.127584402832E+02
      0.358358358358E+00      0.132910631350E+02      0.132910631350E+02      0.132910631350E+02      0.132910631350E+02
      0.362362362362E+00      0.137942895775E+02      0.137942895775E+02      0.137942895775E+02      0.137942895775E+02
      0.366366366366E+00      0.142641083361E+02      0.142641083361E+02      0.142641083361E+02      0.142641083361E+02
      0.370370370370E+00      0.146972842341E+02      0.146972842341E+02      0.146972842341E+02      0.146972842341E+02
      0.374374374374E+00      0.150914444726E+02      0.150914444726E+02      0.150914444726E+02      0.150914444726E+02
      0.378378378378E+00      0.154451147358E+02      0.154451147358E+02      0.154451147358E+02      0.154451147358E+02
      0.382382382382E+00      0.157577016319E+02      0.157577016319E+02      0.157577016319E+02      0.157577016319E+02
      0.386386386386E+00      0.160294243054E+02      0.160294243054E+02      0.160294243054E+02      0.160294243054E+02
      0.390390390390E+00      0.162612057880E+02      0.162612057880E+02      0.162612057880E+02      0.162612057880E+02
      0.394394394394E+00      0.164545422311E+02      0.164545422311E+02      0.164545422311E+02      0.164545422311E+02
      0.398398398398E+00      0.166113730282E+02      0.166113730282E+02      0.166113730282E+02      0.166113730282E+02
      0.402402402402E+00      0.167339742136E+02      0.167339742136E+02      0.167339742136E+02      0.167339742136E+02
      0.406406406406E+00      0.168248898820E+02      0.168248898820E+02      0.168248898820E+02      0.168248898820E+02
      0.410410410410E+00      0.168869027302E+02      0.168869027302E+02      0.168869027302E+02      0.168869027302E+02
      0.414414414414E+00      0.169230292243E+02      0.169230292243E+02      0.169230292243E+02      0.169230292243E+02
      0.418418418418E+00      0.169365133360E+02      0.169365133360E+02      0.169365133360E+02      0.169365133360E+02
      0.422422422422E+00      0.169307907900E+02      0.169307907900E+02      0.169307907900E+02      0.169307907900E+02
      0.426426426426E+00      0.169094056725E+02      0.169094056725E+02      0.169094056725E+02      0.169094056725E+02
      0.430430430430E+00      0.168758805304E+02      0.168758805304E+02      0.168758805304E+02      0.168758805304E+02
      0.434434434434E+00      0.168335627539E+02      0.168335627539E+02      0.168335627539E+02      0.168335627539E+02
      0.438438438438E+00      0.167854851868E+02      0.167854851868E+02      0.167854851868E+02      0.167854851868E+02
      0.442442442442E+00      0.167342803773E+02      0.167342803773E+02      0.167342803773E+02      0.167342803773E+02
      0.446446446446E+00      0.166821735178E+02      0.166821735178E+02      0.166821735178E+02      0.166821735178E+02
      0.450450450450E+00      0.166310531094E+02      0.166310531094E+02      0.166310531094E+02      0.166310531094E+02
      0.454454454454E+00      0.165825901340E+02      0.165825901340E+02      0.165825901340E+02      0.165825901340E+02
      0.458458458458E+00      0.165383571512E+02      0.165383571512E+02      0.165383571512E+02      0.165383571512E+02
      0.462462462462E+00      0.164998966894E+02      0.164998966894E+02      0.164998966894E+02      0.164998966894E+02
      0.466466466466E+00      0.164687056454E+02      0.164687056454E+02      0.164687056454E+02      0.164687056454E+02
      0.470470470470E+00      0.164461337259E+02      0.164461337259E+02      0.164461337259E+02      0.164461337259E+02
      0.474474474474E+00      0.164332282881E+02      0.164332282881E+02      0.164332282881E+02      0.164332282881E+02
      0.478478478478E+00      0.164305827477E+02      0.164305827477E+02      0.164305827477E+02      0.164305827477E+02
      0.482482482482E+00      0.164382514356E+02      0.164382514356E+02      0.164382514356E+02      0.164382514356E+02
      0.486486486486E+00      0.164557768060E+02      0.164557768060E+02      0.164557768060E+02      0.164557768060E+02
      0.490490490490E+00      0.164823389020E+02      0.164823389020E+02      0.164823389020E+02      0.164823389020E+02
      0.494494494494E+00      0.165169922641E+02      0.165169922641E+02      0.165169922641E+02      0.165169922641E+02
      0.498498498498E+00      0.165589165905E+02      0.165589165905E+02      0.165589165905E+02      0.165589165905E+02
      0.502502502503E+00      0.166075892818E+02      0.166075892818E+02      0.166075892818E+02      0.166075892818E+02
      0.506506506507E+00      0.166628004552E+02      0.166628004552E+02      0.166628004552E+02      0.166628004552E+02
      0.510510510511E+00      0.167244747031E+02      0.167244747031E+02      0.167244747031E+02      0.167244747031E+02
      0.514514514515E+00      0.167923283292E+02      0.167923283292E+02      0.167923283292E+02      0.167923283292E+02
      0.518518518519E+00      0.168654570258E+02      0.168654570258E+02      0.168654570258E+02      0.168654570258E+02
      0.522522522523E+00      0.169419950300E+02      0.169419950300E+02      0.169419950300E+02      0.169419950300E+02
      0.526526526527E+00      0.170189943895E+02      0.170189943895E+02      0.170189943895E+02      0.170189943895E+02
      0.530530530531E+00      0.170926329653E+02      0.170926329653E+02      0.170926329653E+02      0.170926329653E+02
      0.534534534535E+00      0.171587760002E+02      0.171587760002E+02      0.171587760002E+02      0.171587760002E+02
      0.538538538539E+00      0.172138070479E+02      0.172138070479E+02      0.172138070479E+02      0.172138070479E+02
      0.542542542543E+00      0.172555411100E+02      0.172555411100E+02      0.172555411100E+02      0.172555411100E+02
      0.546546546547E+00      0.172839723401E+02      0.172839723401E+02      0.172839723401E+02      0.172839723401E+02
      0.550550550551E+00      0.173016186221E+02      0.173016186221E+02      0.173016186221E+02      0.173016186221E+02
      0.554554554555E+00      0.173133112412E+02      0.173133112412E+02      0.173133112412E+02      0.173133112412E+02
      0.558558558559E+00      0.173254167876E+02      0.173254167876E+02      0.173254167876E+02      0.173254167876E+02
      0.562562562563E+00      0.173446265487E+02      0.173446265487E+02      0.173446265487E+02      0.173446265487E+02
      0.566566566567E+00      0.173765597853E+02      0.173765597853E+02      0.173765597853E+02      0.173765597853E+02
      0.570570570571E+00      0.174244720375E+02      0.174244720375E+02      0.174244720375E+02      0.174244720375E+02
      0.574574574575E+00      0.174883339999E+02      0.174883339999E+02      0.174883339999E+02      0.174883339999E+02
      0.578578578579E+00      0.175644674254E+02      0.175644674254E+02      0.175644674254E+02      0.175644674254E+02
      0.582582582583E+00      0.176458172414E+02      0.176458172414E+02      0.176458172414E+02      0.176458172414E+02
      0.586586586587E+00      0.177228263888E+02      0.177228263888E+02      0.177228263888E+02      0.177228263888E+02
      0.590590590591E+00      0.177847780247E+02      0.177847780247E+02      0.177847780247E+02      0.177847780247E+02
      0.594594594595E+00      0.178213900927E+02      0.178213900927E+02      0.178213900927E+02      0.178213900927E+02
      0.598598598599E+00      0.178243998308E+02      0.178243998308E+02      0.178243998308E+02      0.178243998308E+02
      0.602602602603E+00      0.177888698234E+02      0.177888698234E+02      0.177888698234E+02      0.177888698234E+02
      0.606606606607E+00      0.177139887442E+02      0.177139887442E+02      0.177139887442E+02      0.177139887442E+02
      0.610610610611E+00      0.176032270476E+02      0.176032270476E+02      0.176032270476E+02      0.176032270476E+02
      0.614614614615E+00      0.174638270113E+02      0.174638270113E+02      0.174638270113E+02      0.174638270113E+02
      0.618618618619E+00      0.173057329325E+02      0.173057329325E+02      0.173057329325E+02      0.173057329325E+02
      0.622622622623E+00      0.171401711317E+02      0.171401711317E+02      0.171401711317E+02      0.171401711317E+02
      0.626626626627E+00      0.169781459880E+02      0.169781459880E+02      0.169781459880E+02      0.169781459880E+02
      0.630630630631E+00      0.168291166979E+02      0.168291166979E+02      0.168291166979E+02      0.168291166979E+02
      0.634634634635E+00      0.167000654903E+02      0.167000654903E+02      0.167000654903E+02      0.167000654903E+02
      0.638638638639E+00      0.165950790853E+02      0.165950790853E+02      0.165950790853E+02      0.165950790853E+02
      0.642642642643E+00      0.165154622728E+02      0.165154622728E+02      0.165154622728E+02      0.165154622728E+02
      0.646646646647E+00      0.164603041118E+02      0.164603041118E+02      0.164603041118E+02      0.164603041118E+02
      0.650650650651E+00      0.164273378732E+02      0.164273378732E+02      0.164273378732E+02      0.164273378732E+02
      0.654654654655E+00      0.164138872210E+02      0.164138872210E+02      0.164138872210E+02      0.164138872210E+02
      0.658658658659E+00      0.164176822730E+02      0.164176822730E+02      0.164176822730E+02      0.164176822730E+02
      0.662662662663E+00      0.164373635290E+02      0.164373635290E+02      0.164373635290E+02      0.164373635290E+02
      0.666666666667E+00      0.164725631957E+02      0.164725631957E+02      0.164725631957E+02      0.164725631957E+02
      0.670670670671E+00      0.165235463659E+02      0.165235463659E+02      0.165235463659E+02      0.165235463659E+02
      0.674674674675E+00      0.165904878507E+02      0.165904878507E+02      0.165904878507E+02      0.165904878507E+02
      0.678678678679E+00      0.166725354839E+02      0.166725354839E+02      0.166725354839E+02      0.166725354839E+02
      0.682682682683E+00      0.167668563617E+02      0.167668563617E+02      0.167668563617E+02      0.167668563617E+02
      0.686686686687E+00      0.168678757536E+02      0.168678757536E+02      0.168678757536E+02      0.168678757536E+02
      0.690690690691E+00      0.169669007561E+02      0.169669007561E+02      0.169669007561E+02      0.169669007561E+02
      0.694694694695E+00      0.170522738870E+02      0.170522738870E+02      0.170522738870E+02      0.170522738870E+02
      0.698698698699E+00      0.171101269443E+02      0.171101269443E+02      0.171101269443E+02      0.171101269443E+02
      0.702702702703E+00      0.171257063511E+02      0.171257063511E+02      0.171257063511E+02      0.171257063511E+02
      0.706706706707E+00      0.170851290247E+02      0.170851290247E+02      0.170851290247E+02      0.170851290247E+02
      0.710710710711E+00      0.169773232714E+02      0.169773232714E+02      0.169773232714E+02      0.169773232714E+02
      0.714714714715E+00      0.167958394491E+02      0.167958394491E+02      0.167958394491E+02      0.167958394491E+02
      0.718718718719E+00      0.165402051212E+02      0.165402051212E+02      0.165402051212E+02      0.165402051212E+02
      0.722722722723E+00      0.162165615572E+02      0.162165615572E+02      0.162165615572E+02      0.162165615572E+02
      0.726726726727E+00      0.158374451758E+02      0.158374451758E+02      0.158374451758E+02      0.158374451758E+02
      0.730730730731E+00      0.154207407827E+02      0.154207407827E+02      0.154207407827E+02      0.154207407827E+02
      0.734734734735E+00      0.149879917814E+02      0.149879917814E+02      0.149879917814E+02      0.149879917814E+02
      0.738738738739E+00      0.145623640648E+02      0.145623640648E+02      0.145623640648E+02      0.145623640648E+02
      0.742742742743E+00      0.141665967857E+02      0.141665967857E+02      0.141665967857E+02      0.141665967857E+02
      0.746746746747E+00      0.138212297679E+02      0.138212297679E+02      0.138212297679E+02      0.138212297679E+02
      0.750750750751E+00      0.135432935469E+02      0.135432935469E+02      0.135432935469E+02      0.135432935469E+02
      0.754754754755E+00      0.133455198698E+02      0.133455198698E+02      0.133455198698E+02      0.133455198698E+02
      0.758758758759E+00      0.132360165012E+02      0.132360165012E+02      0.132360165012E+02      0.132360165012E+02
      0.762762762763E+00      0.132182784370E+02      0.132182784370E+02      0.132182784370E+02      0.132182784370E+02
      0.766766766767E+00      0.132913886412E+02      0.132913886412E+02      0.132913886412E+02      0.132913886412E+02
      0.770770770771E+00      0.134502887968E+02      0.134502887968E+02      0.134502887968E+02      0.134502887968E+02
      0.774774774775E+00      0.136860569124E+02      0.136860569124E+02      0.136860569124E+02      0.136860569124E+02
      0.778778778779E+00      0.139861926846E+02      0.139861926846E+02      0.139861926846E+02      0.139861926846E+02
      0.782782782783E+00      0.143349637460E+02      0.143349637460E+02      0.143349637460E+02      0.143349637460E+02
      0.786786786787E+00      0.147138922308E+02      0.147138922308E+02      0.147138922308E+02      0.147138922308E+02
      0.790790790791E+00      0.151024551253E+02      0.151024551253E+02      0.151024551253E+02      0.151024551253E+02
      0.794794794795E+00      0.154790360815E+02      0.154790360815E+02      0.154790360815E+02      0.154790360815E+02
      0.798798798799E+00      0.158221107427E+02      0.158221107427E+02      0.158221107427E+02      0.158221107427E+02
      0.802802802803E+00      0.161115863563E+02      0.161115863563E+02      0.161115863563E+02      0.161115863563E+02
      0.806806806807E+00      0.163301638081E+02      0.163301638081E+02      0.163301638081E+02      0.163301638081E+02
      0.810810810811E+00      0.164645579270E+02      0.164645579270E+02      0.164645579270E+02      0.164645579270E+02
      0.814814814815E+00      0.165064081213E+02      0.165064081213E+02      0.165064081213E+02      0.165064081213E+02
      0.818818818819E+00      0.164527403152E+02      0.164527403152E+02      0.164527403152E+02      0.164527403152E+02
      0.822822822823E+00      0.163059014600E+02      0.163059014600E+02      0.163059014600E+02      0.163059014600E+02
      0.826826826827E+00      0.160729709577E+02      0.160729709577E+02      0.160729709577E+02      0.160729709577E+02
      0.830830830831E+00      0.157647429031E+02      0.157647429031E+02      0.157647429031E+02      0.157647429031E+02
      0.834834834835E+00      0.153944485258E+02      0.153944485258E+02      0.153944485258E+02      0.153944485258E+02
      0.838838838839E+00      0.149764305298E+02      0.149764305298E+02      0.149764305298E+02      0.149764305298E+02
      0.842842842843E+00      0.145249788328E+02      0.145249788328E+02      0.145249788328E+02      0.145249788328E+02
      0.846846846847E+00      0.140534904856E+02      0.140534904856E+02      0.140534904856E+02      0.140534904856E+02
      0.850850850851E+00      0.135740366569E+02      0.135740366569E+02      0.135740366569E+02      0.135740366569E+02
      0.854854854855E+00      0.130973260684E+02      0.130973260684E+02      0.130973260684E+02      0.130973260684E+02
      0.858858858859E+00      0.126329698810E+02      0.126329698810E+02      0.126329698810E+02      0.126329698810E+02
      0.862862862863E+00      0.121898980887E+02      0.121898980887E+02      0.121898980887E+02      0.121898980887E+02
      0.866866866867E+00      0.117767646799E+02      0.117767646799E+02      0.117767646799E+02      0.117767646799E+02
      0.870870870871E+00      0.114022094111E+02      0.114022094111E+02      0.114022094111E+02      0.114022094111E+02
      0.874874874875E+00      0.110749065733E+02      0.110749065733E+02      0.110749065733E+02      0.110749065733E+02
      0.878878878879E+00      0.108034043236E+02      0.108034043236E+02      0.108034043236E+02      0.108034043236E+02
      0.882882882883E+00      0.105958178615E+02      0.105958178615E+02      0.105958178615E+02      0.105958178615E+02
      0.886886886887E+00      0.104594677594E+02      0.104594677594E+02      0.104594677594E+02      0.104594677594E+02
      0.890890890891E+00      0.104005455227E+02      0.104005455227E+02      0.104005455227E+02      0.104005455227E+02
      0.894894894895E+00      0.104238500079E+02      0.104238500079E+02      0.104238500079E+02      0.104238500079E+02
      0.898898898899E+00      0.105325877556E+02      0.105325877556E+02      0.105325877556E+02      0.105325877556E+02
      0.902902902903E+00      0.107281865269E+02      0.107281865269E+02      0.107281865269E+02      0.107281865269E+02
      0.906906906907E+00      0.110100492824E+02      0.110100492824E+02      0.110100492824E+02      0.110100492824E+02
      0.910910910911E+00      0.113751836554E+02      0.113751836554E+02      0.113751836554E+02      0.113751836554E+02
      0.914914914915E+00      0.118176806529E+02      0.118176806529E+02      0.118176806529E+02      0.118176806529E+02
      0.918918918919E+00      0.123280798237E+02      0.123280798237E+02      0.123280798237E+02      0.123280798237E+02
      0.922922922923E+00      0.128927334660E+02      0.128927334660E+02      0.128927334660E+02      0.128927334660E+02
      0.926926926927E+00      0.134933502157E+02      0.134933502157E+02      0.134933502157E+02      0.134933502157E+02
      0.930930930931E+00      0.141069354184E+02      0.141069354184E+02      0.141069354184E+02      0.141069354184E+02
      0.934934934935E+00      0.147063305981E+02      0.147063305981E+02      0.147063305982E+02      0.147063305981E+02
      0.938938938939E+00      0.152614752488E+02      0.152614752488E+02      0.152614752488E+02      0.152614752488E+02
      0.942942942943E+00      0.157413771306E+02      0.157413771306E+02      0.157413771306E+02      0.157413771306E+02
      0.946946946947E+00      0.161166104145E+02      0.161166104145E+02      0.161166104145E+02      0.161166104145E+02
      0.950950950951E+00      0.163620103438E+02      0.163620103438E+02      0.163620103438E+02      0.163620103438E+02
      0.954954954955E+00      0.164591478041E+02      0.164591478041E+02      0.164591478041E+02      0.164591478041E+02
      0.958958958959E+00      0.163981796872E+02      0.163981796872E+02      0.163981796872E+02      0.163981796872E+02
      0.962962962963E+00      0.161787813387E+02      0.161787813387E+02      0.161787813387E+02      0.161787813387E+02
      0.966966966967E+00      0.158100424136E+02      0.158100424136E+02      0.158100424136E+02      0.158100424136E+02
      0.970970970971E+00      0.153093950953E+02      0.153093950953E+02      0.153093950953E+02      0.153093950953E+02
      0.974974974975E+00      0.147007950908E+02      0.147007950908E+02      0.147007950908E+02      0.147007950908E+02
      0.978978978979E+00      0.140124623534E+02      0.140124623534E+02      0.140124623534E+02      0.140124623534E+02
      0.982982982983E+00      0.132745055819E+02      0.132745055819E+02      0.132745055819E+02      0.132745055819E+02
      0.986986986987E+00      0.125167152668E+02      0.125167152668E+02      0.125167152668E+02      0.125167152668E+02
      0.990990990991E+00      0.117667350279E+02      0.117667350279E+02      0.117667350279E+02      0.117667350279E+02
      0.994994994995E+00      0.110487311308E+02      0.110487311308E+02      0.110487311308E+02      0.110487311308E+02
      0.998998998999E+00      0.103825931363E+02      0.103825931363E+02      0.103825931363E+02      0.103825931363E+02
      0.100300300300E+01      0.978362768456E+01      0.978362768456E+01      0.978362768456E+01      0.978362768456E+01
      0.100700700701E+01      0.926265966681E+01      0.926265966681E+01      0.926265966681E+01      0.926265966681E+01
      0.101101101101E+01      0.882643154340E+01      0.882643154340E+01      0.882643154340E+01      0.882643154340E+01
      0.101501501502E+01      0.847818853364E+01      0.847818853364E+01      0.847818853364E+01      0.847818853364E+01
      0.101901901902E+01      0.821834893416E+01      0.821834893416E+01      0.821834893416E+01      0.821834893416E+01
      0.102302302302E+01      0.804517934783E+01      0.804517934783E+01      0.804517934783E+01      0.804517934783E+01
      0.102702702703E+01      0.795541980244E+01      0.795541980244E+01      0.795541980244E+01      0.795541980244E+01
      0.103103103103E+01      0.794482994261E+01      0.794482994261E+01      0.794482994261E+01      0.794482994261E+01
      0.103503503504E+01      0.800865074665E+01      0.800865074665E+01      0.800865074665E+01      0.800865074665E+01
      0.103903903904E+01      0.814199208968E+01      0.814199208968E+01      0.814199208968E+01      0.814199208968E+01
      0.104304304304E+01      0.834016077068E+01      0.834016077068E+01      0.834016077068E+01      0.834016077068E+01
      0.104704704705E+01      0.859893413346E+01      0.859893413346E+01      0.859893413346E+01      0.859893413346E+01
      0.105105105105E+01      0.891476285943E+01      0.891476285943E+01      0.891476285943E+01      0.891476285943E+01
      0.105505505506E+01      0.928485970182E+01      0.928485970182E+01      0.928485970182E+01      0.928485970182E+01
      0.105905905906E+01      0.970710981930E+01      0.970710981930E+01      0.970710981930E+01      0.970710981930E+01
      0.106306306306E+01      0.101797346247E+02      0.101797346247E+02      0.101797346247E+02      0.101797346247E+02
      0.106706706707E+01      0.107006626560E+02      0.107006626560E+02      0.107006626560E+02      0.107006626560E+02
      0.107107107107E+01      0.112666092433E+02      0.112666092433E+02      0.112666092433E+02      0.112666092433E+02
      0.107507507508E+01      0.118719364131E+02      0.118719364131E+02      0.118719364131E+02      0.118719364131E+02
      0.107907907908E+01      0.125074452406E+02      0.125074452406E+02      0.125074452406E+02      0.125074452406E+02
      0.108308308308E+01      0.131593299910E+02      0.131593299910E+02      0.131593299910E+02      0.131593299910E+02
      0.108708708709E+01      0.138085762178E+02      0.138085762178E+02      0.138085762178E+02      0.138085762178E+02
      0.109109109109E+01      0.144310865994E+02      0.144310865994E+02      0.144310865994E+02      0.144310865994E+02
      0.109509509510E+01      0.149987415273E+02      0.149987415273E+02      0.149987415273E+02      0.149987415273E+02
      0.109909909910E+01      0.154814340273E+02      0.154814340273E+02      0.154814340273E+02      0.154814340273E+02
      0.110310310310E+01      0.158498818211E+02      0.158498818211E+02      0.158498818211E+02      0.158498818211E+02
      0.110710710711E+01      0.160787770573E+02      0.160787770573E+02      0.160787770573E+02      0.160787770573E+02
      0.111111111111E+01      0.161496780045E+02      0.161496780045E+02      0.161496780045E+02      0.161496780045E+02
      0.111511511512E+01      0.160530563588E+02      0.160530563588E+02      0.160530563588E+02      0.160530563588E+02
      0.111911911912E+01      0.157891102397E+02      0.157891102397E+02      0.157891102397E+02      0.157891102397E+02
      0.112312312312E+01      0.153672770480E+02      0.153672770480E+02      0.153672770480E+02      0.153672770480E+02
      0.112712712713E+01      0.148047122686E+02      0.148047122686E+02      0.148047122686E+02      0.148047122686E+02
      0.113113113113E+01      0.141242153271E+02      0.141242153271E+02      0.141242153271E+02      0.141242153271E+02
      0.113513513514E+01      0.133521116694E+02      0.133521116694E+02      0.133521116694E+02      0.133521116694E+02
      0.113913913914E+01      0.125164551423E+02      0.125164551423E+02      0.125164551423E+02      0.125164551423E+02
      0.114314314314E+01      0.116456804517E+02      0.116456804517E+02      0.116456804517E+02      0.116456804517E+02
      0.114714714715E+01      0.107676213106E+02      0.107676213106E+02      0.107676213106E+02      0.107676213106E+02
      0.115115115115E+01      0.990870053541E+01      0.990870053541E+01      0.990870053542E+01      0.990870053542E+01
      0.115515515516E+01      0.909312081335E+01      0.909312081335E+01      0.909312081335E+01      0.909312081335E+01
      0.115915915916E+01      0.834200368568E+01      0.834200368568E+01      0.834200368568E+01      0.834200368568E+01
      0.116316316316E+01      0.767256395449E+01      0.767256395449E+01      0.767256395449E+01      0.767256395449E+01
      0.116716716717E+01      0.709749053163E+01      0.709749053163E+01      0.709749053163E+01      0.709749053163E+01
      0.117117117117E+01      0.662469238123E+01      0.662469238123E+01      0.662469238123E+01      0.662469238123E+01
      0.117517517518E+01      0.625747351924E+01      0.625747351924E+01      0.625747351924E+01      0.625747351924E+01
      0.117917917918E+01      0.599508065625E+01      0.599508065625E+01      0.599508065625E+01      0.599508065625E+01
      0.118318318318E+01      0.583348616572E+01      0.583348616572E+01      0.583348616572E+01      0.583348616572E+01
      0.118718718719E+01      0.576626396545E+01      0.576626396545E+01      0.576626396545E+01      0.576626396545E+01
      0.119119119119E+01      0.578547522141E+01      0.578547522141E+01      0.578547522141E+01      0.578547522141E+01
      0.119519519520E+01      0.588255519434E+01      0.588255519434E+01      0.588255519434E+01      0.588255519434E+01
      0.119919919920E+01      0.604922659887E+01      0.604922659887E+01      0.604922659887E+01      0.604922659887E+01
      0.120320320320E+01      0.627843133422E+01      0.627843133422E+01      0.627843133422E+01      0.627843133422E+01
      0.120720720721E+01      0.656518877276E+01      0.656518877276E+01      0.656518877276E+01      0.656518877276E+01
      0.121121121121E+01      0.690720550426E+01      0.690720550426E+01      0.690720550426E+01      0.690720550426E+01
