             #Energy(eV)                XX(uV/K)                YY(uV/K)                ZZ(uV/K)           Average(uV/K)
      0.122122122122E+00     -0.898398946648E+03     -0.898398946648E+03     -0.898398946648E+03     -0.898398946648E+03
      0.126126126126E+00     -0.910248169747E+03     -0.910248169747E+03     -0.910248169747E+03     -0.910248169747E+03
      0.130130130130E+00     -0.915763427259E+03     -0.915763427259E+03     -0.915763427259E+03     -0.915763427259E+03
      0.134134134134E+00     -0.916463236333E+03     -0.916463236333E+03     -0.916463236333E+03     -0.916463236333E+03
      0.138138138138E+00     -0.913536312214E+03     -0.913536312214E+03     -0.913536312214E+03     -0.913536312214E+03
      0.142142142142E+00     -0.907896844855E+03     -0.907896844855E+03     -0.907896844855E+03     -0.907896844855E+03
      0.146146146146E+00     -0.900238970673E+03     -0.900238970673E+03     -0.900238970673E+03     -0.900238970673E+03
      0.150150150150E+00     -0.891084882963E+03     -0.891084882963E+03     -0.891084882963E+03     -0.891084882963E+03
      0.154154154154E+00     -0.880824788348E+03     -0.880824788348E+03     -0.880824788348E+03     -0.880824788348E+03
      0.158158158158E+00     -0.869748842688E+03     -0.869748842688E+03     -0.869748842688E+03     -0.869748842688E+03
      0.162162162162E+00     -0.858072038364E+03     -0.858072038364E+03     -0.858072038364E+03     -0.858072038364E+03
      0.166166166166E+00     -0.845953266142E+03     -0.845953266142E+03     -0.845953266142E+03     -0.845953266142E+03
      0.170170170170E+00     -0.833509739991E+03     -0.833509739991E+03     -0.833509739990E+03     -0.833509739991E+03
      0.174174174174E+00     -0.820827819999E+03     -0.820827819999E+03     -0.820827819999E+03     -0.820827819999E+03
      0.178178178178E+00     -0.807971083439E+03     -0.807971083439E+03     -0.807971083439E+03     -0.807971083439E+03
      0.182182182182E+00     -0.794986317462E+03     -0.794986317462E+03     -0.794986317462E+03     -0.794986317462E+03
      0.186186186186E+00     -0.781907954803E+03     -0.781907954803E+03     -0.781907954803E+03     -0.781907954803E+03
      0.190190190190E+00     -0.768761349883E+03     -0.768761349883E+03     -0.768761349883E+03     -0.768761349883E+03
      0.194194194194E+00     -0.755565194913E+03     -0.755565194913E+03     -0.755565194913E+03     -0.755565194913E+03
      0.198198198198E+00     -0.742333300215E+03     -0.742333300215E+03     -0.742333300215E+03     -0.742333300215E+03
      0.202202202202E+00     -0.729075905639E+03     -0.729075905639E+03     -0.729075905639E+03     -0.729075905639E+03
      0.206206206206E+00     -0.715800646840E+03     -0.715800646840E+03     -0.715800646840E+03     -0.715800646840E+03
      0.210210210210E+00     -0.702513267926E+03     -0.702513267926E+03     -0.702513267926E+03     -0.702513267926E+03
      0.214214214214E+00     -0.689218148080E+03     -0.689218148080E+03     -0.689218148080E+03     -0.689218148080E+03
      0.218218218218E+00     -0.675918691980E+03     -0.675918691980E+03     -0.675918691980E+03     -0.675918691980E+03
      0.222222222222E+00     -0.662617620796E+03     -0.662617620796E+03     -0.662617620796E+03     -0.662617620796E+03
      0.226226226226E+00     -0.649317190853E+03     -0.649317190853E+03     -0.649317190853E+03     -0.649317190853E+03
      0.230230230230E+00     -0.636019359997E+03     -0.636019359997E+03     -0.636019359997E+03     -0.636019359997E+03
      0.234234234234E+00     -0.622725916467E+03     -0.622725916467E+03     -0.622725916467E+03     -0.622725916467E+03
      0.238238238238E+00     -0.609438581280E+03     -0.609438581280E+03     -0.609438581280E+03     -0.609438581280E+03
      0.242242242242E+00     -0.596159092318E+03     -0.596159092318E+03     -0.596159092318E+03     -0.596159092318E+03
      0.246246246246E+00     -0.582889276284E+03     -0.582889276284E+03     -0.582889276284E+03     -0.582889276284E+03
      0.250250250250E+00     -0.569631113184E+03     -0.569631113184E+03     -0.569631113184E+03     -0.569631113184E+03
      0.254254254254E+00     -0.556386796895E+03     -0.556386796895E+03     -0.556386796895E+03     -0.556386796895E+03
      0.258258258258E+00     -0.543158794568E+03     -0.543158794568E+03     -0.543158794568E+03     -0.543158794568E+03
      0.262262262262E+00     -0.529949906979E+03     -0.529949906979E+03     -0.529949906979E+03     -0.529949906979E+03
      0.266266266266E+00     -0.516763331484E+03     -0.516763331484E+03     -0.516763331484E+03     -0.516763331484E+03
      0.270270270270E+00     -0.503602728785E+03     -0.503602728785E+03     -0.503602728785E+03     -0.503602728785E+03
      0.274274274274E+00     -0.490472294356E+03     -0.490472294356E+03     -0.490472294356E+03     -0.490472294356E+03
      0.278278278278E+00     -0.477376834940E+03     -0.477376834940E+03     -0.477376834940E+03     -0.477376834940E+03
      0.282282282282E+00     -0.464321850129E+03     -0.464321850129E+03     -0.464321850129E+03     -0.464321850129E+03
      0.286286286286E+00     -0.451313618419E+03     -0.451313618419E+03     -0.451313618419E+03     -0.451313618419E+03
      0.290290290290E+00     -0.438359286537E+03     -0.438359286537E+03     -0.438359286537E+03     -0.438359286537E+03
      0.294294294294E+00     -0.425466959971E+03     -0.425466959971E+03     -0.425466959971E+03     -0.425466959971E+03
      0.298298298298E+00     -0.412645791661E+03     -0.412645791661E+03     -0.412645791661E+03     -0.412645791661E+03
      0.302302302302E+00     -0.399906064675E+03     -0.399906064675E+03     -0.399906064675E+03     -0.399906064675E+03
      0.306306306306E+00     -0.387259263401E+03     -0.387259263401E+03     -0.387259263401E+03     -0.387259263401E+03
      0.310310310310E+00     -0.374718126473E+03     -0.374718126473E+03     -0.374718126473E+03     -0.374718126473E+03
      0.314314314314E+00     -0.362296673386E+03     -0.362296673386E+03     -0.362296673386E+03     -0.362296673386E+03
      0.318318318318E+00     -0.350010195813E+03     -0.350010195813E+03     -0.350010195813E+03     -0.350010195813E+03
      0.322322322322E+00     -0.337875204230E+03     -0.337875204230E+03     -0.337875204230E+03     -0.337875204230E+03
      0.326326326326E+00     -0.325909320930E+03     -0.325909320930E+03     -0.325909320930E+03     -0.325909320930E+03
      0.330330330330E+00     -0.314131112204E+03     -0.314131112204E+03     -0.314131112204E+03     -0.314131112204E+03
      0.334334334334E+00     -0.302559855664E+03     -0.302559855664E+03     -0.302559855664E+03     -0.302559855664E+03
      0.338338338338E+00     -0.291215243315E+03     -0.291215243315E+03     -0.291215243315E+03     -0.291215243315E+03
      0.342342342342E+00     -0.280117027044E+03     -0.280117027044E+03     -0.280117027044E+03     -0.280117027044E+03
      0.346346346346E+00     -0.269284619678E+03     -0.269284619678E+03     -0.269284619678E+03     -0.269284619678E+03
      0.350350350350E+00     -0.258736670848E+03     -0.258736670848E+03     -0.258736670848E+03     -0.258736670848E+03
      0.354354354354E+00     -0.248490640934E+03     -0.248490640934E+03     -0.248490640934E+03     -0.248490640934E+03
      0.358358358358E+00     -0.238562397193E+03     -0.238562397193E+03     -0.238562397193E+03     -0.238562397193E+03
      0.362362362362E+00     -0.228965853003E+03     -0.228965853003E+03     -0.228965853003E+03     -0.228965853003E+03
      0.366366366366E+00     -0.219712664428E+03     -0.219712664428E+03     -0.219712664428E+03     -0.219712664428E+03
      0.370370370370E+00     -0.210811990096E+03     -0.210811990096E+03     -0.210811990097E+03     -0.210811990096E+03
      0.374374374374E+00     -0.202270313603E+03     -0.202270313603E+03     -0.202270313603E+03     -0.202270313603E+03
      0.378378378378E+00     -0.194091325713E+03     -0.194091325713E+03     -0.194091325713E+03     -0.194091325713E+03
      0.382382382382E+00     -0.186275868326E+03     -0.186275868326E+03     -0.186275868326E+03     -0.186275868326E+03
      0.386386386386E+00     -0.178821952243E+03     -0.178821952243E+03     -0.178821952243E+03     -0.178821952243E+03
      0.390390390390E+00     -0.171724871471E+03     -0.171724871471E+03     -0.171724871471E+03     -0.171724871471E+03
      0.394394394394E+00     -0.164977440796E+03     -0.164977440796E+03     -0.164977440796E+03     -0.164977440796E+03
      0.398398398398E+00     -0.158570373676E+03     -0.158570373676E+03     -0.158570373676E+03     -0.158570373676E+03
      0.402402402402E+00     -0.152492791774E+03     -0.152492791774E+03     -0.152492791774E+03     -0.152492791774E+03
      0.406406406406E+00     -0.146732820360E+03     -0.146732820360E+03     -0.146732820360E+03     -0.146732820360E+03
      0.410410410410E+00     -0.141278187710E+03     -0.141278187710E+03     -0.141278187710E+03     -0.141278187710E+03
      0.414414414414E+00     -0.136116727159E+03     -0.136116727159E+03     -0.136116727159E+03     -0.136116727159E+03
      0.418418418418E+00     -0.131236690409E+03     -0.131236690409E+03     -0.131236690409E+03     -0.131236690409E+03
      0.422422422422E+00     -0.126626822959E+03     -0.126626822959E+03     -0.126626822959E+03     -0.126626822959E+03
      0.426426426426E+00     -0.122276217142E+03     -0.122276217142E+03     -0.122276217142E+03     -0.122276217142E+03
      0.430430430430E+00     -0.118174024769E+03     -0.118174024769E+03     -0.118174024769E+03     -0.118174024769E+03
      0.434434434434E+00     -0.114309155632E+03     -0.114309155632E+03     -0.114309155632E+03     -0.114309155632E+03
      0.438438438438E+00     -0.110670091916E+03     -0.110670091916E+03     -0.110670091916E+03     -0.110670091916E+03
      0.442442442442E+00     -0.107244907096E+03     -0.107244907096E+03     -0.107244907096E+03     -0.107244907096E+03
      0.446446446446E+00     -0.104021503000E+03     -0.104021503000E+03     -0.104021503000E+03     -0.104021503000E+03
      0.450450450450E+00     -0.100987995808E+03     -0.100987995808E+03     -0.100987995808E+03     -0.100987995808E+03
      0.454454454454E+00     -0.981331212011E+02     -0.981331212011E+02     -0.981331212011E+02     -0.981331212011E+02
      0.458458458458E+00     -0.954465142488E+02     -0.954465142488E+02     -0.954465142488E+02     -0.954465142488E+02
      0.462462462462E+00     -0.929187584665E+02     -0.929187584665E+02     -0.929187584665E+02     -0.929187584665E+02
      0.466466466466E+00     -0.905411780400E+02     -0.905411780400E+02     -0.905411780400E+02     -0.905411780400E+02
      0.470470470470E+00     -0.883054397013E+02     -0.883054397013E+02     -0.883054397013E+02     -0.883054397013E+02
      0.474474474474E+00     -0.862031030887E+02     -0.862031030887E+02     -0.862031030887E+02     -0.862031030887E+02
      0.478478478478E+00     -0.842252846244E+02     -0.842252846244E+02     -0.842252846244E+02     -0.842252846244E+02
      0.482482482482E+00     -0.823625692938E+02     -0.823625692938E+02     -0.823625692937E+02     -0.823625692937E+02
      0.486486486486E+00     -0.806052250164E+02     -0.806052250164E+02     -0.806052250164E+02     -0.806052250164E+02
      0.490490490490E+00     -0.789436694662E+02     -0.789436694662E+02     -0.789436694662E+02     -0.789436694662E+02
      0.494494494494E+00     -0.773690427840E+02     -0.773690427840E+02     -0.773690427840E+02     -0.773690427840E+02
      0.498498498498E+00     -0.758736852085E+02     -0.758736852085E+02     -0.758736852085E+02     -0.758736852085E+02
      0.502502502503E+00     -0.744513290431E+02     -0.744513290431E+02     -0.744513290431E+02     -0.744513290431E+02
      0.506506506507E+00     -0.730968927689E+02     -0.730968927689E+02     -0.730968927689E+02     -0.730968927689E+02
      0.510510510511E+00     -0.718058919584E+02     -0.718058919584E+02     -0.718058919584E+02     -0.718058919584E+02
      0.514514514515E+00     -0.705736194155E+02     -0.705736194155E+02     -0.705736194155E+02     -0.705736194155E+02
      0.518518518519E+00     -0.693943512984E+02     -0.693943512984E+02     -0.693943512984E+02     -0.693943512984E+02
      0.522522522523E+00     -0.682608692822E+02     -0.682608692822E+02     -0.682608692822E+02     -0.682608692822E+02
      0.526526526527E+00     -0.671645320135E+02     -0.671645320135E+02     -0.671645320135E+02     -0.671645320135E+02
      0.530530530531E+00     -0.660959889719E+02     -0.660959889719E+02     -0.660959889719E+02     -0.660959889719E+02
      0.534534534535E+00     -0.650464401352E+02     -0.650464401352E+02     -0.650464401352E+02     -0.650464401352E+02
      0.538538538539E+00     -0.640091597290E+02     -0.640091597290E+02     -0.640091597290E+02     -0.640091597290E+02
      0.542542542543E+00     -0.629808815469E+02     -0.629808815469E+02     -0.629808815469E+02     -0.629808815469E+02
      0.546546546547E+00     -0.619626319250E+02     -0.619626319250E+02     -0.619626319250E+02     -0.619626319250E+02
      0.550550550551E+00     -0.609597068390E+02     -0.609597068390E+02     -0.609597068390E+02     -0.609597068390E+02
      0.554554554555E+00     -0.599806945949E+02     -0.599806945949E+02     -0.599806945949E+02     -0.599806945949E+02
      0.558558558559E+00     -0.590356870899E+02     -0.590356870899E+02     -0.590356870899E+02     -0.590356870899E+02
      0.562562562563E+00     -0.581340319642E+02     -0.581340319642E+02     -0.581340319642E+02     -0.581340319642E+02
      0.566566566567E+00     -0.572820986664E+02     -0.572820986664E+02     -0.572820986664E+02     -0.572820986664E+02
      0.570570570571E+00     -0.564815351941E+02     -0.564815351941E+02     -0.564815351941E+02     -0.564815351941E+02
      0.574574574575E+00     -0.557283838306E+02     -0.557283838306E+02     -0.557283838306E+02     -0.557283838306E+02
      0.578578578579E+00     -0.550132366132E+02     -0.550132366132E+02     -0.550132366132E+02     -0.550132366132E+02
      0.582582582583E+00     -0.543223942833E+02     -0.543223942833E+02     -0.543223942833E+02     -0.543223942833E+02
      0.586586586587E+00     -0.536397979817E+02     -0.536397979817E+02     -0.536397979817E+02     -0.536397979817E+02
      0.590590590591E+00     -0.529493711720E+02     -0.529493711720E+02     -0.529493711720E+02     -0.529493711720E+02
      0.594594594595E+00     -0.522373595746E+02     -0.522373595746E+02     -0.522373595746E+02     -0.522373595746E+02
      0.598598598599E+00     -0.514942865007E+02     -0.514942865007E+02     -0.514942865007E+02     -0.514942865007E+02
      0.602602602603E+00     -0.507162312549E+02     -0.507162312549E+02     -0.507162312549E+02     -0.507162312549E+02
      0.606606606607E+00     -0.499052644250E+02     -0.499052644250E+02     -0.499052644250E+02     -0.499052644250E+02
      0.610610610611E+00     -0.490690126358E+02     -0.490690126358E+02     -0.490690126358E+02     -0.490690126358E+02
      0.614614614615E+00     -0.482194578721E+02     -0.482194578721E+02     -0.482194578721E+02     -0.482194578721E+02
      0.618618618619E+00     -0.473711873918E+02     -0.473711873918E+02     -0.473711873918E+02     -0.473711873918E+02
      0.622622622623E+00     -0.465393863115E+02     -0.465393863115E+02     -0.465393863114E+02     -0.465393863115E+02
      0.626626626627E+00     -0.457378954801E+02     -0.457378954801E+02     -0.457378954801E+02     -0.457378954801E+02
      0.630630630631E+00     -0.449776363264E+02     -0.449776363264E+02     -0.449776363264E+02     -0.449776363264E+02
      0.634634634635E+00     -0.442656331007E+02     -0.442656331007E+02     -0.442656331007E+02     -0.442656331007E+02
      0.638638638639E+00     -0.436047508949E+02     -0.436047508949E+02     -0.436047508949E+02     -0.436047508949E+02
      0.642642642643E+00     -0.429941331135E+02     -0.429941331135E+02     -0.429941331135E+02     -0.429941331135E+02
      0.646646646647E+00     -0.424301896646E+02     -0.424301896646E+02     -0.424301896646E+02     -0.424301896646E+02
      0.650650650651E+00     -0.419078848566E+02     -0.419078848566E+02     -0.419078848566E+02     -0.419078848566E+02
      0.654654654655E+00     -0.414220255596E+02     -0.414220255596E+02     -0.414220255596E+02     -0.414220255596E+02
      0.658658658659E+00     -0.409682675801E+02     -0.409682675801E+02     -0.409682675801E+02     -0.409682675801E+02
      0.662662662663E+00     -0.405436364575E+02     -0.405436364575E+02     -0.405436364575E+02     -0.405436364575E+02
      0.666666666667E+00     -0.401464772641E+02     -0.401464772641E+02     -0.401464772641E+02     -0.401464772641E+02
      0.670670670671E+00     -0.397758770597E+02     -0.397758770597E+02     -0.397758770597E+02     -0.397758770597E+02
      0.674674674675E+00     -0.394307150822E+02     -0.394307150822E+02     -0.394307150822E+02     -0.394307150822E+02
      0.678678678679E+00     -0.391085696940E+02     -0.391085696940E+02     -0.391085696940E+02     -0.391085696940E+02
      0.682682682683E+00     -0.388047383632E+02     -0.388047383632E+02     -0.388047383632E+02     -0.388047383632E+02
      0.686686686687E+00     -0.385116071759E+02     -0.385116071759E+02     -0.385116071759E+02     -0.385116071759E+02
      0.690690690691E+00     -0.382185450893E+02     -0.382185450893E+02     -0.382185450893E+02     -0.382185450893E+02
      0.694694694695E+00     -0.379124054972E+02     -0.379124054972E+02     -0.379124054972E+02     -0.379124054972E+02
      0.698698698699E+00     -0.375786085437E+02     -0.375786085437E+02     -0.375786085437E+02     -0.375786085437E+02
      0.702702702703E+00     -0.372026710892E+02     -0.372026710892E+02     -0.372026710892E+02     -0.372026710892E+02
      0.706706706707E+00     -0.367719676375E+02     -0.367719676375E+02     -0.367719676375E+02     -0.367719676375E+02
      0.710710710711E+00     -0.362774612723E+02     -0.362774612723E+02     -0.362774612723E+02     -0.362774612723E+02
      0.714714714715E+00     -0.357151462277E+02     -0.357151462277E+02     -0.357151462277E+02     -0.357151462277E+02
      0.718718718719E+00     -0.350869897443E+02     -0.350869897443E+02     -0.350869897443E+02     -0.350869897443E+02
      0.722722722723E+00     -0.344012380951E+02     -0.344012380951E+02     -0.344012380951E+02     -0.344012380951E+02
      0.726726726727E+00     -0.336720436553E+02     -0.336720436553E+02     -0.336720436553E+02     -0.336720436553E+02
      0.730730730731E+00     -0.329184607863E+02     -0.329184607863E+02     -0.329184607863E+02     -0.329184607863E+02
      0.734734734735E+00     -0.321629357696E+02     -0.321629357696E+02     -0.321629357696E+02     -0.321629357696E+02
      0.738738738739E+00     -0.314294718411E+02     -0.314294718411E+02     -0.314294718411E+02     -0.314294718411E+02
      0.742742742743E+00     -0.307416796767E+02     -0.307416796767E+02     -0.307416796767E+02     -0.307416796767E+02
      0.746746746747E+00     -0.301209242505E+02     -0.301209242505E+02     -0.301209242505E+02     -0.301209242505E+02
      0.750750750751E+00     -0.295847513420E+02     -0.295847513420E+02     -0.295847513420E+02     -0.295847513420E+02
      0.754754754755E+00     -0.291457254380E+02     -0.291457254380E+02     -0.291457254380E+02     -0.291457254380E+02
      0.758758758759E+00     -0.288107443954E+02     -0.288107443954E+02     -0.288107443954E+02     -0.288107443954E+02
      0.762762762763E+00     -0.285808282959E+02     -0.285808282959E+02     -0.285808282959E+02     -0.285808282959E+02
      0.766766766767E+00     -0.284513250407E+02     -0.284513250407E+02     -0.284513250407E+02     -0.284513250407E+02
      0.770770770771E+00     -0.284124444622E+02     -0.284124444622E+02     -0.284124444622E+02     -0.284124444622E+02
      0.774774774775E+00     -0.284500288449E+02     -0.284500288449E+02     -0.284500288449E+02     -0.284500288449E+02
      0.778778778779E+00     -0.285464837561E+02     -0.285464837561E+02     -0.285464837561E+02     -0.285464837561E+02
      0.782782782783E+00     -0.286818155147E+02     -0.286818155147E+02     -0.286818155147E+02     -0.286818155147E+02
      0.786786786787E+00     -0.288347372845E+02     -0.288347372845E+02     -0.288347372845E+02     -0.288347372845E+02
      0.790790790791E+00     -0.289838081253E+02     -0.289838081253E+02     -0.289838081253E+02     -0.289838081253E+02
      0.794794794795E+00     -0.291085605046E+02     -0.291085605046E+02     -0.291085605046E+02     -0.291085605046E+02
      0.798798798799E+00     -0.291905595082E+02     -0.291905595082E+02     -0.291905595082E+02     -0.291905595082E+02
      0.802802802803E+00     -0.292143291115E+02     -0.292143291115E+02     -0.292143291115E+02     -0.292143291115E+02
      0.806806806807E+00     -0.291680814350E+02     -0.291680814350E+02     -0.291680814350E+02     -0.291680814350E+02
      0.810810810811E+00     -0.290441939748E+02     -0.290441939748E+02     -0.290441939748E+02     -0.290441939748E+02
      0.814814814815E+00     -0.288393957905E+02     -0.288393957905E+02     -0.288393957905E+02     -0.288393957905E+02
      0.818818818819E+00     -0.285546454805E+02     -0.285546454805E+02     -0.285546454805E+02     -0.285546454805E+02
      0.822822822823E+00     -0.281947110325E+02     -0.281947110325E+02     -0.281947110325E+02     -0.281947110325E+02
      0.826826826827E+00     -0.277674930907E+02     -0.277674930907E+02     -0.277674930907E+02     -0.277674930907E+02
      0.830830830831E+00     -0.272831655166E+02     -0.272831655166E+02     -0.272831655166E+02     -0.272831655166E+02
      0.834834834835E+00     -0.267532347591E+02     -0.267532347591E+02     -0.267532347591E+02     -0.267532347591E+02
      0.838838838839E+00     -0.261896357494E+02     -0.261896357494E+02     -0.261896357494E+02     -0.261896357494E+02
      0.842842842843E+00     -0.256039806186E+02     -0.256039806186E+02     -0.256039806186E+02     -0.256039806186E+02
      0.846846846847E+00     -0.250070537894E+02     -0.250070537894E+02     -0.250070537894E+02     -0.250070537894E+02
      0.850850850851E+00     -0.244086035868E+02     -0.244086035868E+02     -0.244086035868E+02     -0.244086035868E+02
      0.854854854855E+00     -0.238174227312E+02     -0.238174227312E+02     -0.238174227312E+02     -0.238174227312E+02
      0.858858858859E+00     -0.232416497462E+02     -0.232416497462E+02     -0.232416497462E+02     -0.232416497462E+02
      0.862862862863E+00     -0.226891753816E+02     -0.226891753816E+02     -0.226891753816E+02     -0.226891753816E+02
      0.866866866867E+00     -0.221680164035E+02     -0.221680164035E+02     -0.221680164035E+02     -0.221680164035E+02
      0.870870870871E+00     -0.216865311760E+02     -0.216865311760E+02     -0.216865311760E+02     -0.216865311760E+02
      0.874874874875E+00     -0.212533954224E+02     -0.212533954224E+02     -0.212533954224E+02     -0.212533954224E+02
      0.878878878879E+00     -0.208773206056E+02     -0.208773206056E+02     -0.208773206056E+02     -0.208773206056E+02
      0.882882882883E+00     -0.205665630979E+02     -0.205665630979E+02     -0.205665630979E+02     -0.205665630979E+02
      0.886886886887E+00     -0.203283204865E+02     -0.203283204865E+02     -0.203283204865E+02     -0.203283204865E+02
      0.890890890891E+00     -0.201681282519E+02     -0.201681282519E+02     -0.201681282519E+02     -0.201681282519E+02
      0.894894894895E+00     -0.200893523870E+02     -0.200893523870E+02     -0.200893523870E+02     -0.200893523870E+02
      0.898898898899E+00     -0.200928299696E+02     -0.200928299696E+02     -0.200928299696E+02     -0.200928299696E+02
      0.902902902903E+00     -0.201766583445E+02     -0.201766583445E+02     -0.201766583445E+02     -0.201766583445E+02
      0.906906906907E+00     -0.203360951937E+02     -0.203360951937E+02     -0.203360951937E+02     -0.203360951937E+02
      0.910910910911E+00     -0.205635215666E+02     -0.205635215666E+02     -0.205635215666E+02     -0.205635215666E+02
      0.914914914915E+00     -0.208484408444E+02     -0.208484408444E+02     -0.208484408444E+02     -0.208484408444E+02
      0.918918918919E+00     -0.211775278944E+02     -0.211775278944E+02     -0.211775278944E+02     -0.211775278944E+02
      0.922922922923E+00     -0.215347845891E+02     -0.215347845891E+02     -0.215347845891E+02     -0.215347845891E+02
      0.926926926927E+00     -0.219018802508E+02     -0.219018802508E+02     -0.219018802508E+02     -0.219018802508E+02
      0.930930930931E+00     -0.222587461161E+02     -0.222587461161E+02     -0.222587461161E+02     -0.222587461161E+02
      0.934934934935E+00     -0.225844514712E+02     -0.225844514712E+02     -0.225844514712E+02     -0.225844514712E+02
      0.938938938939E+00     -0.228583270700E+02     -0.228583270700E+02     -0.228583270700E+02     -0.228583270700E+02
      0.942942942943E+00     -0.230612371995E+02     -0.230612371995E+02     -0.230612371995E+02     -0.230612371995E+02
      0.946946946947E+00     -0.231768545836E+02     -0.231768545836E+02     -0.231768545836E+02     -0.231768545836E+02
      0.950950950951E+00     -0.231927764881E+02     -0.231927764881E+02     -0.231927764881E+02     -0.231927764881E+02
      0.954954954955E+00     -0.231013408248E+02     -0.231013408248E+02     -0.231013408248E+02     -0.231013408248E+02
      0.958958958959E+00     -0.229000516747E+02     -0.229000516747E+02     -0.229000516747E+02     -0.229000516747E+02
      0.962962962963E+00     -0.225915895128E+02     -0.225915895128E+02     -0.225915895128E+02     -0.225915895128E+02
      0.966966966967E+00     -0.221834442023E+02     -0.221834442023E+02     -0.221834442023E+02     -0.221834442023E+02
      0.970970970971E+00     -0.216872535867E+02     -0.216872535867E+02     -0.216872535867E+02     -0.216872535867E+02
      0.974974974975E+00     -0.211179505412E+02     -0.211179505412E+02     -0.211179505412E+02     -0.211179505412E+02
      0.978978978979E+00     -0.204928188038E+02     -0.204928188038E+02     -0.204928188038E+02     -0.204928188038E+02
      0.982982982983E+00     -0.198305405911E+02     -0.198305405911E+02     -0.198305405911E+02     -0.198305405911E+02
      0.986986986987E+00     -0.191502956675E+02     -0.191502956675E+02     -0.191502956675E+02     -0.191502956675E+02
      0.990990990991E+00     -0.184709486517E+02     -0.184709486517E+02     -0.184709486517E+02     -0.184709486517E+02
      0.994994994995E+00     -0.178103424776E+02     -0.178103424776E+02     -0.178103424776E+02     -0.178103424776E+02
      0.998998998999E+00     -0.171847028782E+02     -0.171847028782E+02     -0.171847028782E+02     -0.171847028782E+02
      0.100300300300E+01     -0.166081526244E+02     -0.166081526244E+02     -0.166081526244E+02     -0.166081526244E+02
      0.100700700701E+01     -0.160923351333E+02     -0.160923351333E+02     -0.160923351333E+02     -0.160923351333E+02
      0.101101101101E+01     -0.156461530920E+02     -0.156461530920E+02     -0.156461530920E+02     -0.156461530920E+02
      0.101501501502E+01     -0.152756345775E+02     -0.152756345775E+02     -0.152756345775E+02     -0.152756345775E+02
      0.101901901902E+01     -0.149839414279E+02     -0.149839414279E+02     -0.149839414279E+02     -0.149839414279E+02
      0.102302302302E+01     -0.147715286311E+02     -0.147715286311E+02     -0.147715286311E+02     -0.147715286311E+02
      0.102702702703E+01     -0.146364495989E+02     -0.146364495989E+02     -0.146364495989E+02     -0.146364495989E+02
      0.103103103103E+01     -0.145747847668E+02     -0.145747847668E+02     -0.145747847668E+02     -0.145747847668E+02
      0.103503503504E+01     -0.145811557606E+02     -0.145811557606E+02     -0.145811557606E+02     -0.145811557606E+02
      0.103903903904E+01     -0.146492780072E+02     -0.146492780072E+02     -0.146492780072E+02     -0.146492780072E+02
      0.104304304304E+01     -0.147725007953E+02     -0.147725007953E+02     -0.147725007953E+02     -0.147725007953E+02
      0.104704704705E+01     -0.149442825616E+02     -0.149442825616E+02     -0.149442825616E+02     -0.149442825616E+02
      0.105105105105E+01     -0.151585486961E+02     -0.151585486961E+02     -0.151585486961E+02     -0.151585486961E+02
      0.105505505506E+01     -0.154098812522E+02     -0.154098812522E+02     -0.154098812522E+02     -0.154098812522E+02
      0.105905905906E+01     -0.156934997121E+02     -0.156934997121E+02     -0.156934997121E+02     -0.156934997121E+02
      0.106306306306E+01     -0.160050143934E+02     -0.160050143934E+02     -0.160050143934E+02     -0.160050143934E+02
      0.106706706707E+01     -0.163399700072E+02     -0.163399700072E+02     -0.163399700072E+02     -0.163399700072E+02
      0.107107107107E+01     -0.166932411138E+02     -0.166932411138E+02     -0.166932411138E+02     -0.166932411138E+02
      0.107507507508E+01     -0.170583838586E+02     -0.170583838586E+02     -0.170583838586E+02     -0.170583838586E+02
      0.107907907908E+01     -0.174270780651E+02     -0.174270780651E+02     -0.174270780651E+02     -0.174270780651E+02
      0.108308308308E+01     -0.177888008621E+02     -0.177888008621E+02     -0.177888008621E+02     -0.177888008621E+02
      0.108708708709E+01     -0.181308515378E+02     -0.181308515378E+02     -0.181308515378E+02     -0.181308515378E+02
      0.109109109109E+01     -0.184387961057E+02     -0.184387961057E+02     -0.184387961057E+02     -0.184387961057E+02
      0.109509509510E+01     -0.186973242348E+02     -0.186973242348E+02     -0.186973242348E+02     -0.186973242348E+02
      0.109909909910E+01     -0.188914234992E+02     -0.188914234992E+02     -0.188914234992E+02     -0.188914234992E+02
      0.110310310310E+01     -0.190076964747E+02     -0.190076964747E+02     -0.190076964747E+02     -0.190076964747E+02
      0.110710710711E+01     -0.190355986222E+02     -0.190355986222E+02     -0.190355986222E+02     -0.190355986222E+02
      0.111111111111E+01     -0.189683781987E+02     -0.189683781987E+02     -0.189683781987E+02     -0.189683781987E+02
      0.111511511512E+01     -0.188035593615E+02     -0.188035593615E+02     -0.188035593615E+02     -0.188035593615E+02
      0.111911911912E+01     -0.185429134549E+02     -0.185429134549E+02     -0.185429134549E+02     -0.185429134549E+02
      0.112312312312E+01     -0.181919823162E+02     -0.181919823162E+02     -0.181919823162E+02     -0.181919823162E+02
      0.112712712713E+01     -0.177593158001E+02     -0.177593158001E+02     -0.177593158001E+02     -0.177593158001E+02
      0.113113113113E+01     -0.172556339883E+02     -0.172556339883E+02     -0.172556339883E+02     -0.172556339883E+02
