  #energy          xx             yy              zz              xy              yz              zx
  0.21984000E+01  0.30580116E+00  0.30580116E+00  0.30580116E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22122000E+01  0.31145674E+00  0.31145674E+00  0.31145674E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22259000E+01  0.31116611E+00  0.31116611E+00  0.31116611E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22397000E+01  0.30523833E+00  0.30523833E+00  0.30523833E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22534000E+01  0.29457376E+00  0.29457376E+00  0.29457376E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22672000E+01  0.28054747E+00  0.28054747E+00  0.28054747E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22809000E+01  0.26464979E+00  0.26464979E+00  0.26464979E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.22946000E+01  0.24829463E+00  0.24829463E+00  0.24829463E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23084000E+01  0.23264214E+00  0.23264214E+00  0.23264214E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23221000E+01  0.21849273E+00  0.21849273E+00  0.21849273E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23359000E+01  0.20633538E+00  0.20633538E+00  0.20633538E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23496000E+01  0.19641201E+00  0.19641201E+00  0.19641201E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23634000E+01  0.18874439E+00  0.18874439E+00  0.18874439E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23771000E+01  0.18331907E+00  0.18331907E+00  0.18331907E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.23909000E+01  0.18001170E+00  0.18001170E+00  0.18001170E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24046000E+01  0.17875340E+00  0.17875340E+00  0.17875340E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24184000E+01  0.17946779E+00  0.17946779E+00  0.17946779E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24321000E+01  0.18212333E+00  0.18212333E+00  0.18212333E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24459000E+01  0.18670158E+00  0.18670158E+00  0.18670158E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24596000E+01  0.19321959E+00  0.19321959E+00  0.19321959E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24733000E+01  0.20167132E+00  0.20167132E+00  0.20167132E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.24871000E+01  0.21202549E+00  0.21202549E+00  0.21202549E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25008000E+01  0.22420290E+00  0.22420290E+00  0.22420290E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25146000E+01  0.23799898E+00  0.23799898E+00  0.23799898E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25283000E+01  0.25317329E+00  0.25317329E+00  0.25317329E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25421000E+01  0.26929499E+00  0.26929499E+00  0.26929499E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25558000E+01  0.28592440E+00  0.28592440E+00  0.28592440E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25696000E+01  0.30247367E+00  0.30247367E+00  0.30247367E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25833000E+01  0.31841307E+00  0.31841307E+00  0.31841307E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.25971000E+01  0.33313895E+00  0.33313895E+00  0.33313895E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26108000E+01  0.34616567E+00  0.34616567E+00  0.34616567E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26246000E+01  0.35703740E+00  0.35703740E+00  0.35703740E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26383000E+01  0.36553262E+00  0.36553262E+00  0.36553262E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26521000E+01  0.37163064E+00  0.37163064E+00  0.37163064E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26658000E+01  0.37566707E+00  0.37566707E+00  0.37566707E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26795000E+01  0.37822516E+00  0.37822516E+00  0.37822516E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.26933000E+01  0.38004667E+00  0.38004667E+00  0.38004667E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27070000E+01  0.38205651E+00  0.38205651E+00  0.38205651E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27208000E+01  0.38494994E+00  0.38494994E+00  0.38494994E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27345000E+01  0.38922904E+00  0.38922904E+00  0.38922904E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27483000E+01  0.39493870E+00  0.39493870E+00  0.39493870E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27620000E+01  0.40184799E+00  0.40184799E+00  0.40184799E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27758000E+01  0.40936433E+00  0.40936433E+00  0.40936433E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.27895000E+01  0.41694630E+00  0.41694630E+00  0.41694630E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28033000E+01  0.42402828E+00  0.42402828E+00  0.42402828E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28170000E+01  0.43050954E+00  0.43050954E+00  0.43050954E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28308000E+01  0.43651824E+00  0.43651824E+00  0.43651824E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28445000E+01  0.44282676E+00  0.44282676E+00  0.44282676E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28582000E+01  0.45032178E+00  0.45032178E+00  0.45032178E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28720000E+01  0.46008131E+00  0.46008131E+00  0.46008131E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28857000E+01  0.47340937E+00  0.47340937E+00  0.47340937E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.28995000E+01  0.49127216E+00  0.49127216E+00  0.49127216E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29132000E+01  0.51469882E+00  0.51469882E+00  0.51469882E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29270000E+01  0.54427096E+00  0.54427096E+00  0.54427096E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29407000E+01  0.58062388E+00  0.58062388E+00  0.58062388E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29545000E+01  0.62384104E+00  0.62384104E+00  0.62384104E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29682000E+01  0.67408336E+00  0.67408336E+00  0.67408336E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29820000E+01  0.73077421E+00  0.73077421E+00  0.73077421E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.29957000E+01  0.79336594E+00  0.79336594E+00  0.79336594E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30095000E+01  0.86031098E+00  0.86031098E+00  0.86031098E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30232000E+01  0.93000435E+00  0.93000435E+00  0.93000435E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30370000E+01  0.99969533E+00  0.99969533E+00  0.99969533E+00  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30507000E+01  0.10668903E+01  0.10668903E+01  0.10668903E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30644000E+01  0.11281503E+01  0.11281503E+01  0.11281503E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30782000E+01  0.11800646E+01  0.11800646E+01  0.11800646E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.30919000E+01  0.12206341E+01  0.12206341E+01  0.12206341E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31057000E+01  0.12478674E+01  0.12478674E+01  0.12478674E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31194000E+01  0.12620235E+01  0.12620235E+01  0.12620235E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31332000E+01  0.12636644E+01  0.12636644E+01  0.12636644E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31469000E+01  0.12557305E+01  0.12557305E+01  0.12557305E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31607000E+01  0.12406365E+01  0.12406365E+01  0.12406365E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31744000E+01  0.12223613E+01  0.12223613E+01  0.12223613E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.31882000E+01  0.12030960E+01  0.12030960E+01  0.12030960E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32019000E+01  0.11857004E+01  0.11857004E+01  0.11857004E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32157000E+01  0.11705712E+01  0.11705712E+01  0.11705712E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32294000E+01  0.11587909E+01  0.11587909E+01  0.11587909E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32432000E+01  0.11492350E+01  0.11492350E+01  0.11492350E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32569000E+01  0.11422027E+01  0.11422027E+01  0.11422027E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32706000E+01  0.11365404E+01  0.11365404E+01  0.11365404E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32844000E+01  0.11312759E+01  0.11312759E+01  0.11312759E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.32981000E+01  0.11271616E+01  0.11271616E+01  0.11271616E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33119000E+01  0.11233266E+01  0.11233266E+01  0.11233266E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33256000E+01  0.11207302E+01  0.11207302E+01  0.11207302E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33394000E+01  0.11186468E+01  0.11186468E+01  0.11186468E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33531000E+01  0.11181100E+01  0.11181100E+01  0.11181100E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33669000E+01  0.11183882E+01  0.11183882E+01  0.11183882E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33806000E+01  0.11205759E+01  0.11205759E+01  0.11205759E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.33944000E+01  0.11239557E+01  0.11239557E+01  0.11239557E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34081000E+01  0.11296714E+01  0.11296714E+01  0.11296714E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34219000E+01  0.11369487E+01  0.11369487E+01  0.11369487E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34356000E+01  0.11470045E+01  0.11470045E+01  0.11470045E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34493000E+01  0.11592514E+01  0.11592514E+01  0.11592514E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34631000E+01  0.11729551E+01  0.11729551E+01  0.11729551E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34768000E+01  0.11891119E+01  0.11891119E+01  0.11891119E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.34906000E+01  0.12064113E+01  0.12064113E+01  0.12064113E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35043000E+01  0.12257510E+01  0.12257510E+01  0.12257510E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35181000E+01  0.12458016E+01  0.12458016E+01  0.12458016E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35318000E+01  0.12676651E+01  0.12676651E+01  0.12676651E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35456000E+01  0.12900490E+01  0.12900490E+01  0.12900490E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35593000E+01  0.13141182E+01  0.13141182E+01  0.13141182E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35731000E+01  0.13382431E+01  0.13382431E+01  0.13382431E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.35868000E+01  0.13632349E+01  0.13632349E+01  0.13632349E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36006000E+01  0.13868305E+01  0.13868305E+01  0.13868305E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36143000E+01  0.14094748E+01  0.14094748E+01  0.14094748E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36281000E+01  0.14285856E+01  0.14285856E+01  0.14285856E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36418000E+01  0.14450412E+01  0.14450412E+01  0.14450412E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36555000E+01  0.14572740E+01  0.14572740E+01  0.14572740E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36693000E+01  0.14639635E+01  0.14639635E+01  0.14639635E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36830000E+01  0.14670619E+01  0.14670619E+01  0.14670619E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.36968000E+01  0.14649816E+01  0.14649816E+01  0.14649816E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37105000E+01  0.14599268E+01  0.14599268E+01  0.14599268E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37243000E+01  0.14505011E+01  0.14505011E+01  0.14505011E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37380000E+01  0.14392916E+01  0.14392916E+01  0.14392916E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37518000E+01  0.14252668E+01  0.14252668E+01  0.14252668E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37655000E+01  0.14115378E+01  0.14115378E+01  0.14115378E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37793000E+01  0.13973852E+01  0.13973852E+01  0.13973852E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.37930000E+01  0.13860200E+01  0.13860200E+01  0.13860200E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38068000E+01  0.13764375E+01  0.13764375E+01  0.13764375E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38205000E+01  0.13714295E+01  0.13714295E+01  0.13714295E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38342000E+01  0.13700709E+01  0.13700709E+01  0.13700709E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38480000E+01  0.13710282E+01  0.13710282E+01  0.13710282E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
  0.38617000E+01  0.13760720E+01  0.13760720E+01  0.13760720E+01  0.00000000E+00  0.00000000E+00  0.00000000E+00
