    #kx         ky         Energy       Sx       Sy     Sz
    #Grid_Size:    44   44
    #Band_Index:    4
    0.208579    0.682397  -12.915367   0.687  -0.259   0.255
    0.243342    0.662327  -12.919948   0.670  -0.287   0.266
    0.278105    0.642256  -12.923360   0.657  -0.313   0.272
    0.312868    0.622186  -12.925416   0.644  -0.338   0.276
    0.347631    0.602115  -12.926101   0.629  -0.363   0.278
    0.382395    0.582045  -12.925422   0.615  -0.388   0.277
    0.417158    0.561974  -12.923396   0.600  -0.413   0.274
    0.451921    0.541904  -12.920024   0.586  -0.439   0.269
    0.486684    0.521833  -12.915411   0.570  -0.464   0.261
    0.521447    0.501763  -12.909770   0.553  -0.488   0.249
    0.556210    0.481692  -12.903109   0.533  -0.509   0.232
    0.590973    0.461622  -12.895632   0.513  -0.540   0.207
    0.625737    0.441551  -12.887677   0.498  -0.601   0.164
    0.660500    0.421481  -12.879250   0.488  -0.691   0.103
    0.695263    0.401410  -12.870581   0.435  -0.755  -0.000
    0.730026    0.381340  -12.861968   0.281  -0.718  -0.175
   -0.764789    1.244372  -12.853414   0.025  -0.581  -0.422
   -0.730026    1.224301  -12.845144  -0.232  -0.398  -0.644
   -0.695263    1.204231  -12.837385  -0.390  -0.225  -0.740
   -0.660500    1.184160  -12.830139  -0.447  -0.063  -0.712
   -0.625737    1.164090  -12.823634  -0.460   0.069  -0.644
   -0.590973    1.144019  -12.818048  -0.468   0.155  -0.603
   -0.556210    1.123949  -12.813383  -0.473   0.195  -0.589
   -0.521447    1.103878  -12.809713  -0.475   0.217  -0.585
   -0.486684    1.083808  -12.807085  -0.474   0.235  -0.580
   -0.451921    1.063737  -12.805500  -0.470   0.251  -0.576
   -0.417158    1.043667  -12.804974  -0.462   0.266  -0.574
   -0.382395    1.023596  -12.805515  -0.451   0.280  -0.575
   -0.347631    1.003526  -12.807120  -0.436   0.293  -0.581
   -0.312868    0.983455  -12.809759  -0.415   0.304  -0.585
   -0.278105    0.963385  -12.813419  -0.388   0.314  -0.587
   -0.243342    0.943314  -12.818092  -0.353   0.323  -0.588
   -0.208579    0.923244  -12.823668  -0.290   0.343  -0.605
   -0.173816    0.903173  -12.830113  -0.193   0.379  -0.645
   -0.139053    0.883103  -12.837393  -0.060   0.423  -0.697
   -0.104289    0.863032  -12.845180   0.137   0.403  -0.650
   -0.069526    0.842961  -12.853396   0.404   0.302  -0.480
   -0.034763    0.822891  -12.861989   0.716   0.135  -0.209
   -0.000000    0.842961  -12.857567   0.604  -0.000   0.000
    0.034763    0.822891  -12.862163   0.624  -0.095   0.139
    0.069526    0.802820  -12.866634   0.639  -0.167   0.241
    0.104289    0.782750  -12.870980   0.650  -0.218   0.307
    0.139053    0.762679  -12.875200   0.656  -0.247   0.336
    0.173816    0.742609  -12.879219   0.657  -0.259   0.335
    0.208579    0.722538  -12.882721   0.653  -0.272   0.335
    0.243342    0.702468  -12.885674   0.645  -0.288   0.336
    0.278105    0.682397  -12.888023   0.633  -0.306   0.339
    0.312868    0.662327  -12.889599   0.622  -0.324   0.342
    0.347631    0.642256  -12.890387   0.611  -0.342   0.342
    0.382395    0.622186  -12.890384   0.601  -0.359   0.342
    0.417158    0.602115  -12.889573   0.591  -0.377   0.341
    0.451921    0.582045  -12.887956   0.581  -0.396   0.338
    0.486684    0.561974  -12.885600   0.571  -0.414   0.334
    0.521447    0.541904  -12.882647   0.559  -0.430   0.328
    0.556210    0.521833  -12.879100   0.545  -0.444   0.318
    0.590973    0.501763  -12.875104   0.532  -0.464   0.303
    0.625737    0.481692  -12.870894   0.526  -0.507   0.281
    0.660500    0.461622  -12.866474   0.528  -0.571   0.251
    0.695263    0.441551  -12.861968   0.480  -0.603   0.175
    0.730026    0.421481  -12.857538   0.308  -0.535  -0.000
   -0.764789    1.284513  -12.853184   0.011  -0.366  -0.274
   -0.730026    1.264442  -12.849016  -0.286  -0.165  -0.528
   -0.695263    1.244372  -12.845144  -0.460  -0.002  -0.644
   -0.660500    1.224301  -12.841566  -0.512   0.123  -0.622
   -0.625737    1.204231  -12.838393  -0.512   0.212  -0.556
   -0.590973    1.184160  -12.835707  -0.514   0.265  -0.517
   -0.556210    1.164090  -12.833509  -0.519   0.285  -0.506
   -0.521447    1.144019  -12.831772  -0.523   0.291  -0.505
   -0.486684    1.123949  -12.830481  -0.526   0.295  -0.502
   -0.451921    1.103878  -12.829634  -0.528   0.299  -0.498
   -0.417158    1.083808  -12.829214  -0.528   0.302  -0.496
   -0.382395    1.063737  -12.829209  -0.527   0.304  -0.496
   -0.347631    1.043667  -12.829620  -0.524   0.306  -0.499
   -0.312868    1.023596  -12.830468  -0.523   0.307  -0.502
   -0.278105    1.003526  -12.831760  -0.523   0.307  -0.506
   -0.243342    0.983455  -12.833498  -0.522   0.308  -0.512
   -0.208579    0.963385  -12.835718  -0.493   0.325  -0.542
   -0.173816    0.943314  -12.838430  -0.426   0.365  -0.602
   -0.139053    0.923244  -12.841623  -0.320   0.417  -0.680
   -0.104289    0.903173  -12.845172  -0.147   0.405  -0.654
   -0.069526    0.883103  -12.849049   0.100   0.310  -0.496
   -0.034763    0.863032  -12.853231   0.399   0.144  -0.227
    0.000000   -0.883103  -12.853221  -0.000  -0.000   0.000
    0.034763   -0.903173  -12.853336   0.170  -0.154   0.242
    0.069526   -0.923244  -12.853588   0.311  -0.261   0.409
    0.104289   -0.943314  -12.853976   0.425  -0.322   0.501
    0.139053   -0.963385  -12.854500   0.511  -0.335   0.517
    0.173816   -0.983455  -12.855136   0.569  -0.312   0.474
    0.208579   -1.003526  -12.855787   0.602  -0.298   0.441
    0.243342   -1.023596  -12.856440   0.609  -0.296   0.425
    0.278105   -1.043667  -12.857059   0.597  -0.304   0.421
    0.312868   -1.063737  -12.857516   0.586  -0.313   0.419
    0.347631   -1.083808  -12.857802   0.579  -0.322   0.417
    0.382395   -1.103878  -12.857905   0.574  -0.331   0.416
    0.417158   -1.123949  -12.857796   0.569  -0.339   0.416
    0.451921   -1.144019  -12.857473   0.563  -0.348   0.417
    0.486684   -1.164090  -12.856971   0.557  -0.356   0.417
    0.521447   -1.184160  -12.856365   0.550  -0.363   0.416
    0.556210   -1.204231  -12.855657   0.541  -0.368   0.412
    0.590973   -1.224301  -12.854928   0.534  -0.371   0.412
    0.625737   -1.244372  -12.854306   0.532  -0.367   0.423
    0.660500   -1.264442  -12.853796   0.538  -0.358   0.447
    0.695263   -1.284513  -12.853414   0.489  -0.313   0.422
    0.730026   -1.304583  -12.853184   0.310  -0.193   0.274
   -0.764789   -0.441551  -12.853108  -0.000   0.000  -0.000
   -0.730026   -0.461622  -12.853184  -0.310   0.193  -0.274
   -0.695263   -0.481692  -12.853414  -0.489   0.313  -0.422
   -0.660500   -0.501763  -12.853796  -0.538   0.358  -0.447
   -0.625737   -0.521833  -12.854306  -0.532   0.367  -0.423
   -0.590973   -0.541904  -12.854928  -0.534   0.371  -0.412
   -0.556210   -0.561974  -12.855657  -0.541   0.368  -0.412
   -0.521447   -0.582045  -12.856365  -0.550   0.363  -0.416
   -0.486684   -0.602115  -12.856971  -0.557   0.356  -0.417
   -0.451921   -0.622186  -12.857473  -0.563   0.348  -0.417
   -0.417158   -0.642256  -12.857796  -0.569   0.339  -0.416
   -0.382395   -0.662327  -12.857906  -0.574   0.331  -0.416
   -0.347631   -0.682397  -12.857802  -0.579   0.322  -0.418
   -0.312868   -0.702468  -12.857516  -0.586   0.313  -0.419
   -0.278105   -0.722538  -12.857058  -0.597   0.304  -0.421
   -0.243342   -0.742609  -12.856440  -0.608   0.295  -0.424
   -0.208579   -0.762679  -12.855787  -0.601   0.298  -0.441
   -0.173816   -0.782750  -12.855138  -0.570   0.314  -0.477
   -0.139053   -0.802820  -12.854504  -0.513   0.339  -0.524
   -0.104289   -0.822891  -12.853977  -0.425   0.322  -0.501
   -0.069526   -0.842961  -12.853577  -0.305   0.250  -0.391
   -0.034763   -0.863032  -12.853312  -0.155   0.129  -0.202
    0.000000   -0.842961  -12.857567  -0.604  -0.000   0.000
    0.034763   -0.863032  -12.853138  -0.309  -0.200   0.320
    0.069526   -0.883103  -12.849007  -0.059  -0.335   0.538
    0.104289   -0.903173  -12.845174   0.145  -0.404   0.652
    0.139053   -0.923244  -12.841639   0.305  -0.408   0.664
    0.173816   -0.943314  -12.838437   0.420  -0.361   0.596
    0.208579   -0.963385  -12.835717   0.493  -0.326   0.543
    0.243342   -0.983455  -12.833495   0.524  -0.309   0.515
    0.278105   -1.003526  -12.831759   0.524  -0.307   0.507
    0.312868   -1.023596  -12.830469   0.523  -0.307   0.502
    0.347631   -1.043667  -12.829621   0.524  -0.305   0.498
    0.382395   -1.063737  -12.829209   0.526  -0.304   0.496
    0.417158   -1.083808  -12.829214   0.528  -0.302   0.496
    0.451921   -1.103878  -12.829634   0.528  -0.299   0.498
    0.486684   -1.123949  -12.830481   0.526  -0.295   0.502
    0.521447   -1.144019  -12.831772   0.523  -0.291   0.505
    0.556210   -1.164090  -12.833509   0.519  -0.285   0.506
    0.590973   -1.184160  -12.835707   0.514  -0.265   0.517
    0.625737   -1.204231  -12.838393   0.512  -0.212   0.556
    0.660500   -1.224301  -12.841566   0.512  -0.123   0.622
    0.695263   -1.244372  -12.845144   0.460   0.002   0.644
    0.730026   -1.264442  -12.849016   0.286   0.165   0.528
   -0.764789   -0.401410  -12.853184  -0.011   0.366   0.274
   -0.730026   -0.421481  -12.857538  -0.308   0.535  -0.000
   -0.695263   -0.441551  -12.861968  -0.480   0.603  -0.175
   -0.660500   -0.461622  -12.866474  -0.528   0.571  -0.251
   -0.625737   -0.481692  -12.870894  -0.526   0.507  -0.281
   -0.590973   -0.501763  -12.875104  -0.532   0.464  -0.303
   -0.556210   -0.521833  -12.879100  -0.545   0.444  -0.318
   -0.521447   -0.541904  -12.882647  -0.559   0.430  -0.328
   -0.486684   -0.561974  -12.885600  -0.571   0.414  -0.334
   -0.451921   -0.582045  -12.887956  -0.581   0.396  -0.338
   -0.417158   -0.602115  -12.889573  -0.591   0.377  -0.341
   -0.382395   -0.622186  -12.890384  -0.601   0.359  -0.342
   -0.347631   -0.642256  -12.890388  -0.611   0.342  -0.342
   -0.312868   -0.662327  -12.889599  -0.622   0.324  -0.342
   -0.278105   -0.682397  -12.888022  -0.634   0.306  -0.340
   -0.243342   -0.702468  -12.885670  -0.647   0.288  -0.337
   -0.208579   -0.722538  -12.882720  -0.654   0.272  -0.335
   -0.173816   -0.742609  -12.879228  -0.652   0.258  -0.334
   -0.139053   -0.762679  -12.875224  -0.645   0.246  -0.333
   -0.104289   -0.782750  -12.870983  -0.649   0.218  -0.306
   -0.069526   -0.802820  -12.866574  -0.668   0.172  -0.249
   -0.034763   -0.822891  -12.862029  -0.687   0.104  -0.157
    0.000000   -0.802820  -12.870605  -0.906   0.000  -0.000
    0.034763   -0.822891  -12.861772  -0.613  -0.196   0.308
    0.069526   -0.842961  -12.853299  -0.357  -0.329   0.524
    0.104289   -0.863032  -12.845185  -0.139  -0.402   0.648
    0.139053   -0.883103  -12.837430   0.042  -0.412   0.680
    0.173816   -0.903173  -12.830128   0.186  -0.375   0.638
    0.208579   -0.923244  -12.823666   0.290  -0.343   0.606
    0.243342   -0.943314  -12.818086   0.356  -0.324   0.591
    0.278105   -0.963385  -12.813417   0.389  -0.314   0.588
    0.312868   -0.983455  -12.809760   0.415  -0.304   0.585
    0.347631   -1.003526  -12.807122   0.436  -0.293   0.580
    0.382395   -1.023596  -12.805515   0.451  -0.280   0.575
    0.417158   -1.043667  -12.804974   0.462  -0.266   0.574
    0.451921   -1.063737  -12.805500   0.470  -0.252   0.576
    0.486684   -1.083808  -12.807085   0.474  -0.235   0.580
    0.521447   -1.103878  -12.809713   0.475  -0.217   0.585
    0.556210   -1.123949  -12.813383   0.473  -0.195   0.589
    0.590973   -1.144019  -12.818048   0.468  -0.155   0.603
    0.625737   -1.164090  -12.823634   0.460  -0.069   0.644
    0.660500   -1.184160  -12.830139   0.447   0.063   0.712
    0.695263   -1.204231  -12.837385   0.390   0.225   0.740
    0.730026   -1.224301  -12.845144   0.232   0.398   0.644
   -0.764789   -0.361269  -12.853414  -0.025   0.581   0.422
   -0.730026   -0.381340  -12.861968  -0.281   0.718   0.175
   -0.695263   -0.401410  -12.870581  -0.435   0.755  -0.000
   -0.660500   -0.421481  -12.879250  -0.488   0.691  -0.103
   -0.625737   -0.441551  -12.887677  -0.498   0.601  -0.164
   -0.590973   -0.461622  -12.895632  -0.513   0.540  -0.207
   -0.556210   -0.481692  -12.903109  -0.533   0.509  -0.232
   -0.521447   -0.501763  -12.909771  -0.553   0.488  -0.249
   -0.486684   -0.521833  -12.915411  -0.570   0.464  -0.261
   -0.451921   -0.541904  -12.920024  -0.586   0.439  -0.269
   -0.417158   -0.561974  -12.923396  -0.600   0.413  -0.274
   -0.382395   -0.582045  -12.925422  -0.615   0.387  -0.277
   -0.347631   -0.602115  -12.926102  -0.629   0.363  -0.277
   -0.312868   -0.622186  -12.925416  -0.643   0.338  -0.276
   -0.278105   -0.642256  -12.923358  -0.658   0.313  -0.273
   -0.243342   -0.662327  -12.919941  -0.672   0.287  -0.267
   -0.208579   -0.682397  -12.915366  -0.687   0.259  -0.255
   -0.173816   -0.702468  -12.909693  -0.703   0.227  -0.237
   -0.139053   -0.722538  -12.902967  -0.721   0.192  -0.211
   -0.104289   -0.742609  -12.895581  -0.768   0.158  -0.184
   -0.069526   -0.762679  -12.887633  -0.848   0.123  -0.156
   -0.034763   -0.782750  -12.879178  -0.941   0.084  -0.118
    0.000000   -0.762679  -12.892330  -0.906   0.000  -0.000
    0.034763   -0.782750  -12.879234  -0.742  -0.140   0.206
    0.069526   -0.802820  -12.866459  -0.582  -0.244   0.369
    0.104289   -0.822891  -12.854005  -0.427  -0.314   0.488
    0.139053   -0.842961  -12.841872  -0.277  -0.350   0.564
    0.173816   -0.863032  -12.830210  -0.133  -0.355   0.603
    0.208579   -0.883103  -12.819635  -0.007  -0.351   0.631
    0.243342   -0.903173  -12.810213   0.102  -0.341   0.651
    0.278105   -0.923244  -12.802035   0.193  -0.325   0.664
    0.312868   -0.943314  -12.795392   0.264  -0.306   0.668
    0.347631   -0.963385  -12.790306   0.314  -0.284   0.664
    0.382395   -0.983455  -12.786828   0.347  -0.259   0.655
    0.417158   -1.003526  -12.785081   0.373  -0.233   0.650
    0.451921   -1.023596  -12.785074   0.390  -0.206   0.650
    0.486684   -1.043667  -12.786789   0.400  -0.176   0.652
    0.521447   -1.063737  -12.790192   0.405  -0.141   0.656
    0.556210   -1.083808  -12.795282   0.405  -0.100   0.661
    0.590973   -1.103878  -12.801953   0.397  -0.040   0.670
    0.625737   -1.123949  -12.810031   0.377   0.060   0.689
    0.660500   -1.144019  -12.819514   0.345   0.199   0.716
    0.695263   -1.164090  -12.830139   0.279   0.357   0.712
    0.730026   -1.184160  -12.841566   0.150   0.506   0.622
   -0.764789   -0.321128  -12.853796  -0.040   0.645   0.447
   -0.730026   -0.341199  -12.866474  -0.230   0.743   0.251
   -0.695263   -0.361269  -12.879250  -0.355   0.768   0.103
   -0.660500   -0.381340  -12.892120  -0.416   0.719  -0.000
   -0.625737   -0.401410  -12.904652  -0.448   0.649  -0.072
   -0.590973   -0.421481  -12.916507  -0.478   0.598  -0.124
   -0.556210   -0.441551  -12.927680  -0.506   0.564  -0.157
   -0.521447   -0.461622  -12.937733  -0.532   0.536  -0.179
   -0.486684   -0.481692  -12.946400  -0.556   0.507  -0.196
   -0.451921   -0.501763  -12.953673  -0.577   0.477  -0.208
   -0.417158   -0.521833  -12.959258  -0.597   0.447  -0.216
   -0.382395   -0.541904  -12.963014  -0.616   0.416  -0.221
   -0.347631   -0.561974  -12.964938  -0.634   0.387  -0.223
   -0.312868   -0.582045  -12.964961  -0.652   0.356  -0.222
   -0.278105   -0.602115  -12.963059  -0.669   0.325  -0.220
   -0.243342   -0.622186  -12.959246  -0.685   0.293  -0.214
   -0.208579   -0.642256  -12.953715  -0.702   0.258  -0.203
   -0.173816   -0.662327  -12.946525  -0.721   0.221  -0.185
   -0.139053   -0.682397  -12.937726  -0.743   0.180  -0.159
   -0.104289   -0.702468  -12.927764  -0.783   0.141  -0.135
   -0.069526   -0.722538  -12.916746  -0.845   0.105  -0.112
   -0.034763   -0.742609  -12.904753  -0.916   0.067  -0.083
    0.000000   -0.722538  -12.921351  -0.803   0.000  -0.000
    0.034763   -0.742609  -12.904384  -0.781  -0.078   0.094
    0.069526   -0.762679  -12.887593  -0.731  -0.149   0.194
    0.104289   -0.782750  -12.870980  -0.655  -0.214   0.301
    0.139053   -0.802820  -12.854543  -0.552  -0.273   0.414
    0.173816   -0.822891  -12.838488  -0.427  -0.321   0.527
    0.208579   -0.842961  -12.823651  -0.294  -0.347   0.613
    0.243342   -0.863032  -12.810124  -0.155  -0.350   0.671
    0.278105   -0.883103  -12.798064  -0.018  -0.333   0.703
    0.312868   -0.903173  -12.787981   0.091  -0.308   0.720
    0.347631   -0.923244  -12.779915   0.169  -0.278   0.723
    0.382395   -0.943314  -12.773965   0.223  -0.243   0.717
    0.417158   -0.963385  -12.770390   0.263  -0.207   0.713
    0.451921   -0.983455  -12.769202   0.293  -0.168   0.711
    0.486684   -1.003526  -12.770393   0.312  -0.126   0.711
    0.521447   -1.023596  -12.773944   0.323  -0.074   0.713
    0.556210   -1.043667  -12.779855   0.326  -0.014   0.717
    0.590973   -1.063737  -12.787968   0.316   0.063   0.717
    0.625737   -1.083808  -12.798028   0.288   0.166   0.708
    0.660500   -1.103878  -12.810031   0.241   0.297   0.689
    0.695263   -1.123949  -12.823634   0.171   0.434   0.644
    0.730026   -1.144019  -12.838393   0.073   0.550   0.556
   -0.764789   -0.280987  -12.854306  -0.051   0.645   0.423
   -0.730026   -0.301058  -12.870894  -0.176   0.709   0.281
   -0.695263   -0.321128  -12.887677  -0.272   0.731   0.164
   -0.660500   -0.341199  -12.904652  -0.339   0.712   0.072
   -0.625737   -0.361269  -12.921251  -0.390   0.675  -0.000
   -0.590973   -0.381340  -12.937034  -0.434   0.641  -0.055
   -0.556210   -0.401410  -12.951993  -0.471   0.609  -0.092
   -0.521447   -0.421481  -12.965592  -0.503   0.577  -0.120
   -0.486684   -0.441551  -12.977502  -0.532   0.545  -0.141
   -0.451921   -0.461622  -12.987713  -0.559   0.512  -0.156
   -0.417158   -0.481692  -12.995849  -0.584   0.479  -0.167
   -0.382395   -0.501763  -13.001730  -0.608   0.446  -0.174
   -0.347631   -0.521833  -13.005350  -0.630   0.412  -0.177
   -0.312868   -0.541904  -13.006584  -0.652   0.377  -0.178
   -0.278105   -0.561974  -13.005384  -0.671   0.341  -0.177
   -0.243342   -0.582045  -13.001763  -0.689   0.304  -0.173
   -0.208579   -0.602115  -12.995888  -0.707   0.266  -0.166
   -0.173816   -0.622186  -12.987812  -0.724   0.226  -0.154
   -0.139053   -0.642256  -12.977584  -0.740   0.186  -0.137
   -0.104289   -0.662327  -12.965661  -0.759   0.144  -0.116
   -0.069526   -0.682397  -12.952154  -0.781   0.101  -0.090
   -0.034763   -0.702468  -12.937162  -0.803   0.056  -0.057
    0.000000   -0.682397  -12.956589  -0.753  -0.000   0.000
    0.034763   -0.702468  -12.936338  -0.796  -0.046   0.032
    0.069526   -0.722538  -12.916009  -0.803  -0.098   0.094
    0.104289   -0.742609  -12.895602  -0.773  -0.157   0.184
    0.139053   -0.762679  -12.875118  -0.707  -0.223   0.302
    0.173816   -0.782750  -12.854812  -0.608  -0.289   0.439
    0.208579   -0.802820  -12.835739  -0.490  -0.330   0.550
    0.243342   -0.822891  -12.818012  -0.352  -0.342   0.630
    0.278105   -0.842961  -12.801856  -0.207  -0.330   0.682
    0.312868   -0.863032  -12.788007  -0.086  -0.308   0.718
    0.347631   -0.883103  -12.776520   0.009  -0.276   0.738
    0.382395   -0.903173  -12.767562   0.081  -0.235   0.746
    0.417158   -0.923244  -12.761563   0.139  -0.191   0.750
    0.451921   -0.943314  -12.758543   0.183  -0.142   0.753
    0.486684   -0.963385  -12.758523   0.215  -0.088   0.753
    0.521447   -0.983455  -12.761543   0.235  -0.024   0.753
    0.556210   -1.003526  -12.767604   0.245   0.051   0.753
    0.590973   -1.023596  -12.776517   0.239   0.138   0.745
    0.625737   -1.043667  -12.787968   0.212   0.243   0.717
    0.660500   -1.063737  -12.801953   0.164   0.364   0.670
    0.695263   -1.083808  -12.818048   0.100   0.484   0.603
    0.730026   -1.103878  -12.835707   0.028   0.579   0.517
   -0.764789   -0.240846  -12.854928  -0.054   0.648   0.412
   -0.730026   -0.260917  -12.875104  -0.137   0.692   0.303
   -0.695263   -0.280987  -12.895632  -0.212   0.713   0.207
   -0.660500   -0.301058  -12.916507  -0.279   0.712   0.124
   -0.625737   -0.321128  -12.937034  -0.339   0.696   0.055
   -0.590973   -0.341199  -12.956673  -0.389   0.674  -0.000
   -0.556210   -0.361269  -12.975414  -0.431   0.645  -0.040
   -0.521447   -0.381340  -12.992618  -0.468   0.613  -0.070
   -0.486684   -0.401410  -13.007891  -0.502   0.580  -0.094
   -0.451921   -0.421481  -13.021221  -0.534   0.546  -0.111
   -0.417158   -0.441551  -13.032152  -0.565   0.511  -0.124
   -0.382395   -0.461622  -13.040462  -0.593   0.475  -0.133
   -0.347631   -0.481692  -13.046141  -0.620   0.438  -0.138
   -0.312868   -0.501763  -13.049005  -0.645   0.399  -0.140
   -0.278105   -0.521833  -13.048982  -0.668   0.359  -0.140
   -0.243342   -0.541904  -13.046081  -0.689   0.318  -0.138
   -0.208579   -0.561974  -13.040431  -0.708   0.276  -0.133
   -0.173816   -0.582045  -13.032073  -0.725   0.234  -0.126
   -0.139053   -0.602115  -13.021054  -0.739   0.191  -0.115
   -0.104289   -0.622186  -13.007825  -0.748   0.146  -0.097
   -0.069526   -0.642256  -12.992494  -0.750   0.099  -0.072
   -0.034763   -0.662327  -12.975169  -0.747   0.050  -0.039
    0.000000   -0.642256  -12.998012  -0.754  -0.000   0.000
    0.034763   -0.662327  -12.975064  -0.788  -0.042   0.022
    0.069526   -0.682397  -12.951674  -0.798  -0.090   0.068
    0.104289   -0.702468  -12.927842  -0.782  -0.143   0.137
    0.139053   -0.722538  -12.903569  -0.742  -0.200   0.230
    0.173816   -0.742609  -12.879160  -0.679  -0.258   0.341
    0.208579   -0.762679  -12.855878  -0.595  -0.299   0.441
    0.243342   -0.782750  -12.833859  -0.491  -0.318   0.528
    0.278105   -0.802820  -12.813399  -0.375  -0.319   0.602
    0.312868   -0.822891  -12.795460  -0.266  -0.305   0.662
    0.347631   -0.842961  -12.780117  -0.166  -0.276   0.709
    0.382395   -0.863032  -12.767617  -0.077  -0.235   0.742
    0.417158   -0.883103  -12.758600  -0.001  -0.186   0.764
    0.451921   -0.903173  -12.753098   0.061  -0.129   0.775
    0.486684   -0.923244  -12.751180   0.109  -0.064   0.778
    0.521447   -0.943314  -12.752992   0.142   0.010   0.776
    0.556210   -0.963385  -12.758536   0.162   0.094   0.770
    0.590973   -0.983455  -12.767604   0.165   0.187   0.753
    0.625737   -1.003526  -12.779855   0.150   0.289   0.717
    0.660500   -1.023596  -12.795282   0.115   0.401   0.661
    0.695263   -1.043667  -12.813383   0.067   0.508   0.589
    0.730026   -1.063737  -12.833509   0.013   0.592   0.506
   -0.764789   -0.200705  -12.855657  -0.048   0.653   0.412
   -0.730026   -0.220776  -12.879100  -0.112   0.693   0.318
   -0.695263   -0.240846  -12.903109  -0.174   0.715   0.232
   -0.660500   -0.260917  -12.927680  -0.236   0.719   0.157
   -0.625737   -0.280987  -12.951993  -0.293   0.711   0.092
   -0.590973   -0.301058  -12.975414  -0.343   0.695   0.040
   -0.556210   -0.321128  -12.997932  -0.387   0.671  -0.000
   -0.521447   -0.341199  -13.018798  -0.427   0.643  -0.031
   -0.486684   -0.361269  -13.037554  -0.466   0.612  -0.056
   -0.451921   -0.381340  -13.054184  -0.504   0.578  -0.074
   -0.417158   -0.401410  -13.068149  -0.539   0.543  -0.088
   -0.382395   -0.421481  -13.079189  -0.572   0.505  -0.098
   -0.347631   -0.441551  -13.087291  -0.603   0.465  -0.105
   -0.312868   -0.461622  -13.092203  -0.632   0.424  -0.109
   -0.278105   -0.481692  -13.093829  -0.659   0.380  -0.111
   -0.243342   -0.501763  -13.092174  -0.683   0.335  -0.110
   -0.208579   -0.521833  -13.087316  -0.705   0.289  -0.106
   -0.173816   -0.541904  -13.079278  -0.723   0.243  -0.100
   -0.139053   -0.561974  -13.068107  -0.738   0.197  -0.091
   -0.104289   -0.582045  -13.054224  -0.748   0.149  -0.077
   -0.069526   -0.602115  -13.037732  -0.750   0.100  -0.056
   -0.034763   -0.622186  -13.018742  -0.748   0.049  -0.030
    0.000000   -0.602115  -13.043328  -0.768  -0.000   0.000
    0.034763   -0.622186  -13.018307  -0.775  -0.049   0.027
    0.069526   -0.642256  -12.992421  -0.771  -0.097   0.066
    0.104289   -0.662327  -12.965669  -0.758  -0.144   0.117
    0.139053   -0.682397  -12.938053  -0.735  -0.191   0.180
    0.173816   -0.702468  -12.909919  -0.702  -0.236   0.253
    0.208579   -0.722538  -12.882702  -0.652  -0.271   0.333
    0.243342   -0.742609  -12.856557  -0.586  -0.296   0.418
    0.278105   -0.762679  -12.831845  -0.506  -0.308   0.506
    0.312868   -0.782750  -12.809746  -0.418  -0.304   0.585
    0.347631   -0.802820  -12.790350  -0.323  -0.281   0.653
    0.382395   -0.822891  -12.773994  -0.225  -0.242   0.711
    0.417158   -0.842961  -12.761546  -0.139  -0.191   0.752
    0.451921   -0.863032  -12.753051  -0.063  -0.128   0.776
    0.486684   -0.883103  -12.748648  -0.000  -0.055   0.786
    0.521447   -0.903173  -12.748625   0.047   0.027   0.786
    0.556210   -0.923244  -12.752992   0.079   0.118   0.776
    0.590973   -0.943314  -12.761543   0.095   0.216   0.753
    0.625737   -0.963385  -12.773944   0.095   0.317   0.713
    0.660500   -0.983455  -12.790191   0.079   0.421   0.656
    0.695263   -1.003526  -12.809713   0.049   0.519   0.585
    0.730026   -1.023596  -12.831772   0.010   0.598   0.505
   -0.764789   -0.160564  -12.856365  -0.039   0.657   0.416
   -0.730026   -0.180635  -12.882647  -0.092   0.698   0.328
   -0.695263   -0.200705  -12.909771  -0.145   0.722   0.249
   -0.660500   -0.220776  -12.937733  -0.198   0.728   0.179
   -0.625737   -0.240846  -12.965592  -0.249   0.723   0.120
   -0.590973   -0.260917  -12.992618  -0.297   0.711   0.070
   -0.556210   -0.280987  -13.018798  -0.342   0.692   0.031
   -0.521447   -0.301058  -13.043274  -0.384   0.669  -0.000
   -0.486684   -0.321128  -13.065521  -0.427   0.641  -0.025
   -0.451921   -0.341199  -13.085522  -0.468   0.609  -0.044
   -0.417158   -0.361269  -13.102652  -0.508   0.574  -0.058
   -0.382395   -0.381340  -13.116610  -0.546   0.535  -0.070
   -0.347631   -0.401410  -13.127381  -0.581   0.494  -0.078
   -0.312868   -0.421481  -13.134642  -0.614   0.451  -0.083
   -0.278105   -0.441551  -13.138271  -0.645   0.404  -0.086
   -0.243342   -0.461622  -13.138269  -0.674   0.356  -0.086
   -0.208579   -0.481692  -13.134656  -0.699   0.306  -0.083
   -0.173816   -0.501763  -13.127436  -0.720   0.256  -0.078
   -0.139053   -0.521833  -13.116653  -0.737   0.205  -0.070
   -0.104289   -0.541904  -13.102687  -0.750   0.153  -0.059
   -0.069526   -0.561974  -13.085633  -0.759   0.102  -0.044
   -0.034763   -0.582045  -13.065597  -0.765   0.050  -0.025
    0.000000   -0.561974  -13.091140  -0.774   0.000  -0.000
    0.034763   -0.582045  -13.064693  -0.767  -0.052   0.027
    0.069526   -0.602115  -13.036928  -0.758  -0.101   0.059
    0.104289   -0.622186  -13.007845  -0.747  -0.146   0.097
