    #kx         ky         Energy       Sx       Sy     Sz
    #Grid_Size:    44   44
    #Band_Index:    4
    0.034763   -0.180635  -13.496696  -0.777  -0.152   0.041
    0.069526   -0.200705  -13.477010  -0.727  -0.242   0.017
    0.104289   -0.220776  -13.452222  -0.686  -0.315   0.004
    0.139053   -0.240846  -13.422332  -0.655  -0.373   0.003
    0.173816   -0.260917  -13.387599  -0.631  -0.417   0.010
    0.208579   -0.280987  -13.349090  -0.610  -0.451   0.018
    0.243342   -0.301058  -13.306920  -0.592  -0.478   0.025
    0.278105   -0.321128  -13.261553  -0.577  -0.497   0.033
    0.312868   -0.341199  -13.214493  -0.565  -0.513   0.043
    0.347631   -0.361269  -13.165858  -0.554  -0.526   0.055
    0.382395   -0.381340  -13.116443  -0.546  -0.537   0.069
    0.417158   -0.401410  -13.068310  -0.539  -0.542   0.088
    0.451921   -0.421481  -13.021562  -0.533  -0.542   0.111
    0.486684   -0.441551  -12.977330  -0.530  -0.540   0.140
    0.521447   -0.461622  -12.937939  -0.534  -0.541   0.179
    0.556210   -0.481692  -12.903462  -0.546  -0.545   0.228
    0.590973   -0.501763  -12.875022  -0.549  -0.504   0.300
    0.625737   -0.521833  -12.854463  -0.514  -0.340   0.415
    0.660500   -0.541904  -12.841812  -0.442  -0.052   0.574
    0.695263   -0.561974  -12.837393  -0.337   0.264   0.697
    0.730026   -0.582045  -12.841623  -0.202   0.486   0.680
   -0.764789    0.280987  -12.854504  -0.038   0.614   0.524
   -0.730026    0.260917  -12.875224   0.108   0.681   0.333
   -0.695263    0.240846  -12.902967   0.193   0.720   0.211
   -0.660500    0.220776  -12.937726   0.214   0.733   0.159
   -0.625737    0.200705  -12.977584   0.209   0.734   0.137
   -0.590973    0.180635  -13.021054   0.204   0.735   0.115
   -0.556210    0.160564  -13.068107   0.199   0.737   0.091
   -0.521447    0.140494  -13.116653   0.192   0.739   0.070
   -0.486684    0.120423  -13.165419   0.180   0.742   0.054
   -0.451921    0.100353  -13.214351   0.163   0.744   0.042
   -0.417158    0.080282  -13.261698   0.142   0.747   0.033
   -0.382395    0.060212  -13.306607   0.117   0.750   0.024
   -0.347631    0.040141  -13.349016   0.087   0.753   0.017
   -0.312868    0.020071  -13.387666   0.049   0.754   0.012
   -0.278105   -0.000000  -13.422072   0.003   0.754   0.008
   -0.243342   -0.020071  -13.452174  -0.053   0.751   0.007
   -0.208579   -0.040141  -13.477199  -0.134   0.740   0.003
   -0.173816   -0.060212  -13.496910  -0.246   0.717  -0.003
   -0.139053   -0.080282  -13.511270  -0.386   0.678  -0.009
   -0.104289   -0.100353  -13.519926  -0.526   0.574  -0.002
   -0.069526   -0.120423  -13.522792  -0.659   0.393   0.023
   -0.034763   -0.140494  -13.519882  -0.779   0.150   0.060
    0.000000   -0.120423  -13.531534  -0.762  -0.006   0.009
    0.034763   -0.140494  -13.519663  -0.724  -0.161   0.006
    0.069526   -0.160564  -13.502493  -0.688  -0.284   0.004
    0.104289   -0.180635  -13.480026  -0.655  -0.376   0.003
    0.139053   -0.200705  -13.452262  -0.623  -0.436   0.004
    0.173816   -0.220776  -13.419434  -0.595  -0.469   0.007
    0.208579   -0.240846  -13.382508  -0.572  -0.495   0.011
    0.243342   -0.260917  -13.341589  -0.554  -0.516   0.016
    0.278105   -0.280987  -13.297110  -0.541  -0.533   0.022
    0.312868   -0.301058  -13.250487  -0.531  -0.547   0.028
    0.347631   -0.321128  -13.201828  -0.521  -0.559   0.036
    0.382395   -0.341199  -13.151900  -0.514  -0.568   0.045
    0.417158   -0.361269  -13.102685  -0.508  -0.573   0.059
    0.451921   -0.381340  -13.054285  -0.502  -0.572   0.076
    0.486684   -0.401410  -13.007831  -0.500  -0.573   0.097
    0.521447   -0.421481  -12.965655  -0.504  -0.583   0.117
    0.556210   -0.441551  -12.927829  -0.516  -0.605   0.137
    0.590973   -0.461622  -12.895590  -0.524  -0.590   0.183
    0.625737   -0.481692  -12.870970  -0.514  -0.459   0.301
    0.660500   -0.501763  -12.853997  -0.487  -0.210   0.490
    0.695263   -0.521833  -12.845180  -0.417   0.084   0.650
    0.730026   -0.541904  -12.845172  -0.278   0.331   0.654
   -0.764789    0.321128  -12.853977  -0.067   0.529   0.501
   -0.730026    0.301058  -12.870983   0.134   0.670   0.306
   -0.695263    0.280987  -12.895581   0.246   0.743   0.184
   -0.660500    0.260917  -12.927764   0.268   0.748   0.135
   -0.625737    0.240846  -12.965661   0.255   0.729   0.116
   -0.590973    0.220776  -13.007825   0.247   0.720   0.097
   -0.556210    0.200705  -13.054224   0.246   0.721   0.077
   -0.521447    0.180635  -13.102687   0.243   0.725   0.059
   -0.486684    0.160564  -13.151892   0.236   0.728   0.045
   -0.451921    0.140494  -13.201781   0.224   0.730   0.036
   -0.417158    0.120423  -13.250487   0.209   0.732   0.028
   -0.382395    0.100353  -13.297106   0.191   0.735   0.022
   -0.347631    0.080282  -13.341567   0.170   0.739   0.016
   -0.312868    0.060212  -13.382510   0.144   0.743   0.011
   -0.278105    0.040141  -13.419409   0.111   0.747   0.007
   -0.243342    0.020071  -13.452198   0.071   0.752   0.005
   -0.208579   -0.000000  -13.480020   0.002   0.754   0.003
   -0.173816   -0.020071  -13.502611  -0.099   0.753   0.001
   -0.139053   -0.040141  -13.519926  -0.233   0.743  -0.000
   -0.104289   -0.060212  -13.531537  -0.378   0.656  -0.000
   -0.069526   -0.080282  -13.537340  -0.530   0.475   0.003
   -0.034763   -0.100353  -13.537338  -0.679   0.218   0.007
    0.000000   -0.080282  -13.546173  -0.534   0.125  -0.196
    0.034763   -0.100353  -13.537111  -0.579  -0.140  -0.103
    0.069526   -0.120423  -13.522593  -0.603  -0.337  -0.037
    0.104289   -0.140494  -13.502619  -0.605  -0.467   0.004
    0.139053   -0.160564  -13.477190  -0.585  -0.529   0.017
    0.173816   -0.180635  -13.446514  -0.550  -0.537   0.010
    0.208579   -0.200705  -13.411454  -0.523  -0.545   0.005
    0.243342   -0.220776  -13.372104  -0.506  -0.556   0.006
    0.278105   -0.240846  -13.328870  -0.497  -0.571   0.011
    0.312868   -0.260917  -13.283071  -0.489  -0.584   0.016
    0.347631   -0.280987  -13.234811  -0.482  -0.593   0.021
    0.382395   -0.301058  -13.184821  -0.476  -0.600   0.026
    0.417158   -0.321128  -13.134992  -0.471  -0.603   0.035
    0.451921   -0.341199  -13.085423  -0.468  -0.604   0.046
    0.486684   -0.361269  -13.037230  -0.466  -0.606   0.059
    0.521447   -0.381340  -12.992716  -0.468  -0.617   0.068
    0.556210   -0.401410  -12.951952  -0.474  -0.637   0.073
    0.590973   -0.421481  -12.916258  -0.483  -0.634   0.099
    0.625737   -0.441551  -12.887802  -0.492  -0.559   0.189
    0.660500   -0.461622  -12.866615  -0.501  -0.411   0.343
    0.695263   -0.481692  -12.853396  -0.463  -0.197   0.480
    0.730026   -0.501763  -12.849049  -0.318   0.069   0.496
   -0.764789    0.361269  -12.853577  -0.065   0.389   0.391
   -0.730026    0.341199  -12.866574   0.184   0.663   0.249
   -0.695263    0.321128  -12.887633   0.316   0.795   0.156
   -0.660500    0.301058  -12.916746   0.331   0.783   0.112
   -0.625737    0.280987  -12.952154   0.303   0.726   0.090
   -0.590973    0.260917  -12.992494   0.289   0.698   0.072
   -0.556210    0.240846  -13.037732   0.290   0.699   0.056
   -0.521447    0.220776  -13.085633   0.292   0.707   0.044
   -0.486684    0.200705  -13.134831   0.290   0.712   0.034
   -0.451921    0.180635  -13.185267   0.282   0.713   0.027
   -0.417158    0.160564  -13.234966   0.272   0.713   0.021
   -0.382395    0.140494  -13.282970   0.260   0.715   0.017
   -0.347631    0.120423  -13.329205   0.248   0.718   0.013
   -0.312868    0.100353  -13.372203   0.231   0.722   0.009
   -0.278105    0.080282  -13.411397   0.211   0.727   0.005
   -0.243342    0.060212  -13.446715   0.184   0.733   0.000
   -0.208579    0.040141  -13.477208   0.137   0.740   0.002
   -0.173816    0.020071  -13.502585   0.065   0.750   0.011
   -0.139053    0.000000  -13.522792  -0.033   0.755   0.025
   -0.104289   -0.020071  -13.537340  -0.149   0.696   0.003
   -0.069526   -0.040141  -13.546109  -0.283   0.557  -0.062
   -0.034763   -0.060212  -13.549086  -0.427   0.348  -0.159
    0.000000   -0.040141  -13.555152  -0.173   0.318  -0.501
    0.034763   -0.060212  -13.548991  -0.350  -0.098  -0.264
    0.069526   -0.080282  -13.537253  -0.469  -0.397  -0.095
    0.104289   -0.100353  -13.519937  -0.530  -0.580   0.005
    0.139053   -0.120423  -13.497043  -0.533  -0.645   0.038
    0.173816   -0.140494  -13.468755  -0.491  -0.618   0.017
    0.208579   -0.160564  -13.435834  -0.460  -0.599   0.001
    0.243342   -0.180635  -13.398361  -0.446  -0.599  -0.002
    0.278105   -0.200705  -13.356713  -0.443  -0.612   0.003
    0.312868   -0.220776  -13.312118  -0.441  -0.622   0.008
    0.347631   -0.240846  -13.264669  -0.437  -0.628   0.010
    0.382395   -0.260917  -13.215059  -0.432  -0.631   0.012
    0.417158   -0.280987  -13.165078  -0.429  -0.634   0.015
    0.451921   -0.301058  -13.114819  -0.428  -0.638   0.021
    0.486684   -0.321128  -13.065367  -0.428  -0.641   0.026
    0.521447   -0.341199  -13.018966  -0.426  -0.643   0.030
    0.556210   -0.361269  -12.975684  -0.425  -0.643   0.033
    0.590973   -0.381340  -12.936895  -0.429  -0.642   0.045
    0.625737   -0.401410  -12.904850  -0.449  -0.641   0.083
    0.660500   -0.421481  -12.879582  -0.487  -0.639   0.148
    0.695263   -0.441551  -12.861989  -0.474  -0.552   0.209
    0.730026   -0.461622  -12.853231  -0.323  -0.273   0.227
   -0.764789    0.401410  -12.853312  -0.035   0.198   0.202
   -0.730026    0.381340  -12.862029   0.252   0.647   0.157
   -0.695263    0.361269  -12.879178   0.397   0.856   0.118
   -0.660500    0.341199  -12.904753   0.399   0.827   0.083
   -0.625737    0.321128  -12.937162   0.353   0.723   0.057
   -0.590973    0.301058  -12.975169   0.331   0.671   0.039
   -0.556210    0.280987  -13.018742   0.332   0.672   0.030
   -0.521447    0.260917  -13.065597   0.338   0.687   0.025
   -0.486684    0.240846  -13.114340   0.339   0.694   0.020
   -0.451921    0.220776  -13.164908   0.335   0.692   0.015
   -0.417158    0.200705  -13.215225   0.330   0.689   0.012
   -0.382395    0.180635  -13.264283   0.324   0.688   0.010
   -0.347631    0.160564  -13.312003   0.319   0.689   0.009
   -0.312868    0.140494  -13.356808   0.311   0.691   0.006
   -0.278105    0.120423  -13.398089   0.301   0.693  -0.000
   -0.243342    0.100353  -13.435765   0.288   0.696  -0.008
   -0.208579    0.080282  -13.468794   0.268   0.701  -0.001
   -0.173816    0.060212  -13.496852   0.240   0.709   0.026
   -0.139053    0.040141  -13.519882   0.203   0.717   0.061
   -0.104289    0.020071  -13.537338   0.144   0.693   0.008
   -0.069526    0.000000  -13.549086   0.059   0.629  -0.158
   -0.034763   -0.020071  -13.555095  -0.049   0.519  -0.404
