#K-Path  Band-1   Band-2   Band-3   Band-4      ...   Band-n
  1.13  -21.648  -16.952  -16.942  -16.907  -16.907  -16.907  -11.872  -11.817  -11.817   -8.425   -8.425   -8.418   -8.065   -3.289   -2.359   -1.834   -1.834   -1.615   -1.615   -1.564   -0.959   -0.678    1.637    1.637    4.389    4.784    5.053    5.444    5.575    5.575    5.991    5.991    6.019    6.198    6.942    6.942
  1.16  -21.648  -16.952  -16.942  -16.907  -16.907  -16.907  -11.873  -11.817  -11.817   -8.424   -8.424   -8.418   -8.053   -3.319   -2.361   -1.796   -1.796   -1.657   -1.657   -1.564   -0.959   -0.679    1.644    1.644    4.471    4.824    5.033    5.453    5.673    5.673    5.882    5.882    5.952    6.207    6.948    6.948
  1.18  -21.648  -16.952  -16.942  -16.907  -16.907  -16.907  -11.873  -11.817  -11.817   -8.424   -8.424   -8.418   -8.049   -3.329   -2.362   -1.776   -1.776   -1.679   -1.679   -1.564   -0.959   -0.680    1.647    1.647    4.500    4.838    5.024    5.457    5.766    5.766    5.785    5.785    5.927    6.210    6.951    6.951
  1.18  -21.648  -16.952  -16.942  -16.907  -16.907  -16.907  -11.873  -11.817  -11.817   -8.424   -8.424   -8.418   -8.049   -3.329   -2.362   -1.776   -1.776   -1.679   -1.679   -1.564   -0.959   -0.680    1.647    1.647    4.500    4.838    5.024    5.457    5.766    5.766    5.785    5.785    5.927    6.210    6.951    6.951
  1.22  -21.648  -16.952  -16.943  -16.907  -16.907  -16.907  -11.886  -11.816  -11.806   -8.424   -8.424   -8.418   -8.044   -3.331   -2.359   -1.802   -1.781   -1.677   -1.676   -1.555   -0.965   -0.703    1.675    1.679    4.502    4.835    5.023    5.425    5.732    5.751    5.773    5.790    5.964    6.239    6.961    6.966
  1.26  -21.648  -16.952  -16.943  -16.907  -16.907  -16.907  -11.913  -11.812  -11.784   -8.424   -8.424   -8.418   -8.027   -3.337   -2.350   -1.870   -1.796   -1.673   -1.667   -1.536   -0.980   -0.767    1.757    1.772    4.508    4.806    5.039    5.350    5.647    5.688    5.739    5.838    6.037    6.312    6.992    7.010
  1.29  -21.648  -16.952  -16.943  -16.907  -16.907  -16.906  -11.943  -11.805  -11.762   -8.424   -8.423   -8.418   -7.999   -3.347   -2.337   -1.968   -1.821   -1.666   -1.654   -1.517   -1.004   -0.861    1.886    1.916    4.518    4.734    5.091    5.261    5.533    5.621    5.683    5.883    6.116    6.408    7.043    7.074
  1.33  -21.648  -16.952  -16.944  -16.907  -16.906  -16.906  -11.974  -11.796  -11.740   -8.424   -8.423   -8.418   -7.961   -3.360   -2.322   -2.085   -1.855   -1.656   -1.636   -1.501   -1.032   -0.969    2.055    2.097    4.532    4.627    5.114    5.235    5.404    5.553    5.609    5.909    6.195    6.520    7.113    7.148
  1.36  -21.648  -16.953  -16.945  -16.907  -16.906  -16.906  -12.006  -11.785  -11.720   -8.424   -8.422   -8.419   -7.913   -3.376   -2.314   -2.218   -1.893   -1.644   -1.614   -1.487   -1.078   -1.064    2.256    2.307    4.498    4.549    5.023    5.267    5.350    5.485    5.521    5.906    6.264    6.643    7.202    7.220
  1.40  -21.648  -16.953  -16.946  -16.907  -16.906  -16.906  -12.038  -11.771  -11.702   -8.424   -8.421   -8.419   -7.856   -3.394   -2.359   -2.325   -1.926   -1.629   -1.589   -1.475   -1.177   -1.097    2.481    2.535    4.357    4.569    4.918    5.126    5.416    5.420    5.503    5.874    6.316    6.776    7.180    7.236
  1.44  -21.648  -16.953  -16.947  -16.907  -16.906  -16.906  -12.070  -11.756  -11.686   -8.424   -8.420   -8.420   -7.792   -3.413   -2.504   -2.372   -1.937   -1.613   -1.562   -1.465   -1.259   -1.130    2.724    2.777    4.208    4.590    4.813    4.985    5.312    5.348    5.643    5.844    6.346    6.918    7.135    7.193
  1.47  -21.648  -16.954  -16.948  -16.907  -16.906  -16.906  -12.101  -11.740  -11.671   -8.424   -8.420   -8.419   -7.722   -3.432   -2.649   -2.460   -1.919   -1.595   -1.534   -1.456   -1.321   -1.163    2.980    3.025    4.057    4.610    4.711    4.847    5.201    5.282    5.624    5.964    6.356    7.049    7.065    7.255
  1.51  -21.648  -16.954  -16.949  -16.907  -16.906  -16.906  -12.130  -11.723  -11.659   -8.424   -8.421   -8.419   -7.646   -3.452   -2.790   -2.578   -1.879   -1.577   -1.506   -1.448   -1.365   -1.195    3.245    3.272    3.910    4.614    4.625    4.714    5.088    5.223    5.503    6.178    6.358    6.971    7.217    7.351
